Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
"DAV Public School,",3430319,JHARKHAND,BOKARO,"Tenughat Dam PO - Tenughat, Dist.-Bokaro",829123,0654,"230460 ,",,,davps_tenughat@rediffmail.com,http://www.davtenughat.com,2003,4/4/2003 12:00:00 AM,ARCHANA MISHRA,2,"MA (English), B. Ed.",18,31,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,DAV COLLEGE TRUST & MANAGEMENT SOCIETY
Dayanand Adarsh Vidyalaya,3430371,JHARKHAND,BOKARO,"Dayanand Adarsh Vidyalaya, P.O - Koriya, P.S - Chandankiyari, Jharkhand",828134,,"06542-234012 ,",,,Davkoriya1@gmail.com,,2010,2/4/2010 12:00:00 AM,MR. SATYENDRA KUMAR OJHA,1,"M.A., B.Ed.",6,8,Secondary School,Provisional,1/4/2018,31/3/2021,The Oxford Learning Campus
delhi public school,3430044,JHARKHAND,BOKARO,sect iv boko steel city distt bokaro jharkhand,827004,6542,"233544 , 242287",06542-232222,243015,bko.hsm@gmail.com,http://www.dpsbokaro.com,1987,7/7/2003 12:00:00 AM,Awanindra Singh Gangwar,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,delhi public school society
"DELHI PUBLIC SCHOOL, CHAS",3430369,JHARKHAND,BOKARO,CHANDANKYARI ROAD,827013,,"9204060521 ,",,,rao.krishnadlj@gmail.com,http://www.dpschasbokaro.com,2017,4/10/2017 12:00:00 AM,Mr.K KRISHNA RAO,,"M.COM., B.ED",20,32,Secondary School,Provisional,1/4/2018,31/3/2021,DURGA DEVI SHIVNARAYAN MEMORIAL SOCIETY
GAURAV AWASIYA UCHYA VIDALAY,3430344,JHARKHAND,BOKARO,"BANSHIIH,CHAS,",827013,6542,"265211 ,",,06542-268455,bkscbhu@rediffmail.com,,2008,1/1/2008 12:00:00 AM,BINAY KUMAR SINGH CHOUDHARY,0,"M.A, B.Ed,LLB",15,5,Secondary School,Provisional,1/4/2017,31/3/2020,GOURAV AWASIYA PRABANDH SAMITI
GURU GOBIND SINGH PUBLIC SCHOOL,3430208,JHARKHAND,BOKARO,"JODADIH MORE, CHAS BOKARO STEEL CITY CHAS, DISTT BOKARO JHARKHAND",827013,6542,"265655 ,",,0651 2530690,ggpschas@rediffmail.com,http://www.taurianworldschool.com,2008,4/15/2008 12:00:00 AM,JOSE THOMAS,2,"M.A., B.Sc. (Hons.)",9,33,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,Al Irshad Charitable Society Omassery
GURU GOVIND SINGH PUBLIC SCHOOL,3430040,JHARKHAND,BOKARO,SECTOR V BOKARO STEEL CITY BOKARO JHARKHAND,827006,6542,"268589 ,",7209563315,,dey.subhodip@yahoo.com,,1980,7/1/2005 12:00:00 AM,SUBHODIP DEY,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,GURU GOBIND SINGH EDUCATIONA SOCY
holy cross school,3430012,JHARKHAND,BOKARO,bokaro steel city bokaro distt jharkhand,827010,6542,"253543 ,",06542-253723,6542253007,srkamalapaulhc@gmail.com,www.holycrossbokaro.com,1974,7/1/2005 12:00:00 AM,SR KAMALA PAUL BIHARI,2,msc maths,11,20,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,holy cross society
Holy Cross School,3430283,JHARKHAND,BOKARO,"Chandankiyari, Bokaro p.o-chandankiyari ,pin-828124 dist-Bokaro, state-Jharkhand",828124,6542,"9279743663 ,",,,simonkiran@gmail.com,,2004,7/13/2004 12:00:00 AM,Kirthi Kiran,0,"M.A,BED",32,25,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,HOLY CROSS INSTITUTE
JAWAHAR NAVODAYA VIDYALAYA,3440010,JHARKHAND,BOKARO,AT & PO TENUGHAT NO.1 DISTT BOKARO JHARKHAND,829123,6549,"230611 ,",3110,,udayprakashsingh1962@gmail.com,,1984,4/1/1991 12:00:00 AM,UDAY PRAKASH SINGH,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2024,Navodaya Vidyalaya Samiti
KASTURBA SHREE VIDYA NIKETAN,3430073,JHARKHAND,BOKARO,(GIRLS HIGH SCHOOL) P O DHORI DISTT BOKARO JHARKHAND,825102,6549,"220495 ,",221145,220055,srvastavam18@gmail.com,www.ksvndhori.org,1991,8/12/2007 12:00:00 AM,MAMTA SRIVASTAVA,2,B.Sc.Hons:M.A.B.Ed.,13,23,Secondary School,Provisional,1/4/2018,31/3/2019,RAMARPAN SOCIETY N C GAUR
KENDRIYA VIDYALAYA,3400015,JHARKHAND,BOKARO,D V C BOKARO THERMAL BOKARO DISTT JHARKHAND,829107,6549,"266785 ,",298,2466171,dkumarkvs@gmail.com,http://www.kv2kota.org,1986,4/1/2005 12:00:00 AM,DINESH KUMAR,1,M. Sc.,03,30,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,3400023,JHARKHAND,BOKARO,DUGDA COAL WASHERY P.O. DUGDA DISTT. BOKARO JHARKHAND,828404,0326,"P&T 227 , LOC 12",12,,helpdesk@xeenet.xeedhn.xeemail.com,,1988,,MR N C MANI,0,,,,Senior Secondary,Provisional,1/4/1995,31/ 3/ 2001,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,3400010,JHARKHAND,BOKARO,CHANDRAPURA THERMAL POWER STATION CHANDRAPURA P O CHANDRAPURA BOKARO DISTT JHARKHAND,825303,6549,"242259 ,",06549-242439,,kvchandrapura@yahoo.co.in,,1983,,Anjani Asha Salkar,1,"M.A.,M.ED",05,32,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2022,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA NO 1,3400001,JHARKHAND,BOKARO,SECTOR 4 BOKARO STEEL CITY BOKARO JHARKHAND,827004,0654,"2231207 ,",6282,,odilminz@gmail.com,,1967,4/1/1991 12:00:00 AM,ODIL SUSHILA MINZ,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA NO 3,3400021,JHARKHAND,BOKARO,RAILWAY COLONY BOKARO STEEL CITY JHARKHAND,827010,6542,"253694 ,",06542253694,0654225369,mmardi17@gmail.com,www.kv3bokaro.org,1983,2/27/2018 12:00:00 AM,MAISA MARDI,1,M.Com,5,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KRISHNA SUDERSHAN CENTRAL SCHOOL,3430180,JHARKHAND,BOKARO,KHAS MAHAL CCL PO SUNDAY BAZAR BERMO DISTT BOKARO JHARKHAND,829127,6549,"260260 ,",06549-260260,,singhmamta389@gmail.com,,2003,6/1/2015 12:00:00 AM,MAMTA SINGH,1,"M.Sc., M.Ed., Ph.D.",10,20,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,DR Y K SUDERSHAN EDU FOUNDATION
LEELA JANKI PUBLIC SCHOOL,3430298,JHARKHAND,BOKARO,"RAGHUNATHPURAM, PETARWAR",829121,6549,"265055 ,",,,contact@leelajankipublicschool.com,,2000,4/7/2000 12:00:00 AM,SWARN LATA,0,M.SC/B.ED,10,10,Secondary School,Provisional,1/4/2017,31/3/2022,LEELA JANKI SEVA SANSTHAN
"LOYOLA ENGLISH MEDIUM SCHOOL, GOMIA",3430339,JHARKHAND,BOKARO,"I.E. GOMIA-PO, BOKARO-DT",829112,,"06544261125 ,",,,loyolapacyla@gmail.com,,2009,1/4/2009 12:00:00 AM,MissGLIGY SEBASTIAN,,M.A. B.ED.,5,8,Secondary School,Provisional,1/4/2016,31/3/2019,Hazaribag Catholic Diocese
MGM HIGHER SECONDARY SCHOOL,3430093,JHARKHAND,BOKARO,SECTOR IV F BOKARO STEEL CITY JHARKHAND,827004,6542,"269783 ,",06542-270148,270253,rcv68@rediffmail.com,,1988,7/1/2005 12:00:00 AM,Fr Reji C Varghese,1,M.A. B.Ed,12,21,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,THE CALCUTTA ORTHODOX DIOCESAN COUNCIL
Mithila Academy Public School,3430263,JHARKHAND,BOKARO,"Sector 4E, B.S.City, Bokaro Distt., Jharkhand",827004,6542,"7033859521 ,",9915070521,,sreelalall2016@gmail.com,,1990,4/16/1990 12:00:00 AM,SREELA LALL,2,"MA,P.hd,B.Ed,AMIBM,NET",17,20,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Mithila Sanskritk parishad
Mount Sion School,3430376,JHARKHAND,BOKARO,Sector - XII/D,827012,,"06542-255077 ,",,,mountsionschool@yahoo.in,http://www.mountsionschool.com,2001,6/25/2001 12:00:00 AM,Dr.Bindu Reena Thakur,,"Graduate, B.ed (Result awaitng) ,",15,15,Secondary School,Provisional,1/4/2018,31/3/2021,Sion Ministries
PANDIT BAGESHWARI PANDEY SARASWATI,3430129,JHARKHAND,BOKARO,VIDYA MANDIR DEV NAGAR P.O. DUGDHA DISTT. BOKARO JHARKHAND- 828404,828404,6549,"244078 ,",9430373848,06549-2210,svmandir.saraswatividyamandir@gmail.com,,1980,7/1/2005 12:00:00 AM,RAJENDRA MAHAPATRA,1,"M.A.PHD,B.Ed.",11,25,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,BALL KALYAN SAMITI DUGDHA
PITTS MODERN SCHOOL,3430014,JHARKHAND,BOKARO,GOMIA P O INDIAN EXPLOSIVES (GOMIA) BOKARO DISTT JHARKHAND,829112,6544,"261595 ,","261625,",9470598443,manojkrup05@gmail.com,www.pittsmodernschool.co.,1968,4/1/2005 12:00:00 AM,MANOJ KUMAR UPADHYAY,1,"M.Sc.,B.Ed.",10,20,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,GOMIA SCHOOL SOCIETY
Rainbow Public School,3430308,JHARKHAND,BOKARO,"Chira Chas , P.O. - Jamgoraia, P.S. - Chas , B.S.CITY",827013,6542,"251050 ,",,,shankarsharmarps2015@gmail.com,,2006,4/7/2006 12:00:00 AM,SHANKAR SHARMA,0,"M.A. , B.Ed.",7,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,K.D.S. Educational Welfare Society
Rukmini Devi Public School,3430341,JHARKHAND,BOKARO,phusro,829144,6549,"222534 ,",,,rdpsphusro@gmail.com,http://www.rdps.org.in,1999,3/26/1999 12:00:00 AM,Geeta Bharti,,"B.A, B ed",6,7,Secondary School,Provisional,1/4/2016,31/3/2019,Rukmini Devi Educational and cultural Society
SARASWATI SHISHU VIDYA MANDIR,3430190,JHARKHAND,BOKARO,9-D SEC IX B ROAD NEAR POST OFFICE BOKARO STEEL CITY JHARKHAND,827009,6542,"262770 ,",,,jraghavkumar@gmail.com,,2007,8/12/2007 12:00:00 AM,RAGHAV KUMAR JHA,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,BHARTIYA SANSKRITI GYAN MANDIR TR
SARASWATI VIDYA MANDIR,3430022,JHARKHAND,BOKARO,SECTOR III-C BOKARO STEEL CITY BOKARO DHANBAD JHARKHAND,827001,6542,"247579 , 7579",06542221646,,mrityunjoysahay9876@gmail.com,,1967,7/1/2005 12:00:00 AM,MRITYUNJOY SAHAY,1,M.A B.Ed,25,30,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SHISHU SHIKSHA PRABANDH SAMITI
SARDAR PATEL PUBLIC SCHOOL,3430138,JHARKHAND,BOKARO,SEC-IX A B. ROAD BOKARO STEEL CITY JHARKHAND,827009,6542,"261369 , -",27857029,,amar.hcr@gmail.com,,1985,4/1/1991 12:00:00 AM,AMAR PRASAD,1,"m.sc, m.ed",03,21,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,THE PATEL SEVA SANGH BIHAR
south eastern railway inter college,3480008,JHARKHAND,BOKARO,"bhojudih, at & po, bhojudih, ps-chandan kiyari, distt. bokaro, jharkhand`",828303,0654,"2230011 ,",2557,,mayankkrawat650@gmail.com,,1963,4/1/1991 12:00:00 AM,RAJESH KUMAR,0,"m.a.(eco), b,ed",,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,board of governs sainik school
SREE AYYAPPA PUBLIC SCHOOL,3430112,JHARKHAND,BOKARO,SECTOR V D BOKARO STEEL CITY JHARKHAND,827006,0654,"266491 ,",09234460605,6542269300,principal@ayyappachool.in,www.ayyappaschool.in,1988,1/14/2000 12:00:00 AM,Dr Letha Mohanan,2,"M.Sc. , MPHIL",12,27,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,AYYAPPA SEVA SANGHAM SOCIETY
ST.PAULS MODERN SCHOOL,3430267,JHARKHAND,BOKARO,BOKARO THERMAL,829107,6549,"266755 ,",,06549266755,sureshgaikwad100@gmail.com,,1984,1/25/1984 12:00:00 AM,SURESH GAIKWAD,0,"BA,M.ED.",24,24,Secondary School,Provisional,1/4/2015,31/3/2020,"The Society of St. Paul For Educational,Social and Career Development"
VINAY INTERNATIONAL SCHOOL,3430358,JHARKHAND,BOKARO,"Jainamore, Bokaro",829301,,"9470561085 ,",,,vinayischool@gmail.com,,2015,4/30/2015 12:00:00 AM,Mr.Sanjay Kumar Singh,0,MA/BEd,02,05,Secondary School,Provisional,1/4/2017,31/3/2020,Vivekanand Charitable Trust
WETGE PUBLIC SCHOOL,3430204,JHARKHAND,BOKARO,KSP PHASE II BOKHARO THERMAL BOKARO JHARKHAND,829107,6549,"266093 ,",,0294-2440014,namitasinha42@gmail.com,http://www.wittykidsindia.com,2003,4/9/2009 12:00:00 AM,NAMITA SINHA,0,"M.Phil., M.Sc., B.Ed.",13,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SOCIETY FOR WELFARE TEACHERS & GOVT EMPLOYEES
D A V PUBLIC SCHOOL,3430280,JHARKHAND,CHATRA,"GAYA ROAD, BABHNE",825401,6541,"254578 ,",,06541-225478,syedejazahmed66@gmail.com,http://www.puritydavchatra.in,2008,4/23/2008 12:00:00 AM,SYED EJAZ AHMED,0,"M.Sc. ,B.Ed.",12,20,Secondary School,Provisional,1/4/2016,31/3/2021,DAV COLLEGE TRUST & MANAGEMENT SOCIETY
DAV PUBLIC SCHOOL,3430185,JHARKHAND,CHATRA,SUR VIHAR COLONY PIPARWAR AREA CCL PO BACHRA DISTT CHATRA JHARKHAND,829201,6531,"260376 , 260580",06531-260580,260376,davrajeevranjan@gmail.com,www davbachra.org,2007,8/12/2007 12:00:00 AM,RAJEEV RANJAN JHA,1,"M.A, B.ED",27,28,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,DAV COLLEGE TRUST AND MGMT SOCIETY
JAWAHAR NAVODAYA VIDYALAYA,3440011,JHARKHAND,CHATRA,P O CHATRA CHATRA DISTT. JHARKHAND,825401,,"7079294105 ,",,,jnvchatra2@gmail.com,,1993,3/31/2012 12:00:00 AM,DAVESH NARAYAN,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,NAVODAYA VIDYALAYA SAMITI
