Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
GOVT SARVODAYA GIRLS SR SEC,2768025,DELHI,CENTRAL DELHI,SCHOOL NO. 1 JAMA MASJID DELHI,110006,011,"23254111 ,",8447562415,,skv.1jm24@yahoo.in,,1947,4/1/1991 12:00:00 AM,DHANWANTI,2,,6,19,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2020,DELHI ADMINISTRATION
GOVT SARVODAYA GIRLS SR SEC SCHOOL,2768021,DELHI,CENTRAL DELHI,MATA SUNDRI ROAD NEW DELHI,110002,011,"23222137 ,",9868818079,,poonamrajput20@yahoo.com,,1970,4/1/1991 12:00:00 AM,POONAM RAJPOOT,2,MCom/BEd,6,19,Senior Secondary,Provisional,1/4/2020,31/ 3/ 2025,DELHI ADMINISTRATION
GURU HARKRISHAN PUBLIC SCHOOL,2730010,DELHI,CENTRAL DELHI,1-PURANA QUILA ROAD(INDIA GATE) NEW DELHI,110001,011,"23389968 , 23387605",25810974,241812,davinderdk@gmail.com,,1965,9/1/1986 12:00:00 AM,DAVINDERJEET KAUR DHINGRA,1,"M.Sc,M.Ed,M.Phil,LLBGen,P",13,20,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,GURUDWARA PARBANDHAU COM. DELHI
GYAN DEVI SALWAN PUB SCHOOL,2730390,DELHI,CENTRAL DELHI,"OLD RAJINDER NAGAR, DISTT CENTRAL DELHI, NEW DELHI",110060,011,"25864268 ,",2758565,,principal.gdsps@salwanschools.com,,1990,7/9/2003 12:00:00 AM,MUKUL JHA,1,"MA (Eco), MA (Socio), B Ed",10,16,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2017,SALWAN EDUCATION TRUST
INDRAPRASTHA HINDU GIRLS SR SEC SCH,2788015,DELHI,CENTRAL DELHI,JAMA MASJID DELHI,110006,011,"23262559 ,",22528795,,id2127091@yahoo.com,,1904,4/1/1991 12:00:00 AM,SAVITA AGGARWAL,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,I P SCHOOL MANAGING COMITTEE
KERALA EDUCATION SOCIETY SR SEC SCH,2774009,DELHI,CENTRAL DELHI,CANNING ROAD NEW DELHI,110001,011,"23385725 ,",23386918,,principalkscanningroad@gmail.com,,1957,4/1/1991 12:00:00 AM,HARI KUMAR K G,1,"MA, B.Ed",04,25,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2017,KERALA EDUCATION SOCIETY REGISTRED
MANAV STHALI SCHOOL,2730050,DELHI,CENTRAL DELHI,R-BLOCK NEW RAJINDER NAGAR NEW DELHI,110060,011,"28742464 , 25749464",011-24691223,28741713,info@manavsthalischool.com,,1957,7/9/2003 12:00:00 AM,DIPTI A BHATNAGAR Officiating,2,"M.A., B.Ed.",40,40,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,RAJINDER NAGAR EDUCATION SOCIETY
MAZHARUL ISLAM SEC SCHOOL,2778038,DELHI,CENTRAL DELHI,FRASH KHANA DELHI,110006,011,"23215587 ,",011-26837050,,,,1902,,Imteyaz Ahmad,1,"MA, M PEd. MU",8,33,Secondary School,Provisional,1/4/2009,31/3/2010,MANAGING COMMITTEE OF THE SCHOOL
NAVYUG SCHOOL (SENIOR),2730400,DELHI,CENTRAL DELHI,"VINAY MARG CHANKYAPURI, DISTT CENTRAL DELHI, NEW DELHI",110075,011,"26872120 ,",26878584,0120-2840031,rgy.kumar@gmail.com,http://www.taposthalischool.com,2001,4/1/2004 12:00:00 AM,RAJESH KUMAR,0,"M.A, B.Ed",3,17,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2017,NAVYUG SCHOOL EDU SOCIETY
NAVYUG SCHOOL NDMC,2730309,DELHI,CENTRAL DELHI,PESHWA MARG GOLE MARKET NEW DELHI,110001,11,"23347236 ,",011-24671190,,npsh.ss@ndmcmail.gov.in,,,,RAKESH KUMAR,2,"MAHindi,MAEnglish,MEd",26,4,Senior Secondary,Provisional,1/4/2003,31/ 3/ 2008,NAVYUG SCHOOL EDUCATIONAL SOCIETY
RABEA GIRLS PUBLIC SCHOOL,2730121,DELHI,CENTRAL DELHI,"QASIMJAN STREET BALLIMARAN, DISTT CENTRAL DELHI, DELHI",110006,011,"23217044 , 23952090",22921762,2563845,usmani.nr@gmail.com,,1973,4/1/2005 12:00:00 AM,DR NAHEED RABAB USMANI,2,"MA,MPhil,B Ed",5,21,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,HAMDARD EDUCATION SOCIETY
RAMJAS PUB SCHOOL,2730287,DELHI,CENTRAL DELHI,ANAND PARBAT NEW DELHI,110005,011,"28765314 ,",25333388,,ramjasdayboarding2007@gmail.com,,1991,,SARIKA ARORA,2,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,
ramjas sr sec school no-4,2778025,DELHI,CENTRAL DELHI,chitragupta road new delhi,110055,011,"23525070 ,",,,kumarvipinpatni@gmail.com,,1933,4/1/1991 12:00:00 AM,VIPIN KUMAR,1,"m.sc.,b.ed.",,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,ramjas foundation delhi
S S K KHALSA GIRLS SR SEC SCHOOL,2788026,DELHI,CENTRAL DELHI,DARYA GANJ NEW DELHI,110002,011,"23274205 ,",26105398,,SSKKGSSS@GMAIL.COM,,1945,,MALTI HARIT,2,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2022,GURU NANAK VIDYA BHANDAR TRUST
SALWAN PUBLIC SCHOOL,2730048,DELHI,CENTRAL DELHI,RAJINDER NAGAR NEW DELHI,110060,011,"49254500 , 25736054",25764242,5756303,principal.sps@salwanschools.com,http://www.salwanpublics,1953,,INDU KHETARPAL,2,,8,16,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SALWAN PUBLIC SCHOOL MANAGING COMM
sanskriti school,2730295,DELHI,CENTRAL DELHI,"st martin marg chanakyapuri, DISTT CENTRAL DELHI, new delhi",110021,011,"26883335 , 26883337",2855123,,principal@sanskritischool.com,,1998,4/1/2005 12:00:00 AM,ABHA SAHGAL,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,the civil services society
SARASWATI BAL MANDIR,2730053,DELHI,CENTRAL DELHI,JHANDEWALAN OPP NAAZ CINEMA NEW DELHI,110055,011,"23523063 ,",25599213,,sbm_jw@yahoo.co.in,,1968,3/27/2019 12:00:00 AM,SUNITA GAUR,1,"B.Sc.,B.Ed,M.A, M.Ed",6,20,Secondary School,Provisional,1/4/2019,31/3/2020,SAMARTH SHIKSHA SAMITI DELHI REGD
SARASWATI VIDYALAYA FOR GIRLS,2730332,DELHI,CENTRAL DELHI,"SARASWATI BHAWAN 17 ANSARI ROAD DARYA GANJ, DISTT CENTRAL DELHI, NEW DELHI",110002,011,"23269375 , 23242205",,,principal.saraswatividyalay@gmail.com,,1943,4/15/2002 12:00:00 AM,SHASHI BIDAWAT GARG,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,ISTRI SHIKSHA PRACHARINI SABHA
SARDAR PATEL VIDYALAYA,2730024,DELHI,CENTRAL DELHI,ROAD NO 3 LODI ESTATE NEW DELHI,110003,011,"24627344 , 24627355",24620355,24618160,principalspv@gmail.com,http://www.spvdelhi.org,1958,4/1/1991 12:00:00 AM,Anuradha Joshi,2,"M. Sc. , B. Ed.",12,8,Senior Secondary,Provisional,1/7/1977,31/ 3/ 2019,GUJARAT EDUCATION SOCIETY REGI
shri guru nanak khalsa girls sr sec,2786001,DELHI,CENTRAL DELHI,school sadar bazar delhi cantt delhi,110010,011,"25691877 ,",25506847,,GNK_CANTT@YAHOO.COM,,1956,4/1/1991 12:00:00 AM,NEETA BAHL,2,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,g.p.c. sadar bazar delhi cantt.
st marks sr sec public school,2730076,DELHI,CENTRAL DELHI,janakpuri marg janakpuri new delhi,110058,011,"25551696 , 25551696",9818064690,,alka.kher@saintmarksschool.com,,1975,4/11/2007 12:00:00 AM,ALKA KHER,2,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,st.mark''s christian edctnl society
ST MICHAEL'S SCHOOL,2730089,DELHI,CENTRAL DELHI,3 PUSA ROAD NEW DELHI,110005,011,"25787987 , 25741606",25741606,25717237,michaelpr1980@gmail.com,,1980,,Sabu Joseph,1,M.A. B.Ed.,6,12,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,DELHI CATHOLIC ARCHDIOCESE
VARDHMAN SHIKSHA MANDIR SR SEC SCH,2730128,DELHI,CENTRAL DELHI,"PADAM CHAND MARG DARYA GANJ, DISTT CENTRAL DELHI, NEW DELHI",110002,0424,"23277448 ,",230615,08816 227769,vishnupublicschool@yahoo.co.in,,1976,4/1/1997 12:00:00 AM,MS PREETI JAIN,2,"M.Sc., M.Ed., M.Phill.,",14,5,Senior Secondary,Provisional,1/5/2013,31/ 3/ 2018,JAIN SOC. FOR THE PROTECTION OF ORPHANS IN INDIA
A S N SR SEC SCHOOL,2730203,DELHI,EAST DELHI,"NOIDA ROAD MAYUR VIHAR, DISTT EAST DELHI, DELHI",110091,011,"22713040 , 22715881",22429480,,principal@asnschool.org,,1975,7/2/2002 12:00:00 AM,Sonia Luthra,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,SANATAN DHARAM ADARSH SHIKSHA SANAGATAN
ADARSH LAKHPAT MODEL SEC SCHOOL,2730603,DELHI,EAST DELHI,"E-25, KHAJURI KHASH, DAYAL PUR ROAD,",110094,011,"22963999 ,",,,adarshlakhpat2001@gmail.com,,1986,4/1/2005 12:00:00 AM,CHIRAG CHAUDHARY,0,,,,Secondary School,Provisional,1/4/2017,31/3/2022,MAHARISHI DAYANAND SAMRITI NYAS
ADARSH VIDYA BHAWAN.,2730208,DELHI,EAST DELHI,"PLOT NO.43 I P EXTENSION NEAR BATHLA APPARTMENTS MANDAWALI FAZALPUR PATPARGANJ, DISTT EAST DELHI, DELHI",110092,011,"22723000 , 22415857",22416777,,avb.ritu@yahoo.in,,1972,4/1/2005 12:00:00 AM,RITU VERMA,2,M.A. M.Ed,10,15,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,V R EDU SOC FOR EXCELLENCE
AHLCON INTERNATIONAL SCHOOL,2730454,DELHI,EAST DELHI,"MAYUR VIHAR PHASE I OPP UNA ENCLAVE, DISTT EAST DELHI, DELHI",110091,011,"47770777 , 22792406",011-27452444,,ahlconintl@gmail.com,,2001,4/1/2005 12:00:00 AM,ASHOK KUMAR PANDEY,2,"MA, B.Ed",4,5,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SHANTI DEVI PROGRESSIVE EDU SOC
AHLCON PUBLIC SCHOOL,2730168,DELHI,EAST DELHI,"MAYUR VIHAR PHASE I, DISTT EAST DELHI, DELHI",110091,011,"46347777 ,",26108280,,rkahlcon@gmail.com,,1988,7/9/2003 12:00:00 AM,R K SHARMA Director and Principal,1,"M.A.,B.Ed.",10,15,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SHANTI DEVI PROGRESSIVE EDUCATION SOCIETY
alok bharti sec school,2772010,DELHI,EAST DELHI,khureji khas delhi,110051,0,"9311711914 ,",01122473560,,alokbhartischool@yahoo.co.in,alokbhartischool@yahoo.co,1971,4/1/1991 12:00:00 AM,SUDHIR KUMAR,1,"m.sc.,m.com.,m. ed.",15,37,Secondary School,Provisional,1/4/2016,31/3/2019,alok shiksha prasar sansthan delhi
AMITY INTERNATIONAL SCHOOL,2730586,DELHI,EAST DELHI,"MAYUR VIHAR, PHASE-I, DELHI-110091",110091,011,"22717261 ,",,,principal@aismv.amity.edu,,2003,6/2/2008 12:00:00 AM,Dr Priyanka Mehta,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,CHILD EDUCATION SOCIETY
ANGELS PUBLIC SCHOOL,2730628,DELHI,EAST DELHI,VASUNDHRA ENCLAVE DELHI 110096,110096,011,"43065315 ,",550909,011-22380781,angelspublicschool1@gmail.com,,2005,4/1/2008 12:00:00 AM,Ms. Shipra Lal,2,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SHAHDARA ANGELS EDUCATIONAL SOCIETY (REGD.)
ARUNODAYA PUBLIC SCHOOL,2730374,DELHI,EAST DELHI,1-A INDUSTRIAL AREA KARKARDOOMA DELHI,110092,011,"22371019 ,",25853131,,sangeetanagar4@gmail.com,,1996,7/9/2003 12:00:00 AM,SANGEETA NAGAR,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,ARUNODAYA EDN SOCIETY
ARWACHIN BHARTI BHAVAN SR SEC SCHOOL,2772001,DELHI,EAST DELHI,BALBIR NAGAR SHAHDARA DELHI,110032,011,"22326506 ,",22293107,,sharmavinita2040@gmail.com,,1960,4/1/1991 12:00:00 AM,VINEETA SHARMA,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,ARWACHIN SHIKSHA SAMITI BALBIR NGR
ARWACHIN BHARTI BHAWAN SR SEC SCH,2730090,DELHI,EAST DELHI,"C-BLOCK VIVEK VIHAR, DIST EAST DELHI, DELHI",110095,011,"22141630 , 22141630",22295823,,abb.urmi@gmail.com,,1973,6/25/2007 12:00:00 AM,Urmila Sharma,2,"M.A,. M.Ed., Ph.D",05,12,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,ARWACHIN SHIKSHA SAMITI
avinash chandra chadha govt.sarvodaya bal vidyalaya,2752016,DELHI,EAST DELHI,jhilmil colony delhi,110095,011,"22151143 ,",22284998,,anilguru_ji@rediffmail.com,,1964,4/1/1991 12:00:00 AM,ANIL,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,delhi admn
Babu Ram SBV Bhola Nath Nagar Delhi-110 032,2752018,DELHI,EAST DELHI,Delhi-110 032,110032,011,"22304026 ,",22415586,,baburamsbv@gmail.com,,1976,4/1/1991 12:00:00 AM,VIRENDRA KUMAR,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,government
BAL BHAVAN PUBLIC SCHOOL,2730104,DELHI,EAST DELHI,POCKET B PHASE 2 MAYUR VIHAR DELHI,110091,011,"22776194 , 22244591",22025094,22778303,bbpsmv@gmail.com,http://www.bbpsmv.com,1967,6/13/2006 12:00:00 AM,BHARAT BHUSHAN GUPTA,1,"M.A.,M.COM,M.Ed",14,11,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,LAGAN KALA UPVAN DELHI
BAL BHAVAN PUBLIC SCHOOL,2730189,DELHI,EAST DELHI,F-104/105 LAXMI NAGAR DELHI,110092,011,"22540958 , 22450520",22156300,,saroj.gupta05@gmail.com,,1980,4/12/2004 12:00:00 AM,SAROJ GUPTA,2,highly qualified,10,05,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,LAGAN KALA UPVAN
BAL MANDIR PUBLIC SCHOOL,2730120,DELHI,EAST DELHI,DEFENCE ENCLAVE VIKAS MARG OPP. PREET VIHAR PETROL PUMP DELHI,110092,011,"22548371 , 22248371",22438378,,principalbalmandir@gmail.com,http://universalacademy.in/,1981,4/1/2009 12:00:00 AM,SANTOSH AHUJA,2,"m.a., b.ed.",4,9,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,BAL HAKIKAT SHIKSHA SAMITI
BHAGIRATHI BAL SHIKSHA SEC SCHOOL,2730607,DELHI,EAST DELHI,"D-7/53, D BLOCK, GALI NO 7, DAYALPUR EXT. DELHI",110094,011,"22171750 ,",26897437,24114639,bhagirathi_secschool@yahoo.com,,1987,4/2/2007 12:00:00 AM,POONAM SHARMA,2,"M Sc, B Ed",7,25,Secondary School,Provisional,1/4/2017,31/3/2022,SADHU VASWANI MISSION NEW DELHI
BHAI PARMANAD VIDYA MANDIR,2730394,DELHI,EAST DELHI,"SURYA NIKETAN ANAND VIHAR, DELHI",110092,011,"22375373 ,",011-28741389,011-223753,ajaypalsingh1@gmail.com,www.bvmschool.in,1991,2/7/1989 12:00:00 AM,AJAY PAL SINGH,2,"M.Sc,B,Ed",5,5,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,BHAI PARMANAND SAMARAK SAMITI
BHARAT NATIONAL PUBLIC SCHOOL,2730098,DELHI,EAST DELHI,RAM VIHAR KARKARDOOMA DELHI,110092,011,"22378070 , 22168070",22144959,22372635,KANWALJEET06@GMAIL.COM,http://www.bnpsramvihar.c,1971,4/14/2002 12:00:00 AM,KANWALJEET KHUNGAR,1,M.A. B.Ed.,10,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,BHARAT NATIONAL SCH EDN. SOCIETY
BHARTI PUBLIC SCHOOL,2730185,DELHI,EAST DELHI,"SWASTHYA VIHAR, DISTT EAST DELHI, DELHI",110092,011,"22502878 , 22212878",22421214,475834,savita.arora@bps.edu.in,,1980,4/1/2005 12:00:00 AM,SAVITA ARORA,1,M.Com. B.ED.,14,18,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,BHARTI EDUCATIONAL TRUST
BHARTI PUBLIC SCHOOL,2730534,DELHI,EAST DELHI,"KODALI, MAYUR VIHAR, DISTT EAST DELHI, DELHI",110096,011,"22624256 ,",25540253,6135570,ssbpsmv@gmail.com,,2002,9/1/1986 12:00:00 AM,SHALINI SABHARWAL,2,"M.A., B. ED",08,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SHRI KRISHNA EDN SOC
BHISHAM PITAMAH GOVT. SARVODAYA BOYS,2752012,DELHI,EAST DELHI,S S S B BLOCK NAND NAGRI DELHI,110093,011,"22575804 ,",2845457,,,,1980,,PRAMOD KUMAR,1,,,,Senior Secondary,Provisional,1/4/2005,31/ 3/ 2010,DELHI ADMINISTRATION
BIPIN CHANDRA PAL GOVT.SARVODAYA,2762005,DELHI,EAST DELHI,KANYA VIDYALAYA BABAR PUR SHAHDARA DELHI,110032,011,"22821559 ,",2544454,,babarpur2008@yahoo.in,,0000,4/1/1991 12:00:00 AM,MADHU BALA,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,DIRECTORATE OF EDU DELHI ADMN
C.R.DASS GOVT.SARVODAYA GIRLS,2762001,DELHI,EAST DELHI,SR SEC SCHOOL NEW SEELAMPUR DELHI,110053,011,"22172528 ,",9968084083,,kishwer.jahan1@gmail.com,,1974,4/1/1991 12:00:00 AM,SHASHI KANTA DASS,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,DELHI ADMINISTRATION
c.rajagopalachari govt.,2762035,DELHI,EAST DELHI,sarvodaya g.s.s.sch. no 2 ghonda delhi,110053,011,"22565874 ,",,,sbtripathi1958@gmail.com,,1985,4/1/1991 12:00:00 AM,SUDHIR BHUSAN TRIPATHI,2,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,delhi administration delhi
ch malook singh govt sarvodaya bal,2752021,DELHI,EAST DELHI,vidyalaya rajgarh colony delhi,110031,011,"22007120 ,",22473450,,vksharma58@gmail.com,,1976,4/1/1991 12:00:00 AM,VINOD KUMAR SHARMA,1,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,delhi administration
cosmos public school,2730410,DELHI,EAST DELHI,"vasundhara enclave dallupura, DISTT EAST DELHI, delhi",110096,011,"22616066 ,",,,cosmospublicschool@gmail.com,,1995,4/1/2005 12:00:00 AM,CHHALESH CHAND,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,shrimati baldai devi mem edu sco
D A V PUBLIC SCHOOL,2730254,DELHI,EAST DELHI,"SRESHTHA VIHAR, DISTT EAST DELHI, DELHI",110092,011,"22144102 , 22153874",22158046,,premlatagarg.dav@gmail.com,www.stmarysmilakkhanam.com,1965,4/1/2005 12:00:00 AM,PREM LATA GARG,2,b.a. b.ed,5,7,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,
D A V PUBLIC SCHOOL,2730154,DELHI,EAST DELHI,"DAYANAND VIHAR, DISTT EAST DELHI, DELHI",110092,011,"22370367 , 22140771",22753653,22372300,renudav@yahoo.co.in,www.davdayanandvihar.net,1982,4/1/1997 12:00:00 AM,RENU LAROIYA,2,"M.Sc, B.Ed",24 years,37 years,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,DAV COLLEGE MANAGING COMMITTEE DELH
d a v sr sec school no ii,2772007,DELHI,EAST DELHI,shankar nagar delhi,110051,,"22213799 ,",22410989,,,,1967,4/1/1991 12:00:00 AM,d v taneja,2,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,hindu education society (regd.)
D A V SR SEC SCHOOL NO-1,2772009,DELHI,EAST DELHI,GANDHI NAGAR DELHI,110031,011,"22074515 ,",22152368,,davsssno1@gmail.com,,1954,,KISHAN SINGH,1,,,,Senior Secondary,Provisional,1/4/2002,31/ 3/ 2010,H E S
DASHMESH PUB SCHOOL,2730613,DELHI,EAST DELHI,"VASUNDHARA ENCLAVE, MAYUR VIHAR, PHASE III",110096,011,"22626306 ,",22625001,,dashmeshpublicschool09@gmail.com,,1998,2/4/2007 12:00:00 AM,Miss SARITA SAXENA,2,MA. BED,15,25,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,VASANT VALLEY EDU WELFARE SOCIETY
DASHMESH PUBLIC SCHOOL,2730736,DELHI,EAST DELHI,C Block Vivek Vihar,110095,08284,"01122146306 ,",28562544,,dashmeshpublicschool09@gmail.com,http://www.dashmeshschool.com,2011,4/13/2011 12:00:00 AM,MissSARITA SAXENA,2,"MA, BED",16,32,Secondary School,Provisional,1/4/2018,31/3/2023,Dasmesh Education Society
DELHI CONVENT SCHOOL,2730354,DELHI,EAST DELHI,GANESH NAGAR PANDAV NAGAR COMPLEX DELHI,110092,011,"22510399 , 22454774",95124-4100303,27056362,mail@dpsrohini.com,http://www.dpsrohini.com,1984,4/1/2006 12:00:00 AM,MRS ASHA ARORA,2,"M.A. , B.Ed",13,25,Secondary School,Provisional,1/4/2015,31/3/2020,sir chottu ram educational society
