Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
"PETs Rathi & Kavade International School, Guledgudd",830899,KARNATAKA,BAGALKOT,"PETs Rathi & Kavade School Guledgudd, Tal-Badami, Dist- Bagalkot",587203,,"08357250749 ,",,08357250749,rkems1988@gmail.com,http://www.pet.com,2013,6/1/2013 12:00:00 AM,MR.B V CHINDI,1,Msc Bed,5,12,Middle Class,Provisional,1/4/2018,31/3/2021,Progressive Education Trust Guledgudd
ROYAL PALACE SCHOOL,830176,KARNATAKA,BAGALKOT,"RAMTEERTH JAMKHANDI, BAGALKOT",587302,8353,"224164 ,",8050373172,,principal@royalpalaceschool.org,,2005,6/2/2006 12:00:00 AM,Reeta S Jainar,1,"M.A., M.ED, MBA(HRM)",18,25,Secondary School,Provisional,1/4/2017,31/3/2022,SAVIKRITHA CHARITABLE TRUST
S S Kadapatti International Public School,830432,KARNATAKA,BAGALKOT,"Hunagund-587118, Bagalkot Dist, Karnataka.",587118,8351,"260221 ,",,08351260221,pavith786@gmail.com,http://www.sskips.org,2010,6/2/2011 12:00:00 AM,PAVITH YM,0,"B.A, B.Ed, M.A",,10,Secondary School,Provisional,1/4/2015,31/3/2020,Sri Matha Educational and Rural Development Trust
Sainiketan Central School,830731,KARNATAKA,BAGALKOT,"Sitrameshwara Nagar, Ward No 5",587313,01482,"08350282200 ,",9460405063,,prem_063123@rediff.com,,2011,6/1/2011 12:00:00 AM,Mr.Prakash G Sangai,0,"M.A, B.Ed",5,16,Secondary School,Provisional,1/4/2017,31/3/2020,SHRI SHIRADI SAI SHIKSHANA SAMSTHE
Shakambhari Vidyaniketana,830817,KARNATAKA,BAGALKOT,Navachetana Education Society (R) Cholachagudda Tq|| Badami Dist || Bagalakot,587201,,"08357220586 ,",,,basavarajbdm123@gmail.com,,1992,6/1/1992 12:00:00 AM,Dr.Basavaraj Mulkipatil,,BAMS MD,06,10,Middle Class,Provisional,4/1/2017,31/3/2019,Navachetana Education Society
"SHREE SADGURU SHARAN BASAVESHWAR ENGLISH MEDIUM SCHOOL,",830350,KARNATAKA,BAGALKOT,"VARDHAKA SAMSTHE, HALINGALI TQ: JAMKAHANDI DIST: BAGALKOT STATE: KARNATAKA COUNRTY : INDIA",587315,8353,"255888 ,",,,anjutanju2@gmail.com,http://www.kamarimath.com,1994,6/1/1994 12:00:00 AM,YAKUB HUSENSAB ALAS,1,"BSC, B.ED",7,29,Secondary School,Provisional,1/4/2016,31/3/2021,"SHREE SADGURU SHARAN BASAVESHWAR VIDYA VARDHAKA SAMSTHE, HALINGALI"
shree sangamanath international residential school,830215,KARNATAKA,BAGALKOT,"mudhol taluk, mudhol, bagalkot dist pin -587 313",587313,8350,"283833 ,",28562544,08350-280145,trivenieducation@gmail.com,http://www.triveni.g,2007,6/2/2007 12:00:00 AM,RAJAN KALLUKATTIL,2,m.sc.b.ed,3,5,Secondary School,Provisional,1/4/2014,31/3/2019,triveni shikshana samste
SHRI JAGADGURU GURUSIDDHESWAR INTERNATIONAL PUBLIC SCHOOL,830524,KARNATAKA,BAGALKOT,"NEAR ANKITA TAKIS, STATION ROAD GULEDGUDD-BAGALKOT, KARNATAKA -587203",587203,8357,"250029 ,",,,ashoktuppad68@gmail.com,,2011,6/1/2011 12:00:00 AM,ASHOK G TUPPAD,0,"M.A, BE.d LLB",2,7,Secondary School,Provisional,1/4/2017,31/3/2022,SHRI JAGADGURU GURUSIDDESHWAR VIDHYAVARDHAk MATTU SANSKRUTIK SAMSTHE.
Shri Siddhaganga Residential School Kudalasangam (RC),830794,KARNATAKA,BAGALKOT,Sri Siddaganga Residential School Kudalasangam Post: Kudalasangam (PK)Taluk: Hungund Dist: Bagalkot,587115,8351,"268091 ,",,08351268091,shivukb2010@gmail.com,http://www.ssrsk.org,2011,5/30/2011 12:00:00 AM,SHIVAKUMARASWAMY K B,1,M.A.M.Phil.B.Ed.PGCTE,5,5,Middle Class,Provisional,4/1/2017,31/3/2020,"Shri Sangameshwar Rural Education and Social Welfare Trust (R) Khajagal, Kudalasangam (RC)"
Shri. Gurubasav Public School,830839,KARNATAKA,BAGALKOT,YADHALLI REHUBILIATION CENTER,587103,,"08354-201045 ,",,,besttalikoti@gmail.com,http://www.gurubasavschool.com,2010,1/6/2010 12:00:00 AM,Mr.Neelappa Ganiger,,"M.A, B.Ed (Spl)",10,10,Secondary School,Provisional,1/4/2018,31/3/2021,SHRI. BHADRESHWAR EDUCATION AND SOCIAL WELFARE TRUST
"Smt. KAMALABAI M. NIRANI RESIDENTIAL SCHOOL, MANTUR",830402,KARNATAKA,BAGALKOT,"SMT. KAMALABAI M. NIRANI RESIDENTIAL SCHOOL, MANTUR TQ. MUDHOL, DIST. BAGALKOT-587 121",587121,0835,"0246101 ,",,,kmnmantur@gmail.com,,2009,7/20/2009 12:00:00 AM,Chetan Alawade,0,"M.A.,M.ED.",10,12,Secondary School,Provisional,1/4/2014,31/3/2019,"ARUDHA VIDYANIKETANA TRUST, MANTUR"
Sri Basava Public School,830499,KARNATAKA,BAGALKOT,"Near Sri V.M Gaddige Gavi Road, Ilakal, Hundgund Taluk, Bagalkot District. Karnataka.",587125,8351,"7204719417 ,",,9448137918,abb11669@gmail.com,http://www.sbps.in,2012,6/1/2012 12:00:00 AM,B ANILKUMAR,0,"M. A., B.Ed",2,5,Secondary School,Provisional,1/4/2017,31/3/2022,Sri Basava Seva Samithi
SRI RANGANATH INTERNATIONAL SCHOOL,830366,KARNATAKA,BAGALKOT,"#54/1, Belgaum-Raichur Rd. Shigikeri",587111,8354,"9632246300 ,",2620017,,kunthe007@gmail.com,,2009,7/1/2009 12:00:00 AM,DURGOJIRAO KUNTHE,1,"B.Sc., B.Ed., Ph.D.",4,10,Secondary School,Provisional,1/4/2014,31/3/2019,KAVADE EDUCATIONAL TRUST
Swamy Vivekananda International Public School,830457,KARNATAKA,BAGALKOT,"Terdal, Jamakhandi taluk, Bagalkot District -Pin Code -587315",587315,8353,"255005 ,",04742061964,08353-256120,kumarhubli4223@gmail.com,,2010,6/1/2010 12:00:00 AM,KUMAR S HUBBALLI,1,M.A. B.Ed. M.Phil,3,7,Secondary School,Provisional,1/4/2017,31/3/2019,"Sri Siddeshwara Vidyavardhaka Sangha, Terdal-587315"
TEJAS INTERNATIONAL RESIDENTIAL SCHOOL,830858,KARNATAKA,BAGALKOT,"""Knowledge City"" 111,112, KIADB Agrotechpark, Hubli Bypass, Navanagar, Bagalkot 587104",587104,,"9945021212 ,",,,administrator@tirs.co,http://www.tirs.co/,2017,6/21/2017 12:00:00 AM,MR. HARINDRANATHAN,1,"M.Sc., B.Ed.",8,20,Secondary School,Provisional,1/4/2018,31/3/2021,TEJAS INTERNATIONAL EDUCATIONAL INSTITUTIONS
VIDYABHAVAN INTERNATIONAL PUBLIC SCHOOL,830564,KARNATAKA,BAGALKOT,"HULYAL CROSS, JAMKHANDI, TQ : JAMKHANDI, DIST : BAGALKOT STATE : KARNATAKA",587301,,"08353221150 ,",,,aparanji_srinivas@rediffmail.com,http://www.sgrmedusocityjkd.com,1994,7/1/2013 12:00:00 AM,Mr.PRAVEEN KULKARNI,0,"M.Sc., M.Phil., M.Ed.",5,10,Secondary School,Provisional,1/4/2017,31/3/2020,SHRI GURUDEV RANADE MEMORIAL EDUCATION SOCIETY (R) JAMKHANDI
VIJAYA INTERNATIONAL SCHOOL,830545,KARNATAKA,BAGALKOT,"NIRANI SUGAR LTD. , KULALI ROAD, MUDHOL, BAGALKOT-DIST",587313,8350,"9342000007 ,",,08350281092,manjunath.n.gen@gmail.com,,2012,6/1/2012 12:00:00 AM,Manjunath,0,"M.A,B.ED",15,19,Secondary School,Provisional,1/4/2017,31/3/2022,M.R.N INTERNATIONAL EDUCATIONAL TRUST(R)
Vivekanad International Public School,830847,KARNATAKA,BAGALKOT,Bilagi,587116,,"08425276526 ,",,08425276526,vipschoolbilagi@gmail.com,http://www.svvsbilagi.com,2010,6/1/2010 12:00:00 AM,Mr.M N Patil,,B.A,15,0,Middle Class,Provisional,1/4/2018,31/3/2021,swami vivekanand vidya samsth
BALA BHARATHI KENDRIYA VIDYALAYA,830892,KARNATAKA,ballari,"BALA BHARATHI KENDRIYA VIDYALAYA PLOT NO.214/A1/A2,TALUR ROAD BELLARY DISTRICT,SHRIDHARGADDA,KARNATAKA 583103",583103,,"9449261160 ,",,-,jyothishrikant@gmail.com,http://www.balabharathikv.org,2015,6/1/2015 12:00:00 AM,MRS. JYOTHI S.MENDIGERI,1,B.SC.B.ED,03,25,Secondary School,Provisional,1/4/2018,31/3/2021,JANA KALYANA KENDRA
DREAM WORLD SCHOOL,830108,KARNATAKA,ballari,KAPPAGAL ROAD BELLARY KARNATAKA,577227,0839,"2257065 ,",257183,,abhi1289.1974@rediffmail.com,,1999,5/5/2003 12:00:00 AM,K Anil Kumar,2,B.A,11,8,Secondary School,Provisional,1/4/2015,31/3/2020,VAG INDIA TRUST
GURUKUL CONCEPT SCHOOL,830242,KARNATAKA,ballari,"NO.216/3&4, TALUR ROAD, BELLARY",583103,0839,"2656594 ,",6637959,-,mrsmtapovana@rediffmail.com,http://www.nitte.ac.in,1995,6/15/1995 12:00:00 AM,MR. RAGHAVACHARULU,1,"B.Sc, B.Ed, M.Ed,M.A",12,36,Secondary School,Provisional,1/4/2017,31/3/2022,Nitte Education Trust(R)
INDU SCHOOL,830789,KARNATAKA,ballari,KOTTUR,583134,,"08391225228 ,",,,induschool@gmail.com,http://www.induschool.in,2007,6/1/2016 12:00:00 AM,Mrs.VANISHREE N.K.,,M.A. B.Ed.,2,2,Secondary School,Provisional,1/4/2017,31/3/2020,INDIRA EDUCATION TRUST
JAIN PUBLIC SCHOOL,830895,KARNATAKA,ballari,"no 555/1,555/2,belagal village, ballari",583102,,"9448906916 ,",,,principalbellary@gmail.com,,2013,6/1/2013 12:00:00 AM,MR. DR. SYED AKRAM,1,"M.A, B.Ed, PHD(Hon)",10,20,Secondary School,Provisional,1/4/2018,31/3/2021,Arka Educational & Cultural Trust
JAWAHAR NAVODAYA VIDYALAYA,840013,KARNATAKA,ballari,CHIKAJOGIHALLI KUDLIGI TQ BELLARY DISTRICT KARNATAKA,583126,8391,"223490 ,",69237,226651,sundar1729003@yahoo.co.in,,1987,3/31/2011 12:00:00 AM,A SUNDAR,1,"M.A., M.Ed.",07,14,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2022,NAVODAYA VIDYALAYA SAMITI
JINDAL VIDYA MANDIR,830061,KARNATAKA,ballari,"JINDAL VIDYA NAGAR STEEL LTD. TOWNSHIP, VIDYA NAGAR, BELLARY DISTRICT, KARNATAKA",583275,0839,"5246450 ,",08395-240212,240371,umesh.harbola@jsw.in,http://www.jvm.in,2009,7/1/2009 12:00:00 AM,U C HARBOLA,1,"M.Sc.PHYSICS, M.Ed.",10,12,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,DAV COLLEGE TRUST & MANAGEMENT COMMITTEE
jss public school,830398,KARNATAKA,ballari,"huvinahadagali, bellary district",583219,8399,"241122 ,",011-20052515,08399 241133,princi.jsspshvg@gmail.com,,2009,6/15/2010 12:00:00 AM,N GURUSWAMY,2,"b.sc, b.ed",1,13,Secondary School,Provisional,1/4/2014,31/3/2019,jss mahavidyapeetha
KENDRIYA VIDYALAYA,800009,KARNATAKA,ballari,DONIMALAI TOWNSHIP P.O SANDUR TALUK. BELLARY DISTRICT KARNATAKA,583118,8395,"274604 ,",274317,,rajendranpgt@gmail.com,http://www.kvdonimalai.or,1974,4/1/2005 12:00:00 AM,RAJENDRAN K,1,M.Com B.Ed,2,25,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,800020,KARNATAKA,ballari,BANDIHATTI ROAD BELLARY CANTONMENT KARNATAKA,583102,8392,"297056 ,",40909,2580425,viswa42@yahoo.in,,1986,4/1/1991 12:00:00 AM,M VISWANATHAM,2,M.A. Ph.D. M.Ed.,09,29,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,800031,KARNATAKA,ballari,TUNGABHADRA DAM HOSPET DISTT BELLARY KARNATAKA,583225,8394,"259587 ,",,270370,rubyhuria9@gmail.com,kvbijapur.g,1986,4/1/1991 12:00:00 AM,RUBY HURIA,1,"m sc che, med",06,33,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,kendriya vidyalaya sangathan
LITTLE FLOWER ENGLISH MEDIUM SCHOOL,830779,KARNATAKA,ballari,KALAHALLI ROAD,583201,8394,"231940 ,",,,littleflower201@rsdiffmail.com,,1969,7/27/1968 12:00:00 AM,Sr Ajitha,,"M.A,BE.d",7,17,Secondary School,Provisional,1/4/2017,31/3/2020,SISTER O OUR LADY O FATHIMA LITTLE FLOWER CONENT
MOUNT CARMEL SCHOOL,830886,KARNATAKA,ballari,"SOGI ROAD, 9TH WARD,HUVINADAGALI,",583219,,"08177222217 ,",,08177222217,mcshadagali@gmail.com,http://www.mcshh.org,2008,5/28/2010 12:00:00 AM,MR. FR. SURESH SALDANHA,1,M.A. B.Ed.,5,7,Secondary School,Provisional,1/4/2018,31/3/2021,Carmel Jnana Education Trust
MUNDLUR GANGAPPA MEMORIAL SCHOOL,830236,KARNATAKA,ballari,MGM SCHOOL COURT ROAD,583101,0839,"2230115 ,",28562544,,uma36@gmail.com,www.tlmes.com,1996,8/10/1996 12:00:00 AM,T UMAVATHI BAI,2,M.A. B.ed,3,5,Secondary School,Provisional,1/4/2015,31/3/2020,TELUGU LINGUISTIC MINORITIES EDUCATIONAL SOCIETY
NANDY SCHOOL,830124,KARNATAKA,ballari,INFANTRY ROAD BELLARY CANTONEMENT KARNATAKA,583104,8392,"210333 ,","40095,9513488988",,imran9912348077@gmail.com,,1998,7/7/1999 12:00:00 AM,SAYYED IMRAN,2,,,,Secondary School,Provisional,1/4/2018,31/3/2023,SARASWATI EDUCATION SOCIETY
NARAYANA E-TECHNO SCHOOL,830523,KARNATAKA,ballari,"GANDHI NAGAR, BELLARY",583103,8932,"258849 ,",,,bellary.etechno@narayanagroup.com,,2012,6/1/2012 12:00:00 AM,B LALITHA,0,"M.SC,M.ED",15,15,Secondary School,Provisional,1/4/2017,31/3/2019,NARAYANA EDUCATIONAL SOCIETY(R)
RASHTROTTHANA VIDYA KENDRA,830512,KARNATAKA,ballari,"Kudligi Road, Ramanagara, Hagaribommanahalli.",583212,8397,"238413 ,",,08397-238354,mbranganatha@gmail.com,http://www.rashtrotthana.org,2013,6/3/2013 12:00:00 AM,Ranganatha,0,M.A. B.Ed.,4,12,Secondary School,Provisional,1/4/2017,31/3/2022,"Rashtrotthana Parishat, Bengaluru."
Sadhana English Medium School,830787,KARNATAKA,ballari,"Near Mylar cross, HOLALU (PO), Hadagali Tq , Bellary District",583217,8399,"254429 ,",,,smmudagadi@gmail.com,http://www.sadhanaschool.net,2010,1/6/2010 12:00:00 AM,MRITYUNJAYA P C,,"MA, BEd",3,9,Secondary School,Provisional,1/4/2017,31/3/2020,Pujars Education Foundation(R.)
SANDUR RES. COMPOSITE JR COLLEGE,830036,KARNATAKA,ballari,"SHIVAPUR SHIVPUR, DIST. BELLARY, KARNATAKA",583119,08395,"60246 ,",60319,02572350516,root@belsrcjc.kar.nic.in,,1959,6/1/2006 12:00:00 AM,M S SOUDAGAR,1,"BE, MA (Edu), M Phil",7,10,Senior Secondary,Provisional,1/4/2002,31/ 3/ 2005,SHIVAPUR SHIKSHANA SAMITI
Satyam International School,830478,KARNATAKA,ballari,"Kappagal Road, Bellary Distt. Karnataka-583501",583501,8392,"210835 ,",,08392256205,kumar.jagadeesh123@gmail.com,http://www.satyamgroup.org,2010,6/18/2010 12:00:00 AM,NETRAVATHI G,1,M.A B.Ed,15,25,Secondary School,Provisional,1/4/2016,31/3/2021,Balaji Vidya Academy
sri chaitanya techno school,830772,KARNATAKA,ballari,"N.K.B compound behind bharat petroleum bukk havambhavi,siruguppa road bellary 583103",583103,9019,"047167 ,",,,bellary1principal@srichaitanyaschool.net,http://srichaitanyatechnoschools.com,2012,6/6/2012 12:00:00 AM,ANISH AUGUSTINE MADIPARA,,"M.Sc,B.ed",5,17,Secondary School,Provisional,1/4/2017,31/3/2020,NEXGEN EDUCATIONAL TRUST
SRI CHAITANYA TECHNO SCHOOL,830857,KARNATAKA,ballari,SRI CHAITANYA TECHNO SCHOOL RAILWAY STATION ROAD HOSAPETE,583201,,"7022977451 ,",,,sindhanurprincipal@srichaitanyaschool.net,http://www.srichaitanyatechnoschool.com,2016,6/16/2016 12:00:00 AM,Mr.P.PRASANTH,0,"M.SC,B.ED",7,6,Secondary School,Provisional,1/4/2018,31/3/2021,NEXGEN EDUCATIONAL TRUST
SRI M.Y.GHORPADE ENGLISH MEDIUM HIGHER PRIMARY SCHOOL,830637,KARNATAKA,ballari,"RAMANAGARA, KUDLAGI ROAD, HAGARIBOMMANAHALLI-TALUK, BELLARY-DIST",583212,8397,"238668 ,",,,drshivakumarhbh@gmail.com,,2007,6/1/2011 12:00:00 AM,SHIVAKUMAR S,0,"M.Sc,M.Phil, B.Ed",5,5,Secondary School,Provisional,1/4/2015,31/3/2018,NOBLE EDUCATION TRUST(R)
SRIKARI PUBLIC SCHOOL,830537,KARNATAKA,ballari,"OPP-LOTUS SAIBABA TEMPLE,HAMPI ROAD,ANANTHASAYANAGUDI,HOSPET-583201.",583201,8394,"320491 ,",,08394-226631,thirumaleshn@gmail.com,http://www.srikariinstitutions.in,2006,6/1/2010 12:00:00 AM,N THIRUMALESH,0,"M.A.,M.Ed.,M.PhIL.,(P.hD)",05,15,Secondary School,Provisional,1/4/2017,31/3/2022,srikari Educational Trust
"SRISHAILESHWARA VIDYAKENDRA, SANDUR",830802,KARNATAKA,ballari,"SHAILAVARANA, 2ND STAGE, KUMARASWAMY COLONY, SANDUR",583119,8395,"215587 ,",9717327514,,srishaila1987@gmail.com,,2007,7/4/2007 12:00:00 AM,Sanaulla M P,0,"M.Sc, B.Ed",10,7,Secondary School,Provisional,4/1/2017,31/3/2020,"SRISHAILESHWARA VIDYAKENDRA, SANDUR"
Surabhi Vidyaniketan,830792,KARNATAKA,ballari,Near Hosuramma Temple,583211,,"08394295400 ,",,,principal@surabhividyaniketan.edu.in,http://www.surabhividyaniketan.edu.in,2014,6/1/2014 12:00:00 AM,Mrs.Medha Nair,,"M.Sc, B.Ed",4,18,Secondary School,Provisional,1/4/2017,31/3/2020,Surbhi education trust
T.M.A.E SOCIETY DAV PUBLIC SCHOOL,830283,KARNATAKA,ballari,"HOSPET BELLARY ROAD, BELLARY DISTT., KARNATAKA",583201,8394,"204126 ,",717487,,vijayakumarg99@rediffmail.com,www.rcedu.in,1998,4/1/1998 12:00:00 AM,VIJAYAKUMARA G,2,"M.Com, B.Ed.",NA,11,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2016,R.C Education Society Kosli
Angadi International School,830690,KARNATAKA,belagavi,"Opp. AITM Campus, Savagaon Road, Belagavi.",590009,0831,"0831-2438113, ,",2266007,0831-2438197,aisbgm@gmail.com,http://www.aisbgm.org,2008,6/7/2015 12:00:00 AM,MRS.ASHA V. RAJPUT,1,MA. B.Ed,10,20,Secondary School,Provisional,1/4/2018,31/3/2021,SURESH ANGADI EDUCATION FOUNDATION
B B hanji international School,830867,KARNATAKA,belagavi,Yamakanmardi,591246,,"9449040555 ,",,9449040555,dr.hanji@rediffmail.com,http://www.hanji.com,2013,4/1/2014 12:00:00 AM,MR.VIJAY HANJI,1,MBBS,12,0,Secondary School,Provisional,1/4/2018,31/3/2021,Yamkanmardi Vidya Vardhak Sangh - Yamkanmardi
BHARATESH CENTRAL SCHOOL,830756,KARNATAKA,belagavi,"262/B, OPPOSITE SUVARNA VIDHAN SOUDHA, HALAGA",590020,4651,"08312533192 ,",9605458663,08312533195,bharateshcentralschool@gmail.com,http://www.betcs.in,2013,2/7/2013 12:00:00 AM,Mrs.SUDEEPA SURYAJI HANDE,2,"M.A, M.Ed, M.Phil, PhD",1,5,Middle Class,Provisional,1/4/2017,31/3/2020,BHARATESH EDUCATION TRUST
BRIGHT LAND ENGLISH MEDIUM SCHOOL,830900,KARNATAKA,belagavi,BRIGHT LAND SCHOOL RAIBAG RURAL BEKKERI ROAD RAIBAG.,591317,,"083312253008 ,",,,brightlandschool07@gmail.com,,2014,3/3/2014 12:00:00 AM,MR. PRASHANT L H,1,M.Sc B Ed,03,07,Middle Class,Provisional,1/4/2018,31/3/2021,Shri Ramu Maruti Kulgude Education Foundation
Brilliant Primary School,830646,KARNATAKA,belagavi,"Brilliant Primary School, S.B.B.SL, Kollagutti Hill, Nidasoshi Road, Ankale.",591313,,"8762157303 ,",,,akdesaischool@gmail.com,,2014,6/1/2014 12:00:00 AM,MRS. DEVYANI DESAI,1,"MA, B,Ed",4,10,Secondary School,Provisional,1/4/2018,31/3/2021,Shri Appasaheb Kashagouda Desai Education Society & Social Welfare
