Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
CENTRAL CONVENT SCHOOL,1630338,PUNJAB,AMRITSAR,"PATTI, DISTT AMRITSAR PUNJAB",143416,1851,"243678 , 243469",0183-5008526,1832382589,saimridula9@gmail.com,,1995,4/1/2003 12:00:00 AM,MRIDULA BHARDWAJ,1,"M.A ,M.eD",10,14,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,M C OF SH BHAGAT SINGH POLYTECHNIC
DATA BANDHI CHHOD PUBLIC SCHOOL,1631156,PUNJAB,AMRITSAR,"ADDA BAULI SAHIB,RAMTIRATH ROAD, VILLAGE BHITEWAD P.O. VERKA, AMRITSAR",143501,,"01836543113 ,",,,dbcpublicschool@gmail.com,http://www.dbcpublicschool.in,2013,4/4/2013 12:00:00 AM,Mrs.HARSHARN KAUR,,M.A. Bed,8,12,Secondary School,Provisional,4/1/2017,31/3/2020,BABA DEEP SINGH CHARITABLE TRUST
DAV INTERNATIONAL SCHOOL,1630280,PUNJAB,AMRITSAR,BYE PASS ROAD VERKA CHOWK AMRITSAR PUNJAB,143501,0183,"6555588 , 2265011","0183-3292700, 8283832449",2265011,anjanagupta12@yahoo.in,http://davintschool.org,1988,4/1/2005 12:00:00 AM,Anjana Gupta,2,M.Com B.Ed,8,8,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,DAV COLLEGE TRUST & MGMT SOC
DAV Public School,1630049,PUNJAB,AMRITSAR,"lawrence road, amritsar punjab",143001,0183,"2224603 ,",76049,,forneera@gmail.com,,1982,4/1/2002 12:00:00 AM,Neera Sharma,2,m.sc m.ed ph.d,16,16,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,dav college managing committee nd
DAWINDRA INTERNATIONAL PUBLIC SCHOOL,1630591,PUNJAB,AMRITSAR,V.P.O BHALA PIND TEHSIL AJNALA,143102,1858,"250123 ,",,,harjithazra@gmail.com,,2004,4/1/2004 12:00:00 AM,Harjit Kaur,0,MA.B.ED,10,11,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,DAWINDRA EDUCATIONAL SOCIETY REGD.
DELHI PUBLIC SCHOOL,1630407,PUNJAB,AMRITSAR,NH - 1 11TH KM MILE STONE G T ROAD AMRITSAR PUNJAB,143115,0183,"7087414533 ,",,,principaldpsasr@gmail.com,,1999,,SANGEETA SINGH,0,,,,Senior Secondary,,Senior Secondary,,Senior Secondary
DIPS SCHOOL,1631165,PUNJAB,AMRITSAR,"Village Rajpur, P.O. Butala",143203,7087,"426975 ,",,01814612191,dipsbtl@gmail.com,http://www.dipsedu.com,2015,4/1/2015 12:00:00 AM,RAJINDER KUMAR NAYYAR,,M.A. B.Ed.,2,7,Secondary School,Provisional,4/1/2017,31/3/2020,Sahibzada Ajit Singh Educational Trust
DIPS School,1630760,PUNJAB,AMRITSAR,"Jalandhar Road, Chowk Mehta, Amritsar",143114,9915,"716564 ,",,01815056361,dipsmc@gmail.com,http://www.dipsedu.com,2010,4/1/2010 12:00:00 AM,PANKAJ CHOPRA,1,M.Com. B. Ed.,6,7,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Sahibzada Ajit Singh Educational Trust
DIPS SCHOOL,1630865,PUNJAB,AMRITSAR,"FATTUWAL,GT ROAD, BABA BAKALA,",143111,9876,"179861 ,",,01815056361,neelubawa@hotmail.com,http://www.dipsedu.com,2012,6/1/2012 12:00:00 AM,Neelu Bawa,0,M.A.(English) B.Ed.,13,17,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Sahibzada Ajit Singh Educational Trust
"DISCIPLINED DISCIPLIES INTERNATIONAL SCHOOL,",1630660,PUNJAB,AMRITSAR,"F.C.Road, Nangali,Amritsar",143001,0183,"9257272068 ,",,,ddisprincipal@yahoo.co.in,http://www.ddis.co.in,2009,4/6/2009 12:00:00 AM,Shabnam Sharma,0,M.A. Bed,20,07,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,DDIEd. Society
Excelsum High School,1630907,PUNJAB,AMRITSAR,"Loharka Road , Amritsar",143001,,"0186832710303 ,",,,sbshighschool@yahoo.com,,2012,4/1/2012 12:00:00 AM,Mrs.Prabha Bhalla,2,"B.A, B.Ed",0,25,Secondary School,Provisional,1/4/2017,31/3/2020,step by step junior school society
"g.d. goenka public school, amritsar",1630653,PUNJAB,AMRITSAR,"nh 1, off gt road, manawala (opp best price)",143115,0183,"2440011 ,",,,Amanpreet@gdgoenkaamritsar.com,www.gdgoenkaamritsar.com,2008,4/21/2009 12:00:00 AM,AMANPREET KAUR KHAIRA,0,"ba (hons), ma, bed",4,17,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,sky foundation
GOVT. SATYA BHARTI ADARSH SR. SEC. SCHOOL,1670008,PUNJAB,AMRITSAR,"VPO-CHOGANWAN, ATTARI ROAD, TEHSIL-AJNALA, DISTT. AMRITSAR,PUNJAB",143109,8968,"572869 ,",09779030161,,sbschogawan@gmail.com,,2009,4/30/2014 12:00:00 AM,Ajay Kumar,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,VIDYALAYA MANAGEMENT COMMITTEE
GRACE PUBLIC SCHOOL,1631191,PUNJAB,AMRITSAR,"BYE PASS TARNTARAN ROAD, JANDIALA GURU, AMRITSAR",143001,0183,"5030828 ,",,,jsrandhawachemistry@rediffmail.com,,2001,4/1/2001 12:00:00 AM,ramanjeet randhawa,,"M.SC., B.BED.",4,12,Secondary School,Provisional,1/4/2017,31/3/2020,"SAHIB DAYAL EDUCATIONAL SOCIETY,BYE PASS TARNTARAN ROAD, JANDIALA GURU, AMRITSAR"
Great India Presidency School,1630849,PUNJAB,AMRITSAR,"Amritsar-Attari G.T.Road, Near Toll Plaza, Vill. Chhidan",143107,0000,"0000000 ,",,,gipsprincipalasr@gmail.com,,2010,2/19/2010 12:00:00 AM,RAMANDEEP KAUR,0,"M.A.,M.Ed.",1,8,Secondary School,Provisional,1/4/2017,31/3/2022,Aya Singh Sandhu Memorial Educational Society.(Regd)
GURU NANAK DEV DAV PUBLIC SCHOOL,1630208,PUNJAB,AMRITSAR,KHEMKARAN ROAD TEH PATTI BHIKHIWIND DISTT AMRITSAT PUNJAB,143303,1851,"272207 ,",,,SANJEEVKUMAR.KOCHAR@REDIFFMAIL.COM,,1992,4/1/1989 12:00:00 AM,SANJEEV KUMAR,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,DAV COLLEGE MANAGING TRUST & SOC ND
Guru Nanak Dev Global Academy,1630784,PUNJAB,AMRITSAR,"VPO-Chananke, Adda-Nath Di Khuhi, Distt.Amritsar",143114,1853,"657273 ,",,,khaneja.ritu@yahoo.com,http://www.gndga.com,2008,4/1/2008 12:00:00 AM,RITU KHANEJA,0,"Ph.D,B.Ed",15,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,Guru Nanak Educational Society
Guru Sagar Public School,1630782,PUNJAB,AMRITSAR,"Near Mahadipur Chowk, Via Chatenpura Sangatpura Road, Post office Kotla Gujran.Pandher",143606,91,"8725088002 ,",,01871256190,promillakamal@gmail.com,http://www.gspspandher.com,2008,4/1/2008 12:00:00 AM,PROMILLA KAMAL,0,M.A B.Ed,5,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Chirrag Charitable Society
Indian Public School,1630845,PUNJAB,AMRITSAR,"Airport ROAD,",143001,0183,"6535401 ,",,,amansekhonasr@gmail.com,,2004,8/2/2004 12:00:00 AM,Amandeep Sekhon,0,"M.A.,M.Ed.",15,20,Secondary School,Provisional,1/4/2017,31/3/2022,R.S.Educational society
JAWAHAR NAVODAYA VIDYALAYA,1640020,PUNJAB,AMRITSAR,"BHILOWAL KAKKAJAI. CAMP HOSTEL BUILDING, PREET NAGAR,LOPOKE DISTT AMRITSAR-2",143110,1858,"243370 ,",9815071538,,ANIL64VP@REDIFFMAIL.COM,,1990,4/30/2014 12:00:00 AM,ANIL KUMAR MISHRA,1,"M.A. ENGLISH, HISTORY M.ED",,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2021,Navodaya Vidyalaya Samiti
Jawahar Navodaya Vidyalaya,1640018,PUNJAB,AMRITSAR,"AWAN, P.O. RAMDAS, DISTT. AMRITSAR, PUNJAB",143603,0185,"232008 ,",,,PARAMJITPPLS@GMAIL.COM,,1990,4/30/2014 12:00:00 AM,PARAMJIT SINGH,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Navodaya Vidyalaya Samiti
KENDRIYA VIDYALAYA NO 1,1600009,PUNJAB,AMRITSAR,AMRITSAR CANTT PUNJAB,143001,183,"2560677 ,",6912,2580425,kusammalhotra@yahoo.com,,1975,,KUSAM MALHOTRA,1,M.A. Ph.D. M.Ed.,09,29,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA NO 3,1600029,PUNJAB,AMRITSAR,NEW CANTT P.O. NARAYANGARH AMRITSAR PUNJAB,143106,0183,"2476789 ,",2532,,kv3asr@rediffmail.com,http://www.kvnehu.g,1985,4/1/1991 12:00:00 AM,Rashmi Shukla,1,"m.sc , m.ed.",10,25,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
Khalsa College International Public School,1630658,PUNJAB,AMRITSAR,"Opp M.K Hotel, C Block, Ranjit Avenue.",143001,0183,"5030781 ,",05322641228,,devindersandhu114@ymail.com,,2001,8/27/2001 12:00:00 AM,D K SANDHU,2,"M.A English, B.Ed",22,12,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Khalsa College Society
KHALSA COLLEGE PUBLIC SCHOOL,1630104,PUNJAB,AMRITSAR,G T ROAD AMTITSAR PUNJAB,143001,0183,"5030774 ,",0183-2451117,,bsarvjit@gmail.com,,1985,4/1/2005 12:00:00 AM,Sarvjit Brar,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,KHALSA SOCIETY
KHALSA COLLEGE PUBLIC SCHOOL,1630881,PUNJAB,AMRITSAR,"VILLAGE & PO HEIR, AMRITSAR,",143101,91,"9878003809 ,",,,kambojgurinderjeet@gmail.com,,2006,3/10/2008 12:00:00 AM,Gurinderjeet Kamboj,0,MA ENGLISH B ED,4,16,Secondary School,Provisional,1/4/2017,31/3/2022,Khalsa College Charitable Society
LUV DALE SENIOR SCHOOL,1630298,PUNJAB,AMRITSAR,RANJIT NAGAR LOKARO ROAD AMRITSAR PUNJAB,143001,0183,"2507363 ,",01675-240715,,luvdaleschool@yahoo.co.in,,1997,4/2/2007 12:00:00 AM,TWINKLE SANDHU,2,"M.A., B.Ed. Montessori Trained.",8,32,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,LOVE DALE SCHOOL EDU SOCIET
M K D DAV PUBLIC SCHOOL,1630190,PUNJAB,AMRITSAR,NESHTA ATTARI DISTT AMRITSAR PUNJAB.,143108,91,"8427035137 ,",0183-5008526,1832382589,khatparam@gmail.com,,1995,,PARAMJIT KUMAR,1,"M.A ,M.eD",10,14,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,DAV COLLEGE MANAGIG COMMITTEE N.D.
Madhav Vidya Niketan Senior Secondary School,1630995,PUNJAB,AMRITSAR,"Ranjit Avenue, Block-A, Amritsar",143001,0183,"2501299 ,",,,multanikamleshkour@gmail.com,,1982,4/13/1982 12:00:00 AM,Kamlesh Kour,,"MA, B.ed",14,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,"Saravhitkari Educational Society, Chandigarh"
MAHARAJA RANJIT SINGH PUBLIC SCHOOL,1630141,PUNJAB,AMRITSAR,TARN TARAN DT.AMRITSAR PUNJAB,142401,1852,"225853 ,",781769,,gurpreet7881@yahoo.com,,1987,3/5/2007 12:00:00 AM,GURPREET SINGH,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,M R SINGH EDN SOCIETY
MANAV PUBLIC SCHOOL,1630068,PUNJAB,AMRITSAR,MAQBOOL ROAD AMIRTSAR PUNJAB,143001,0183,"2503440 , 04010",9216688291,2351197,sonia_sehdev@yahoo.in,,1982,6/1/2010 12:00:00 AM,Sonia Sehdev,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,"MANAV KALYAN TRUST 50, ROSE AVENUE AMRITSAR"
Modern High School,1630550,PUNJAB,AMRITSAR,"mata kaulan marg,the mall , amritsar",143001,0183,"5052699 ,",251990,,ssss_mhs@yahoo.com,,1974,10/11/1975 12:00:00 AM,NARINDERJIT KAUR,1,M.Sc. (Chem) B.Ed,8,16,Senior Secondary,,Senior Secondary,,Senior Secondary
"MOUNT LITERA ZEE SCHOOL, Silver Oak Enclave Loharka Road, AMRITSAR",1630988,PUNJAB,AMRITSAR,"SILVER OAK ENCLAVE, LOHARKA ROAD,",143001,0183,"6542890 ,",,,principal@mountliteraamritsar.com,,2015,4/1/2015 12:00:00 AM,Rupinder Kaur,,"M.A., B.Ed.",9,12,Secondary School,Provisional,1/4/2016,31/3/2019,"KAD Educational Society, Silver Oak Enclave, Loharka Road, Amritsar"
NEW INDIAN PUBLIC SCHOOL,1631163,PUNJAB,AMRITSAR,V.P.O. BUTALA,143202,0815,"7087017710 ,",,,msharma.sharma1@gmail.com,http://www.nipsbutala.org,2015,3/16/2015 12:00:00 AM,ANJNA SHARMA,0,"M.A., B.Ed.",10,15,Secondary School,Provisional,4/1/2017,31/3/2020,"AMRITSAR PUBLIC SCHOOL EDUCATIONAL SOCIETY VPO: BUTALA , TEH. BABA BAKALA , DISTT. AMRITSAR"
OXFORD INTERNATIONAL SCHOOL,1631141,PUNJAB,AMRITSAR,"VPO MAJJUPURA, NEAR CHETANPURA",143601,,"0-9988520001 ,",,,OXFORDINTERNATIONAL.SCHOOL@YAHOO.COM,,2015,4/2/2015 12:00:00 AM,Mrs.RAJ VIR KAUR,0,"M.Sc, B.Ed",12,32,Secondary School,Provisional,1/4/2017,31/3/2020,Baba Deep Singh Educational Society (Regd.)
Pathseekers,1630982,PUNJAB,AMRITSAR,,143204,1853,"271739 ,",,(01853)272799,dera_school@rssb.net,http://www.pathseekers.education/,2014,4/1/2014 12:00:00 AM,SUCHETA JASRAI,1,"M.Sc Child Development, Ph.D. Education",26,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,R.S.S.B Educational & Environmental Society
POLICE PUBLIC SCHOOL,1630078,PUNJAB,AMRITSAR,POLICE LINES AMRITSAR PUNJAB,143001,0183,"5070362,7837492765 ,",0183-2211464,,HANDASHABNAM@GMAIL.COM,,1991,4/1/2012 12:00:00 AM,Dr.vipin jishtu,2,MA. MED LLB,25,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,DAV COLLEGE MANAGING COMMITTEE
RAJ MEMORIAL SCHOOL,1630945,PUNJAB,AMRITSAR,"NEAR OLD GRAIN MARKET,SARAI ROAD,AJNALA,AMRITSAR-143102",143102,1858,"221457 ,",,,principal.rajmemorialschool@gmail.com,http://www.rajmemorialschool.com,1984,4/2/1984 12:00:00 AM,JAGWINDER PAL KAUR,0,"M.Com,B.Ed",5,16,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,RAJ MEMORIAL EDUCATIONAL SOCIETY
Ryan International School,1630515,PUNJAB,AMRITSAR,"G.T. Road By-pass, Near Amritsar Gate, Amritsar",143001,0183,"65774556570387 ,",9915070521,0183-2700808,rajni_7688@yahoo.com,,2003,3/4/2003 12:00:00 AM,Rajni Kalra,2,"M.A, B.Ed",02,20,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,ST.XAVIERS EDUCATION TRUST
Sahib Shri Guru Gobind Singh Int Public School,1630736,PUNJAB,AMRITSAR,"V&PO CHOONGH, Amritsar",143114,,"01853-256849 ,",,,sgspschool@yahoo.com,,2007,4/14/2007 12:00:00 AM,R S Sohal,,"M A, B Ed",4,10,Secondary School,Provisional,1/4/2012,31/3/2015,Sahib Shri Gobind Singh Public School Educational Society
SAHIBZADA BABA FATEH SINGH PUBLIC SCHOOL GURU KA BAGH,1630841,PUNJAB,AMRITSAR,"GURU KA BAGH , TEHSILL :AJNALA , DIST: AMRITSAR",143102,1858,"250620 ,",,01858250620,sahibzada.school1@gmail.com,,2008,4/2/2008 12:00:00 AM,Parabdeep Kaur,0,M.A. B.ed,02,08,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,S.G.P.C
Saini International School,1630703,PUNJAB,AMRITSAR,fatehgarh churian road nangli Amritsar,143001,0183,"9463773063 ,",,,sainischool23@yahoo.com,,2007,4/2/2007 12:00:00 AM,Navjeet Kaur,0,"M.Sc,B.Ed",4,8,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,Saini Education Society
SANT GIANI GURBACHAN SINGH JI,1630175,PUNJAB,AMRITSAR,KHALSA ACADEMY VPO MEHTA CHOWK DISTT AMRITSAR PUNJAB,143114,1853,"256512 ,",256726,,khalsaacademy.mehta@gmail.com,http;//www.khalsaacademy.co.in,1995,11/14/2003 12:00:00 AM,Harjinder Kaur,2,"M. A., M. Ed, MBA",10,06,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,SANT KARTAR SINGH KHALSA EDN C TRU
SANT SAR PUBLIC SCHOOL,1630278,PUNJAB,AMRITSAR,BUTALA DISTT AMRITSAR PUNJAB,143203,1853,"241553 ,",,,spsbutala@rediffmail.com,,1998,,Nageen Singh,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SANT SAR SR SEC SCHOOL
SATYA BHARTI ADARSH SEC. SCHOOL,1670015,PUNJAB,AMRITSAR,"village. pattubhila, po babowal, teh & distt. Amritsar, punjab",143001,0183,"8968576559 ,",,,ravinder.vohra@bhartifoundation.org,WWW.BHARATIFOUNDATION.ORG,,12/13/2018 12:00:00 AM,RAVINDER KUMAR VOHRA,0,"M.A.(E), B.ED",,,Secondary School,Provisional,1/4/2019,31/3/2021,
SHAHEED BHAGAT SINGH INTERNATIONAL SCHOOL,1630657,PUNJAB,AMRITSAR,"VPO VARPAL,TARN TARAN ROAD,AMRITSAR",143001,0183,"2788025 ,",2207130,,principalsbsis@gmail.com,http://www.sbsinternationalschool.com,2005,4/1/2005 12:00:00 AM,SUJIT SARMA,0,"M.A.,B.Ed",3,5,Secondary School,Provisional,1/4/2014,31/3/2019,SHAHEED BHAGAT SINGH EDUCATIONAL SOCIETY
SHAHEED DARSHAN SINGH PHERUMAN,1630043,PUNJAB,AMRITSAR,PUBLIC SCHOOL G T ROAD RAYYA AMRITSAR DISTT PUNJAB,143112,1853,"222115 ,",0183-,223729,mrs.kavitachahal23@gmail.com,,1981,,KAVITA CHAHAL,1,"P.HD, B.Ed",33,18,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2012,S D S P MEMORIAL TRUST RAYYA
SHRI GURU HARGOBIND PUBLIC SCHOOL,1631120,PUNJAB,AMRITSAR,"V.P.O MALLIAN,NEAR JANDIALA GURU,G.T ROAD.",143149,0,"9463828745 ,",,,palwinderpalsingh2@gmail.com,,2000,4/8/2000 12:00:00 AM,PALWINDER PAL SINGH,,M.SC(MATHEMATICS)/B.ED/M.ED/M.PHIL/M.TECH,05,08,Secondary School,Provisional,1/4/2017,31/3/2020,GURU HARGOBIND EDUCATIONAL WELFARE SOCIETY
shri ram ashram public school,1630246,PUNJAB,AMRITSAR,majitha road amritsar punjab,143001,0183,"2573880 ,",28562544,,vinoditasankhyan@yahoo.com,,1999,4/1/2005 12:00:00 AM,VINODITA SANKHYAN,2,b.sc. b.ed.,8,20,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,shri ram educational society
Sidana International School,1630656,PUNJAB,AMRITSAR,Ram Tirath Road Khiala Khurd,143109,0185,"8262171 ,",,,sidanaint@gmail.com,,2009,1/4/2010 12:00:00 AM,Anuj Chhabra,0,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2016,Sidana Educational & Welfare Society
SPRINGDALE SENIOR SECONDARY SCHOOL,1630066,PUNJAB,AMRITSAR,FATEHGARH CHURIAN ROAD V.P.O NANGLI AMRITSAR PUNJAB,143001,0183,"5022333 ,",01832210230,2711913,rajiv.sharma@springdaleeducation.com,,1981,4/1/2002 12:00:00 AM,RAJIV KUMAR SHARMA,1,M.A. M.Ed.,5,16,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SPRING DALE EDUCATIONAL SOCIETY
"Sri Guru Hakrishan Public School,",1630755,PUNJAB,AMRITSAR,Village Nawan Pind Tehsil Ajnala Via Chetanpura,143001,91,"9464635267 ,",,0183-2226643,sghpsnawanpindckdcs@gmail.com,http://www.chiefkhalsadiwan.com,1996,2/22/1996 12:00:00 AM,JASMINE KAUR,0,"M.A. (English), M.Ed. PGDCA",3,13,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Chief Khalsa Diwan
