Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
MAHESHWARI INTERNATIONAL SCHOOL,1730190,RAJASTHAN,AJMER,PHARSIA AJMER ROAD MADANGANJ KISHANGARH AJMER RAJASTHAN,305801,1463,"9214672513 , 627303",01452627303,0145262730,pradeepprincipal@rediffmail.com,,1999,,PRADEEP KUMAR PANDEY,1,"M.A. Hist., M.A. Eco.M ed",20,38,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,MAHESHWARI EDUCATIONAL SOCIETY
MAHESWARI PUBLIC SCHOOL,1730091,RAJASTHAN,AJMER,MAHESH MARG VAISHALI NAGAR ANA SAGAR CIRUCULAR ROAD AJMER RAJASTHAN,305006,0145,"2641508 ,",01452641508,2641508,rkphy2005@yahoo.com,http://www.mpsajmer.com,1989,7/1/2008 12:00:00 AM,DR R K SRIVASTAVA,1,"M.A,Eco,Geog, M.Ed, PGDBM",11,14,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,MAHESH SHIKSHAN SANSTHAN
Mangal Newton School,1730375,RAJASTHAN,AJMER,"5th Milestone, Ajmer Road, Near Naya Gaon, Beawar, Ajmer",305901,0,"7568812321 ,",01482264580,,mangalnewtonschool@gmail.com,www.mangalnewton.com,2007,7/2/2007 12:00:00 AM,Rachel Little,1,"M.Sc., B.Ed.",5,15,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,Mangal Foundation Shiksha Samiti
Mascot The School,1730709,RAJASTHAN,AJMER,Foy Sagar Road,305001,0145,"2603503 ,",9602667788,,mascot_ajmer@live.com,http://www.mascottheschool.com,2005,7/8/2005 12:00:00 AM,Madhur Motiani,2,M.A. B.Ed.,2,5,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Bhagwati Motiani Educational Society
MAYO COLLEGE,1730001,RAJASTHAN,AJMER,AJMER RAJASTHAN,305001,0145,"2661154 , 664393",661555,,HEADMASTER@MAYOCOLLEGE.COM,,2006,4/3/2006 12:00:00 AM,PRAMOD KUMAR RANWAKA,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,virendra swarup education foundation
MAYOOR SCHOOL,1730037,RAJASTHAN,AJMER,ALWAR GATE OPP L I C OFFICE AJMER RAJASTHAN,305008,0145,"2660090 ,",23208,747840,office@mayoorschool.org,,1980,7/1/2008 12:00:00 AM,Adhiraj Singh,1,MA MEd. PGDCA.,13,18,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,GOVERNING BODY MAYO COLLEGE AJMER
MLD INTERNATIONAL ACADEMY,1730548,RAJASTHAN,AJMER,MLD INTERNATIONAL ACADEMY AJMER ROAD TOLL NAKA KEKRI,305404,1467,"222314 ,",04828-221504,01467222314,dravinashdubey06@gmail.com,,2009,4/1/2009 12:00:00 AM,AVINASH DUBEY,1,"M.Sc., B.Ed., M.A.(ENGLISH)",4,4,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SHRI MISHRI LAL DUBEY MEMORIAL SANSTHAN KEKRI DIST-AJMER RAJASTHAN
PRESIDENCY SCHOOL,1730612,RAJASTHAN,AJMER,"NH-8, GEGAL, AJMER",305023,000,"0000000 ,",,,anjalasm@gmail.com,http://www.presidencyschoolajmer.com,2011,4/12/2011 12:00:00 AM,ANJALA SHARMA,0,"M.A.,B.Ed.",7,13,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,ARHAM EDUCATION SOCIETY
PRJ Gyanjaya School,1730721,RAJASTHAN,AJMER,"Opp Dungri Mata Temple, Shambhupura Beawar Ajmer",305901,1462,"323544 ,",,,principalprjg@gmail.com,http://www.prjgyanjaya.org,2009,4/8/2009 12:00:00 AM,SATYARUPA SINGH SISODIA,0,B.Sc. B.Ed. M.Ed.,6,6,Secondary School,Provisional,1/4/2016,31/3/2019,P.R. Jangid Education Society
QUEEN MARY'S GIRLS SCHOOL,1730178,RAJASTHAN,AJMER,B K KAUL NAGAR PUSHKAR ROAD AJMER RAJASTHAN,305001,0145,"2602470 ,",621492,,qmgsprincipal@gmail.com,,1991,4/1/2004 12:00:00 AM,Suzana Phillips,2,"M.A., B.Ed.",6,8,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SOPHICAL SHIKSHAN SANSTHAN
Queen Mary's School,1730495,RAJASTHAN,AJMER,"Ram nagar, Pushkar Road,Ajmer",305001,0145,"2601671 ,",,01452602470,chowdhary.akshat2011@gmail.com,,2006,4/2/2006 12:00:00 AM,Akshat singh chaudhary,0,"M.A., B.Ed.",10,20,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Sophical Shikshan Sansthan
Queen Marys School,1730728,RAJASTHAN,AJMER,"NANDLA, NASIRABAD, AJMER",305601,1491,"7727886671 ,",,,charubhatnagar48@gmail.com,,1997,6/10/1997 12:00:00 AM,CHARU BHATNAGAR,,"M.A., B.Ed",6,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Ravindra Shikshan Avm Prashikshan Sansthan
RASHTRIYA MILITARY SCHOOL,1780002,RAJASTHAN,AJMER,AJMER RAJASTHAN,305001,0145,"2624105 ,",2420661,2426643,aquadear@rediffmail.com,http://www.rashtriyamilit,1962,4/1/2005 12:00:00 AM,LT COL AMIT DAGAR,1,"M.Sc. MATHS, BEd",16,16,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2017,army welfare education society
RYAN INTERNATIONAL SCHOOL,1730842,RAJASTHAN,AJMER,"MAHARANA PRATAP NAGAR, NEAR HATHI KHERA, 19 NO. TEMPO STAND, KOTRA - AJMER- RAJASTHAN - 305001",305001,,"0145-5130140 ,",,0145-5130140,ris.ajmer@ryangroup.org,,2014,4/1/2014 12:00:00 AM,Mrs.MALINI MALIK,0,"DOUBLE MA, B.ED",07,22,Secondary School,Provisional,1/4/2017,31/3/2020,NATIONAL EDUCATION SOCIETY
SAMRAT PUBLIC SR SEC SCHOOL,1730278,RAJASTHAN,AJMER,NEAR DAHARSEN SMARAK PASAND NAGAR KOTRA PUSHKAR ROAD AJMER RAJASTHAN,305001,0145,"2602673 ,",2602340,,rpsharmaajmer@gmail.com,,1990,7/9/2003 12:00:00 AM,Rajendra Prasad Sharma,1,"M.A., B.Ed., M.A. Ed.",8,10,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SAMRAT PUBLIC SHIKSHAN SANSTHAN
SANSKRITI THE SCHOOL,1730295,RAJASTHAN,AJMER,SHIV SHANKAR MARG NEAR MDS UNIVERSITY AJMER RAJASTHAN,305009,0145,"2788111 ,",9414004484,,principal@sanskrititheschool.org,,2001,7/1/2006 12:00:00 AM,Avnish kumar tyagi,1,"MSc(Maths), B.Ed",,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,INDIA INTERNATIONAL TECH INSTITUTE
Shree Narsingh Agrasen Vidyapeeth,1730650,RAJASTHAN,AJMER,"Near I.O.C. Colony, Sendra Road, Beawar",305901,1462,"225157 ,",,,anavpbeawaer@yahoo.com,,1996,7/1/1996 12:00:00 AM,Krishna Tiwari,0,"M.A., B.Ed.",7,13,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,"Shree Agrawal Shiksha Samiti, Beawar"
sophia sr sec school,1730127,RAJASTHAN,AJMER,jaipur road mirshali ajmer rajasthan,305001,0145,"2420443 ,",,,sophiaajm@gmail.com,,1989,4/3/2006 12:00:00 AM,SISTER PREMA,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,ankur udbodhak samiti
st stephen's secondary school,1730247,RAJASTHAN,AJMER,makarwali road ajmer rajasthan,305006,0145,"2640851 , 2641851",2641376,,tolumbia.b@ststephensajmer.com,http://www.kannursalafi.c,1985,4/1/2005 12:00:00 AM,BHARTI TOLUMBIA,2,ma bed,5,10,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,st stephen school society
ST. ANSELM'S SR SEC SCHOOL,1730002,RAJASTHAN,AJMER,AJMER RAJASTHAN,305001,0145,"2460088 ,",20388,08912794645,fr.susaimanickam@gmail.com,http://www.kotagiripublicschool.com,1904,6/25/2009 12:00:00 AM,FR SUSAI MANICKAM,1,"m.a, m.ed",28,39,Senior Secondary,Provisional,26/8/1968,31/ 3/ 2019,R C DIOCESAN EDN SOCIETY AJMER
St. Francis School,1730843,RAJASTHAN,AJMER,Alwar Gate,305001,0145,"2660927 ,",,,neelimapsa@gmail.com,http://www.sfsajmer.com,1929,7/1/1929 12:00:00 AM,SISTER NEELIMA,,M.Com./B.Ed.,5,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Prabhudasi Sisters Education Society
ST. MARY CONVENT SR. SEC SCHOOL,1730126,RAJASTHAN,AJMER,AJMER RAJASTHAN,305008,0145,"2429842 ,",2341787,22970132,principalsmaajmer@gmail.com,,2003,6/12/1992 12:00:00 AM,SISTER SHEENA,2,"M.A, M.Ed",,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,
ST. PAUL SCHOOL,1730445,RAJASTHAN,AJMER,"KEKRI ROAD, RAJNAGAR, BIJAINAGAR",305624,1462,"215288 ,",,,frcantius@rediffmail.com,,2001,7/1/2001 12:00:00 AM,FR CANTIUS LIGOURY,0,MA Med,15,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,"RCDES, AJMER"
ST. PAUL'S SCHOOL,1730058,RAJASTHAN,AJMER,POST BOX 58 BEAWAR MEWARI GATE DISTT AJMER RAJASTHAN,305901,0146,"225545 ,",01462-225545,-,info@stpaulsbeawar.com,http://stpaulsbeawar.com,1981,,RONALD LOBO,1,M.A.B.ED.,21,22,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,R C DIOCESAN EDN. SOCIETY AJMER
ST. PAULS SENIOR SECONDARY SCHOOL,1730598,RAJASTHAN,AJMER,"ALWAR GATE, AJMER, RAJASTHAN",305001,0145,"2661140 ,",,0145-2661140,slourdu.joseph@gmail.com,,1940,7/1/1940 12:00:00 AM,FR LOURDU JOSEPH,1,M.A. B.Ed.,10,5,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,"Roman Catholic Diocesan Education Society Unit St. Pauls Sr. Sec. School, Ajmer"
swami vivekanand government model school,1720100,RAJASTHAN,AJMER,"village-pisangan, block-pisangan distt-ajmer, rajasthan- 305 204",110053,0145,"2775005 ,",9873333070,,sadhna.mittal@gmail.com,,1986,10/9/2017 12:00:00 AM,SADHNA MITTAL,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2021,dir. of education
swami vivekanand government model school,1720120,RAJASTHAN,AJMER,"kishangarh road, arain, block-arain, distt-ajmer, rajasthan-305813",110035,1463,"281448 ,",27773769,,bldehru23@gmail.com,,1958,11/9/2017 12:00:00 AM,BAJARANG LAL DEHRU,0,,,,Secondary School,Provisional,1/4/2019,31/3/2021,delhi administration delhi
swami vivekanand government model school,1720081,RAJASTHAN,AJMER,"hingwaheda block- tijara , disst- alwar, rajasthan -301411",,1469,"9220081 ,",,,sharmatc125@gmail.com,,,7/28/2017 12:00:00 AM,TARACHAND SHARMA,0,,,,Secondary School,,Secondary School,,Secondary School
swami vivekanand govt model school,1720067,RAJASTHAN,AJMER,"block- masuda, distt- ajmer, rajasthan",305623,1462,"9414840417 ,",,,nsparoda1975@gmail.com,,,,NARENDRA CHOUDHARY,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2021,
"swami vivekanand govt. model school,",1720142,RAJASTHAN,AJMER,"makarwali, block- shrinagar, dist-ajmer-305 004.",843334,0622,"290059 ,",479,,ppl_sheohar@rediffmail.com,,1994,10/16/2018 12:00:00 AM,.,0,,,,Secondary School,Provisional,1/4/2018,31/3/2020,kendriya vidyalaya sangathan
Tak Shiksha Niketan,1730778,RAJASTHAN,AJMER,Police line Road Lohagal ajmer,305001,0145,"2620795 ,",,,tsnschool007@gmail.com,,1976,7/1/1976 12:00:00 AM,SUNITA GAUR,,M.A. B.Ed.,12,14,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Tak Shiksha Niketan Simittee Ajmer
The Turning Point Public School,1730666,RAJASTHAN,AJMER,"Behind Petrol Pump ,Vaishali Nagar Ajmer",305001,0145,"2640506 ,",,0145-2640506,Zen.rashami145@gmail.com,http://www.tppsajmer.org,2010,4/1/2010 12:00:00 AM,Rashmi Jain,0,"M.Sc, M.Ed",3,11,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,"Rajasthan Vidyapeeth Vijay Singh Pathik Shramjeevi College Trust, Udaipur"
VRINDAVAN PUBLIC SCHOOL,1730276,RAJASTHAN,AJMER,MAKARWALI ROAD AJMER RAJASTHAN,305001,0145,"2643292 , 3090510",0145-2644255,2643292,dranuvpsprincipal@gmail.com,http://www.vpsajmer.com,1997,6/2/2006 12:00:00 AM,ANU SATSANGI,1,M.A. LLM. B.Ed.,5,37,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,VRINDAVAN EDUCATIONAL SOCIETY
ADINATH PUBLIC SCHOOL,1730397,RAJASTHAN,ALWAR,"11, Gandhi NAgar , SCHEME No-8",301001,0144,"2335708 ,",01392-295300,,adinath.family@rediffmail.com,,2005,4/4/2005 12:00:00 AM,NITISH MISHRA,2,"B.Sc., B.Ed",11,25,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,"Shri Adinath Jain Shikshan Sansthan, ALwar"
"AJEET PUBLIC SECONDARY SCHOOL,TIJARA",1730800,RAJASTHAN,ALWAR,"AJIT PUBLIC SCHOOL,TEH-TIJARA,DIS-ALWAR(RAJ.),PIN CODE-301411",301411,1469,"01469-262257, ,",,,ajitpublicschool@gmail.com,http://www.ajeetpublicschool.co.in,2009,4/1/2009 12:00:00 AM,MRS. PAYAL JAIN,1,"M.COM, B.ED",05,10,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,"A P JAIN BAL EVAM MAHILA KALYAN VIKAS SAMITI, TIJARA"
all saints international school,1730361,RAJASTHAN,ALWAR,"vill. hasanpur, near gailpur, tehsil tijara",000000,0149,"9694466612 ,",06756223045,,RK_RAJEEV@YAHOO.COM,,2005,7/4/2005 12:00:00 AM,RENU UBEROI,1,"m.a., b.ed.",07,10,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,nirmal kumar khanna memial educational society
ALWAR PUBLIC SCHOOL,1730013,RAJASTHAN,ALWAR,6TH K M STONE RAJGARH ROAD ALWAR RAJASTHAN,301001,0144,"8875160500 , 21677",,,jain.preeta3@gmail.com,,1978,8/12/2007 12:00:00 AM,Preeta Jain,0,"M.A.,M.Ed.,",6,6,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,SHANKAR LAL MEMORIAL TRUST
Arihant International School,1730526,RAJASTHAN,ALWAR,"Tijara Bye-Pass Road, Tijara",301411,9251,"070700 ,",,0,arihant_school@yahoo.co.in,,2006,4/13/2006 12:00:00 AM,PUNAM CHAUHAN,0,B.E.,5,3,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,Lala Biri Jain Charitable Society
ARMY PUBLIC SCHOOL,1780018,RAJASTHAN,ALWAR,PO ITARANA ALWAR RAJASTHAN,301023,0144,"2881310 ,",,,SHARMAVIKAS68@GMAIL.COM,,1994,8/12/2007 12:00:00 AM,VIKAS SHARMA,0,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2026,DURGAH COMMITTEE
Arya Public School,1730647,RAJASTHAN,ALWAR,"Block A, Malviya Nagar",301001,0144,"2703408 ,",,,apsmnagar@yahoo.in,http://www.aryakanyaalwar.com,2011,3/1/2011 12:00:00 AM,Nandini Jain,0,M.A. BEd.,1,2,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,Arya Kanya Vidyalaya Samiti
