Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
CMR INTERNATIONAL THE SCHOOL,3630126,TELANGANA,HYDERABAD,"32-117, Shapur Nagar, Jeedimetla, Quthbullapur, Hyderabad, Telangana- 500 055",500055,,"04023094528 ,",,,swaroop4240@gmail.com,,2004,6/10/2004 12:00:00 AM,Mr.MARIA DAS,0,"MSC,BED",8,9,Secondary School,Provisional,1/4/2017,31/3/2022,MALLA REDDY EDUCATIONAL SOCIETY
D A V PUBLIC SCHOOL,3630012,TELANGANA,HYDERABAD,SANTOSHIMA NAGAR RAMAKRISHNAPURAM POST HYDERABAD ANDHRA PRADESH,500056,040,"27223721 , 7223721",04027110855,27225919,seetha_kiran@yahoo.co.in,http://www.davsafilguda.c,1983,6/6/2012 12:00:00 AM,Mrs. SEETHA KIRAN,2,"M.A, M.Ed",30,35,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,D A V COLLEGE TRUST NEW DELHI
DAV PUBLIC SCHOOL,3630043,TELANGANA,HYDERABAD,VIVEKANAND NAGAR COLONY KUKATPALLY HYDERABAD ANDHRA PRADESH,500072,040,"3065024 ,",3064883,,bvmgiri@sanchernet.in,,1980,6/2/1997 12:00:00 AM,VASANTHA S RAMAN,1,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,KAKATIYA ACADEMY
DEFENCE LABORATORIES SCHOOL,3680004,TELANGANA,HYDERABAD,VIGNYANKANCHA RESEARCH CENTRE IMARAT (RCI) HYDERABAD ANDHRA PRADESH,500069,040,"3311880 ,",4445582,07577222731,rcischool@rediffmail.com,,1986,7/1/1987 12:00:00 AM,RITA DHALL,2,"Mphil, B.Ed, Phd",19,19,Secondary School,Provisional,1/4/2015,31/3/2020,"atomic energy education society, bo"
Defence Laboratories School,3680002,TELANGANA,HYDERABAD,kanchanbagh po hyderabad andhra pradesh,500058,040,"24340493 , 4440769",24340493-040,24340493,drdoschool1998@gmail.com,,1973,6/25/2007 12:00:00 AM,Mr. C.B. Sankara Rao,1,,,,Secondary School,Provisional,1/4/2018,31/3/2021,"drdl kanchanbagh, hyderabad"
DELHI PUBLIC SCHOOL,3630051,TELANGANA,HYDERABAD,"74, KHAJAGUDA VILLAGE GOLKONDA POST HYDERABAD AP",500008,040,"23548587 ,",,23006288,mmpsedkm@gmail.com,,2001,6/1/2002 12:00:00 AM,REKHA AGGARWALA,2,MA Bed.,2,30,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,VIDYANANDAN EDUCATIONAL SOCIETY
"DELHI SCHOOL OF EXCELLENCE,",3630140,TELANGANA,HYDERABAD,"8-2-404/1, Road No 6, Lane Opp to GVK, Banjara Hills",500034,,"04023355345 ,",,,principal.dseb@gmail.com,http://www.delhischoolofexcellence.in,2013,4/5/2013 12:00:00 AM,Mrs.SUPARNA MEHROTRA,2,M.A. B.Ed,8,18,Secondary School,Provisional,1/4/2017,31/3/2022,SREE BALAJI EDUCATIONAL & CHARITABLE TRUST
"DR K.K.R's GOWTHAM CONCEPT SCHOOL,IIT FOUNDATION SCHOOL",3630068,TELANGANA,HYDERABAD,"OPP.MANISHA GARDENS,MOULALI-ECIL X ROADS,",500040,06152,"04032567788,04032568899 ,",22458,,kkr_gis@yahoo.co.in,http://www.gowthamconcept.net,2008,2/28/2008 12:00:00 AM,A.RATNA REDDY,2,"M.A,B.ED",4,12,Secondary School,Provisional,1/4/2017,31/3/2022,SRI GOWTHAM EDUCATIONAL SOCIETY
EURO SCHOOL,3630142,TELANGANA,HYDERABAD,"Survey No-54, Near Hotel Quality Pearl Inn, Hitech City Gachibowli Link Road, Gachibowli, Hyderabad",500032,,"040 64102882 ,",,,euroschoolhitech@gmail.com,http://www.euroschoolindia.com,2012,6/21/2012 12:00:00 AM,K. Vishnu Vandana,0,"MSc, B.Ed,D.Hed",25,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Mrs EUROSCHOOLINTERNATIONALLIMITED
Foster Billabong High International School,3630114,TELANGANA,HYDERABAD,"Saket, Phase 2, Kapra, ECIL, Hyderabad, Andhra Pradesh.",500062,,"04027141180 ,",,,fosterbillabong@gmail.com,,2012,6/18/2012 12:00:00 AM,Mrs.Josna Balaji,2,"M.A , B.Ed.",8,5,Secondary School,Provisional,1/4/2016,31/3/2021,Poosha Educational Society
Fusion International School,3630239,TELANGANA,HYDERABAD,survey no. 383,502032,040,"9989224222 ,",,,tungaturthi@hotmail.com,http://www.fusioninternationalschool.org,2009,6/2/2014 12:00:00 AM,PADMAVATHY,,"M.Sc., Ph.D., M.Ed",16,22,Secondary School,Provisional,1/4/2017,31/3/2020,FUSION EDUCATIONAL SOCIETY
Genesis International School,3630120,TELANGANA,HYDERABAD,"H.No: 1-55/98/1, Madinaguda, Miyapur,Hyderabad ? 500 049.",500049,,"040 23044672 ,",,,info@genesisintschool.com,http://www.genesisintschool.com,2008,6/6/2008 12:00:00 AM,Ms. Nalini Dadi,2,,,,Secondary School,Provisional,1/4/2016,31/3/2021,St.Paul’s Educational &Welfare Association
hindu public school,3630029,TELANGANA,HYDERABAD,sanath nagar hyderabad andhra pradesh,500018,040,"23704355 ,",9866366610,,hindu_pschool88@yahoo.com,,2000,6/25/2007 12:00:00 AM,ms.alaknanda dubey,2,"m.a., m.ed.",18,20,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,siddharthpublichool
HOWARD PUBLIC SCHOOL,3630025,TELANGANA,HYDERABAD,3-6-568 HIMAYAT NAGAR HYDERABAD ANDHRA PRADESH,500029,040,"7630610 7634156 , 7634156",0407634156,0402763061,sashikala_ts@rediffmail.com,,1986,4/1/2005 12:00:00 AM,Mrs. Dr. T S SASHIKALA,2,"B.Sc.,M.A, M.Ed., Ph.D",21,21,Secondary School,Provisional,1/4/2014,31/3/2019,SRI SATYANARAYANA EDUCATIONAL SOCTY
IQBALIA SCHOOL,3630257,TELANGANA,HYDERABAD,"Plot no 767, Road No. 44, Next to Fernandez Hospital, Jubilee Hills, Hyderabad.",500033,,"04065345625 ,",,,iis.jhills@gmail.com,http://www.iishyderabad.com,2014,6/16/2014 12:00:00 AM,Mrs.Jwairia Saleem Haqqani,,"M.A., M.Ed",14,21,Secondary School,Provisional,1/4/2018,31/3/2021,Educational Endowment Trust
JUBILEE HILLS PUBLIC SCHOOL,3630020,TELANGANA,HYDERABAD,BLOCK - III ROAD NO. 71 JUBILEE HILLS HYDERABAD ANDHRA PRADESH,500033,040,"3548584 3607797 , 3607797",040-66881672,23550493,info@jhpublicschool.com,http://jhpublicschool.com,1986,4/1/2005 12:00:00 AM,Mrs. M. VARALAKSHMI,2,"B.Sc, B.Ed.",3,18,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,JUBILEE HILLS EDUCATION SOCIETY
KENDRIYA VIDYALAYA,3600009,TELANGANA,HYDERABAD,A.F.S. BEGUMPET HYDERABAD ANDHRA PRADESH,500011,040,"7751560 , 7751006",7751006,0322223220,kenvidya@yahoo.com,www.kvno1afskkd.org,1982,4/1/2005 12:00:00 AM,MRS PRABHA M MULAY,2,"M.Sc , M.Ed.",05,25,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,3600011,TELANGANA,HYDERABAD,SARDAR VALLABHAI PATEL NATIONAL POLICE ACADEMY SHIVARAMPALLY HYDERABAD ANDHRA PRADESH,500052,040,"4015535 , 4015151",4013833,,,,1983,4/1/1991 12:00:00 AM,K R GOWRI DEVI,2,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,3600014,TELANGANA,HYDERABAD,GACHIBOWLI HYDERABAD ANDHRA PRADESH,500133,040,"3000261 ,",3001316,,saitours@satyam.net.in,,1987,4/1/1991 12:00:00 AM,GLF.ALFRED,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,3600021,TELANGANA,HYDERABAD,"UNIVERSITY OF HYDERABAD CAMPUS, C.R. RAO ROAD, GACHIBOWLI, HYDERABAD, ANDHRA PRADESH",500046,040,"23012200 ,",,,,,1988,,V. JAYABAL,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,kvs
KENDRIYA VIDYALAYA,3600005,TELANGANA,HYDERABAD,CRPF BARKAS CHANDRAYANGUTTA HYDERABAD ANDHRA PRADESH,500005,040,"4440338 ,",4441115,2580425,kv1svn@sancharnet.in,,1978,4/1/1991 12:00:00 AM,SHRI P.VISHWAKIRAN,1,m.a. ph.d. m.ed.,09,29,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2014,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,3600003,TELANGANA,HYDERABAD,KANCHAN BAGH HYDERABAD ANDHRA PRADESH,500058,040,"24340232 ,",04024342258,24340232,kvkbagh@yahoo.com,http://kvkanchanbagh.ap.i,1974,1/25/2009 12:00:00 AM,Mr. S.SUBBA REDDY,1,"M.Sc.,M.Ed.",13,32,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA NO.1,3600001,TELANGANA,HYDERABAD,LANGER HOUSE GOLCONDA HYDERABAD ANDHRA PRADESH,500008,040,"23513701 ,",23514668,23513701,kvg1@gmail.com,http://kv1golconda.ap.nic,1966,1/25/2009 12:00:00 AM,MRS P V V PRASANNA,2,"Msc ,M Ed",09,19,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA NO.2,3600012,TELANGANA,HYDERABAD,NANAL NAGAR X ROADS GOLCONDA HYDERABAD ANDHRA PRADESH,500008,040,"3513301 ,",7110735,,prinkv2@rediffmail.com,,1984,4/1/2005 12:00:00 AM,M VASUDEV,1,,,,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2017,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA NO.1,3600002,TELANGANA,HYDERABAD,"UPPAL HYDERABAD, ANDHRA PRADESH",500039,040,"27200314 ,",27200314,27207304,kv1uppal@hotmail.com,http://kv1uppal.ap.nic.in,1972,1/25/2009 12:00:00 AM,Mr. G.Rama Rao,1,"M.Sc., M.Ed.., L.L.B.,PGD",6,12,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA NO.1,3600004,TELANGANA,HYDERABAD,AIR FORCE ACADEMY DUNDIGAL HYDERABAD ANDHRA PRADESH,500043,040,"3307433 , 9285423",7730442,24340232,kv1afa@yahoo.co.in,http://kvkanchanbagh.ap.i,1971,1/25/2009 12:00:00 AM,SMT. SANDHYA RASTOGI,2,"m.sc.,m.ed.",13,32,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2019,KENDRIYA VIDYALAYA SANGATHAN
kendriya vidyalaya no.2,3600015,TELANGANA,HYDERABAD,"air fce academy dundigal,hyderabad andhra pradesh",500043,08418,"254229 ,",0984649206,08418-2542,principalkv2afa@yahoo.co.in,,1986,4/1/1991 12:00:00 AM,mr. md.masood ali,1,msc geo m.phil,09,23,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,kendriya vidyalaya sangathan
KENDRIYA VIDYALAYA NO.2,3600007,TELANGANA,HYDERABAD,SURVEY OF INDIA UPPAL HYDERABAD ANDHRA PRADESH,500039,040,"7202031 ,",7204546,,kv2uppal80@rediffmail.com,,1980,8/12/2007 12:00:00 AM,DR A LAKSHMI KUMARI,2,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
LITTLE SCHOLAR SCHOOL,3630039,TELANGANA,HYDERABAD,"Door no. 7-2-A5, Sy. No.54, ward no.7, Block no.2, Sanath Nagar, Hyderabad",500018,040,"27760696 ,",04027907070,27760696,lssmyhome@gmail.com,,2010,6/14/2010 12:00:00 AM,Mrs.S.G.Sunitha,2,BSc BEd PG DipMaths,1,18,Secondary School,Provisional,1/4/2015,31/3/2020,MY HOME EDUCATIONAL SOCIETY
MAHARISHI VIDYA MANDIR,3630045,TELANGANA,HYDERABAD,"GIRISH PARK KONDAPUR HYDERABAD DISTT, ANDHRA PRADESH",500032,040,"3111247 ,",7718459,,vasanthy.parasuraman@gmail.com,,2001,7/1/1983 12:00:00 AM,MRS VASANTHY PARASURAMAN,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,MAHARSHI SIKSHA SANSTHAN
MAHATMA GANDHI MEMORIAL HIGH SCHOOL,3630222,TELANGANA,HYDERABAD,"MCH No. 8-3-250, Yelareddugudda, Yousufguda, Hyderabad",500045,,"04023743350 ,",,,mgmhighschoolm@gmail.com,http://www.mgmhighschool.com,2014,6/12/2014 12:00:00 AM,Mr.M.M.Naidu,,"M.A., B.Ed., MBA",21,30,Secondary School,Provisional,1/4/2017,31/3/2020,Naidu Education Centre
MANUU MODEL SCHOOL,120001,TELANGANA,HYDERABAD,"FATIMA NAGAR, FALAKNUMA, HYDERABAD, ANDHRA PRADESH",500053,040,"24473770 ,",09490463263,,kafilpatna@yahoo.co.in,,1961,,KAFIL AHMAD,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,
MARICA HIGH SCHOOL,3630059,TELANGANA,HYDERABAD,NIZAM COLONY TOLICHOWKI,500008,0493,"6240214 ,",0484 6520135,,ggschool@sancharnet.in,,1988,5/19/1991 12:00:00 AM,-,2,"m.a, b.ed",5,5,Secondary School,Provisional,1/4/2016,31/3/2021,gyan ganga vidyapeeth society
Mathioli Vidhya Bhavan,3630181,TELANGANA,HYDERABAD,JBS Peacock Valley,501401,8418,"200266 ,",,,mathiolividhyabhavan@gmail.com,,2008,7/14/2008 12:00:00 AM,MEENA KUMARI,2,"MA, B.Ed",22,15,Middle Class,Provisional,1/4/2016,31/3/2019,YOGASARAS EDUCATIONAL ACADEMY
MERIDIAN SCHOOL FOR BOYS & GIRLS,3630044,TELANGANA,HYDERABAD,8-2-541 ROAD NO-7 BANJARA HILLS HYDERABAD ANDHRA PRADESH,500034,040,"23420561 ,",23420562,23420564,meridian_society@rediffmail.com,http://www.meridianschool,2003,6/1/2006 12:00:00 AM,Mrs. D.USHA REDDY,2,"M.A, B.Ed MPhil",15,25,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,MERIDIAN EDN. SOCIETY
"Meridian School, Kukatpally",3630133,TELANGANA,HYDERABAD,"VI Phase KPHB, KUKATPALLY, BALANAGR(M), RANGA REDDY DISTRICT",500072,,"040 65248003 ,",,,meridiank186@gmail.com,http://www.meridianschool.in,2008,6/18/2008 12:00:00 AM,Mrs.Geeta Shyamsundar,0,"MA, M Ed.",12,23,Secondary School,Provisional,1/4/2017,31/3/2022,Meridian Educational Society
OAKRIDGE INTERNATIONAL SCHOOL,3630048,TELANGANA,HYDERABAD,"S NO 6 & 13 KHAJAGUDA NANAKRAMGUDA ROAD GOLCONDA POST SERILINGAMPALLY MANDAL CYBERABAD, HYDERABAD,AP",500008,040,"29800111,29804111 ,",08008722255,,shaila.bhamidipati@oakridge.in,www.oakridgeinternational.com,1993,4/1/2001 12:00:00 AM,MS SESHA SHAILA BHAMIDIPATI,2,"M.Sc, B.Ed.,",5,22,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,VIKAS EDN SOCIETY
Ocimum International School,3630183,TELANGANA,HYDERABAD,"Survey no: 72, Hasmathpet, Bowenpally, Secunderabad",500011,040,"68888989 ,",,,principalocimuminternational@gmail.com,http://www.ocimum.edu.in,2013,8/8/2013 12:00:00 AM,Shobhana Nair,0,"M.A, B.Ed.,",4,23,Secondary School,Provisional,1/4/2017,31/3/2020,Ocimum Educational Trust
Orchids the international school,3630053,TELANGANA,HYDERABAD,729 road no 36 jubliee hills hyderabad Adhnra Pradesh,500034,040,"23556601 ,",24011871,040-235566,chids_intl@yahoo.co.in,http://www.orchidsinternationalschool.com,2002,6/22/2010 12:00:00 AM,mr. b g ray,1,"m.a.,b.ed.",15,10,Secondary School,Provisional,1/4/2018,31/3/2020,sri gowtham academy of general & technical education
OXFORD GRAMMAR SCHOOL,3630100,TELANGANA,HYDERABAD,"3-6-743/2 St.No.12, Himayatnagar",500029,0498,"040-27635669 ,",604355,040-27635644,ogscbse@gmail.com,,2008,6/1/2008 12:00:00 AM,Mr.G RAMANJULA,1,MA BED,5,8,Secondary School,Provisional,1/4/2015,31/3/2020,VIKAS EDUCATIONAL ACADEMY
P OBUL REDDY PUBLIC SCHOOL,3630037,TELANGANA,HYDERABAD,ANDHRA MAHILA SABHA ROAD NO.25 JUBILEE HILLS HYDERABAD ANDHRA PRADESH,500033,040,"3548912 , 3553238",7791087,,porps@sify.com,,1990,8/12/2007 12:00:00 AM,MRS VIJAYA LAKSHMI RAMESH,2,"m.a,b.ed",05,12,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,ANDHRA MAHILA SABHA
PANINEEYA MAHAVIDYALAYA PUBLIC SCHOOL,3630005,TELANGANA,HYDERABAD,VIVEKANANDA NAGAR DILSUKHNAGAR HYDERABAD ANDHRA PRADESH,500060,040,"4045037 , 4041339",4045037,(04288) 276516,info@spkschools.com,http://www.spkschools.com,1980,6/4/2007 12:00:00 AM,DANDI NARASIMHA SASTRY,1,"M.A., B.Ed.,",10,30,Secondary School,Provisional,1/4/2018,31/3/2019,PANINEEYA MAHAVIDYALAYA TRUST
"Pearson School,",3630177,TELANGANA,HYDERABAD,"Survey No. 149-150, Kompally village, Qutubullapur Mandal, Lane adjacent to Cine Planet,",500014,,"04031909495 ,",,,sunitha.mahesh@pearson.com,http://www.pearsonschoolkompally.com/,2012,5/1/2012 12:00:00 AM,Mrs.Tripti Sen,2,M.A. B.Ed,6,18,Secondary School,Provisional,1/4/2018,31/3/2023,PSR Education Trust
