Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
GOVERNMENT MODEL HIGH SCHOOL,2620084,CHANDIGARH,CHANDIGARH(UT),"VIKAS NAGAR, MAULI JAGRAN, CHANDIGARH",160023,0172,"2730298 ,",34018,,,http://www.jnvwashim.gov.in,1938,4/30/2014 12:00:00 AM,SANGEETA YADAV,2,,,,Secondary School,Provisional,1/4/2015,31/3/2020,"S D SABHA, CHANDIGARH"
GOVERNMENT MODEL HIGH SCHOOL,2620085,CHANDIGARH,CHANDIGARH(UT),"SECTOR 38 (WEST), U.T. CHANDIGARH",160023,0172,"2688024 ,",,,rajeshsharma6651@gmail.com,,1938,4/30/2014 12:00:00 AM,RAJESH SHARMA,1,,,,Secondary School,Provisional,1/4/2016,31/3/2021,"s d sabha, chandigarh"
GOVT HIGH SCHOOL,2620067,CHANDIGARH,CHANDIGARH(UT),MAULI COLONY P O MANIMAJRA CHANDIGARH,160101,0172,"2751001 ,",,,ghsmc@rediffmail.com,edu.gsssrk.com.in,1990,4/1/1979 12:00:00 AM,MANOJ KUMAR SHARMA,2,,,,Secondary School,Provisional,1/4/2016,31/3/2021,D P I
GOVT GIRLS SR SEC SCHOOL,2620002,CHANDIGARH,CHANDIGARH(UT),SECTOR 8B CHANDIGARH,160018,0172,"2700274 ,",33220,,gmsss8-chd@nic.in,,1954,4/1/1991 12:00:00 AM,MONICA MAINI,1,M.SC.B.Ed,10,23,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2017,UT GOVT.
GOVT GIRLS SR SEC SCHOOL,2620008,CHANDIGARH,CHANDIGARH(UT),SECTOR-18 C CHANDIGARH,160018,0172,"2700237 ,",,,rbala715@gmail.com,,1955,1/29/2019 12:00:00 AM,RAJ BALA,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,UNION TERRITORY CHANDIGARH
GOVT GIRLS SR SEC SCHOOL,2620012,CHANDIGARH,CHANDIGARH(UT),SECTOR-20B CHANDIGARH,160021,0172,"2700720 ,",272071,09679584608,ggsss20b@yahoo.com,,1961,4/1/1991 12:00:00 AM,manita sehgal,0,b.a. b.ed,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,delhi administration
GOVT GIRLS SR SEC SCHOOL,2620018,CHANDIGARH,CHANDIGARH(UT),SECTOR-23A CHANDIGARH,160023,0172,"2700083 ,",711452,,gmsss23chd@gmail.com,,1968,,MINI GUPTA,,,,,Senior Secondary,Provisional,1/4/2002,31/ 3/ 2010,UT ADMNISTRATION
govt high school,2620009,CHANDIGARH,CHANDIGARH(UT),sect-19d chandigarh,160019,,"44651 ,",,,,,1961,4/1/1991 12:00:00 AM,ms swarnlata,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,n.v.s
GOVT HIGH SCHOOL,2620004,CHANDIGARH,CHANDIGARH(UT),SECTOR 11A CHANDIGARH,160011,0172,"2740623 ,",21825,,ghssector11@gmail.com,,1957,4/1/1991 12:00:00 AM,SATPAL SINGH,0,,,,Secondary School,Provisional,1/4/2017,31/3/2021,CHANDIGARH ADMINISTRATION UT
GOVT HIGH SCHOOL,2620005,CHANDIGARH,CHANDIGARH(UT),SECTOR-25 CHANDIGARH,160014,,"545312 ,",21825,,,,1961,4/1/1991 12:00:00 AM,MRS CHANDER KANTA,0,,,,Secondary School,Provisional,1/4/2009,31/3/2011,GOVT. OF CHANDIGARH
govt high school,2620020,CHANDIGARH,CHANDIGARH(UT),sect-28c chandigarh,160020,0172,"2679017 ,",,,sethisunita87@gmail.com,,0000,4/1/1991 12:00:00 AM,SUNITA SETHI,2,b.sc,1,25,Secondary School,Provisional,1/4/2018,31/3/2021,chandigarh administration
GOVT HIGH SCHOOL,2620032,CHANDIGARH,CHANDIGARH(UT),V & P O BADHERI SECTOR 41 CHANDIGARH,160009,0172,"2677012 ,",,,gmhs41d-chd@nic.in,mail.nic.in,1972,,SANJEEV ARORA,1,MA Bed,3y,26,Secondary School,Provisional,1/4/2009,31/3/2010,GOVT
GOVT HIGH SCHOOL,2620029,CHANDIGARH,CHANDIGARH(UT),HALLOMAJRA CHANDIGARH,160002,0172,"2679021 ,",,,ghshallomajra@rediffmail.com,,1979,4/1/1991 12:00:00 AM,Sadhu Ram,0,,,,Secondary School,Provisional,1/4/2011,31/3/2021,dir. of edn.
GOVT HIGH SCHOOL,2620030,CHANDIGARH,CHANDIGARH(UT),LAHORA CHANDIGARH,244501,0172,"2789202 ,",,,,,1993,4/1/1991 12:00:00 AM,KIRAN BALA,2,B.Sc,1,25,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2011,GOVT.
govt high school,2620068,CHANDIGARH,CHANDIGARH(UT),sect -32 d chandigarh,160047,0172,"2676017 ,",665790,,,,1978,4/1/1991 12:00:00 AM,RAM KUMAR,2,b.sc,1,25,Secondary School,Provisional,1/4/2018,31/3/2021,d p i
govt high school,2620071,CHANDIGARH,CHANDIGARH(UT),"kaimbwala, chandigarh",160101,0172,"2740556 ,",,,gssskw-chd@nic.in,,1990,4/1/1991 12:00:00 AM,MONICA MAINI DDO,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,navodaya vidyalaya samiti
GOVT HIGH SCHOOL,2620072,CHANDIGARH,CHANDIGARH(UT),KARSAN CHANDIGARH,160023,0172,"2679020 ,",643350,,mohinderpremchd@gmail.com,,,,Prem Kaur,,,,,Secondary School,Provisional,1/4/2010,31/3/2015,
govt high school,2620073,CHANDIGARH,CHANDIGARH(UT),colony no 4 industrial area chandigarh,160,0172,"2679022 ,",,,sarbinder3077@gmail.com,,1978,4/1/1991 12:00:00 AM,SARBINDER KAUR,1,,,,Secondary School,Provisional,1/4/2015,31/3/2017,navodaya vidyalaya samiti
govt high school,2620061,CHANDIGARH,CHANDIGARH(UT),sect 38b chandigarh,160,0172,"2677003 ,",,,nirmalbalwinder@gmail.com,,1986,4/1/1991 12:00:00 AM,NIRMAL SINGH,2,b.sc,1,25,Secondary School,Provisional,1/4/2016,31/3/2021,d p i
GOVT HIGH SCHOOL,2620064,CHANDIGARH,CHANDIGARH(UT),SECTOR-40A CHANDIGARH,160036,0172,"2677008 ,",,,shivshiva512@gmail.com,,1977,6/18/2012 12:00:00 AM,MOHINDER KUMAR SHARMA,1,"m.a.,m.ed., m.phill",05,10,Secondary School,Provisional,1/4/2014,31/3/2019,brothers of saint gabriel
GOVT HIGH SCHOOL,2620066,CHANDIGARH,CHANDIGARH(UT),SECTOR 47 A CHANDIGARH,160,0172,"2632154 ,",665790,,,,1978,4/1/1991 12:00:00 AM,Ravinder Kaur,2,B.Sc,1,25,Secondary School,Provisional,1/4/2017,31/3/2022,D P I
GOVT HIGH SCHOOL,2620078,CHANDIGARH,CHANDIGARH(UT),DARIA CHANDIGARH,764048,0172,"2679019 ,",,,ghsdaria@yahoo.co.in,,1988,4/1/1991 12:00:00 AM,VIMAL CHADHA,1,,,,Secondary School,Provisional,1/4/2010,31/3/2018,navodaya vidyalaya samiti
GOVT HIGH SCHOOL,2620054,CHANDIGARH,CHANDIGARH(UT),SECTOR 30A CHANDIGARH,160,0172,"2679004 ,",9818435476,,hkarora1078@gmail.com,,1972,4/1/1991 12:00:00 AM,HARJINDER KAUR,1,"m.sc., m.ed.",,29,Secondary School,Provisional,1/4/2015,31/3/2018,U T CHANDIGARH GOVERNMENT
GOVT HIGH SCHOOL,2620070,CHANDIGARH,CHANDIGARH(UT),SECTOR 46 CHANDIGARH,,0172,"2678027 ,",,,,,,,Tejvinder Kaur,,,,,Secondary School,Provisional,1/4/2002,31/3/2010,
GOVT HIGH SCHOOL,2620089,CHANDIGARH,CHANDIGARH(UT),MALOYA COLONY. CHANDIGARH,160014,0172,"2643777 ,",09915171041,,gmsmaloyacolony@rediffmail.com,,1938,4/30/2014 12:00:00 AM,SUPINDER SINGH,1,,,,Secondary School,Provisional,1/4/2018,31/3/2020,"s d sabha, chandigarh"
govt high school,2620093,CHANDIGARH,CHANDIGARH(UT),"sect. 54, chandigarh",262122,0172,"2271054 ,",,,baljeetkaur.kaur09@gmail.com,,1990,9/26/2018 12:00:00 AM,BALJIT KAUR,0,ma bed,,,Secondary School,Provisional,1/4/2019,31/3/2024,st alphansu catholic edu soc
govt high school,2620092,CHANDIGARH,CHANDIGARH(UT),"sect 52, chandigarh",160061,0172,"2682291 ,",26894095,,satyaprakash2198@gmail.com,,0000,4/1/1991 12:00:00 AM,Satya Prakash Semwal,0,,,,Secondary School,Provisional,1/4/2016,31/3/2021,delhi admn delhi
GOVT HIGH SCHOOL,2620039,CHANDIGARH,CHANDIGARH(UT),VILL KHUDA ALISHER P O NADA CHANDIGARH,160,0172,"2757000 ,",,,gssskas@gmail.com,,1964,4/1/1991 12:00:00 AM,JASMINDER KAUR,2,B.Sc,1,25,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2012,CHANDIGARH ADMINISTRATION
govt high school,2620040,CHANDIGARH,CHANDIGARH(UT),sect-29-b chandigarh,160020,0172,"2679012 ,",xxxxxxx,,ghs29-chd@nic.in,,1978,4/1/1991 12:00:00 AM,Swayamber Dutt,0,,,,Secondary School,Provisional,1/4/2008,31/3/2018,govt of india
GOVT HIGH SCHOOL,2620041,CHANDIGARH,CHANDIGARH(UT),KHAJHERI V P O BADHERI CHANDIGARH,160,0172,"2676038 ,",7076,,ghskajheri@ymail.com,,1972,4/1/1991 12:00:00 AM,Sunita Kandwal,0,,,,Secondary School,Provisional,1/4/2017,31/3/2020,CHANDIGARH ADMINISTRATION
govt high school,2620042,CHANDIGARH,CHANDIGARH(UT),sect-35d chandigarh,160035,0172,"2676039 ,",7076,,,,1976,4/1/1991 12:00:00 AM,Kulwant Kaur,0,,,,Secondary School,Provisional,1/4/2019,31/3/2024,chandigarh administration
govt high school,2620044,CHANDIGARH,CHANDIGARH(UT),dadu majra chandigarh,160,0172,"2617003 ,",7076,,ghsdm.chd@gmail.com,,1960,4/1/1991 12:00:00 AM,MADAN LAL KASHYAP,0,,,,Secondary School,Provisional,1/4/2017,31/3/2019,u t chandigarh
GOVT HIGH SCHOOL,2620045,CHANDIGARH,CHANDIGARH(UT),BEHLANA CHANDIGARH,160105,0172,"2679001 ,",7076,,,,1966,4/1/1991 12:00:00 AM,DARSHANA KUMARI,0,,,,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2017,GOVT.
govt high school,2620046,CHANDIGARH,CHANDIGARH(UT),sarangpur chandigarh,160,0172,"2789102 ,",7076,,hsbhatti73@gmail.com,,1853,4/1/1991 12:00:00 AM,Harmail Singh Bhatti,0,,,,Secondary School,Provisional,1/4/2002,31/3/2018,chandigarh administration
govt high school,2620047,CHANDIGARH,CHANDIGARH(UT),sect 24 a chandigarh,160,0172,"2700112 ,",694183,,govt24@gmail.com,,1853,4/1/1991 12:00:00 AM,INDERJIT SINGH,0,,,,Secondary School,Provisional,1/4/2002,31/3/2016,chandigarh administration
govt high school,2620097,CHANDIGARH,CHANDIGARH(UT),"indira colony, manimajara, chandigarh",160101,0172,"2737099 ,",,,shashikumarattri@gmail.com,,,,SHASHI KUMAR,0,,,,Secondary School,Provisional,1/4/2015,31/3/2017,
GOVT HIGH SCHOOL (A SMART SCHOOL),2620088,CHANDIGARH,CHANDIGARH(UT),"SEC. 50B, CHANDIGARH",744206,0172,"2678042 ,",09417088210,,ghssmart50chd@gmail.com,,1961,,JASBIR KAUR,0,"B.A., B.,ED",,,Secondary School,Provisional,1/4/2013,31/3/2015,
GOVT MODEL HIGH SCHOOL,2620090,CHANDIGARH,CHANDIGARH(UT),"VILLAGE KHUDDA JASSU, CHANDIGARH",751022,0172,"2789339 ,",09855724234,,harjitgrewal85@yahoo.com,,1991,4/1/1991 12:00:00 AM,HARJIT KAUR,0,,,,Secondary School,Provisional,1/4/2013,31/3/2015,navodaya vidyalaya samiti
govt model high school,2620096,CHANDIGARH,CHANDIGARH(UT),"sec-45 c, chandigarh",160047,172,"2601392 ,",,,gmhs45c@gmail.com,,,,INDRA BNIWAL,0,,,,Secondary School,Provisional,1/4/2017,31/3/2023,
govt model high school,2620048,CHANDIGARH,CHANDIGARH(UT),sect-37d chandigarh,160023,0172,"2677007 ,",40231,,gmhs37d-chd@nic.in,,1987,4/1/1991 12:00:00 AM,SUMAN BALA,0,,,,Secondary School,Provisional,1/4/2017,31/3/2018,govt.
govt model high school,2620049,CHANDIGARH,CHANDIGARH(UT),sect 38d chandigarh,160,0172,"2677002 ,",20620,,,,1981,4/1/1991 12:00:00 AM,SURINDER KUMAR,0,,,,Secondary School,Provisional,1/4/2019,31/3/2024,education deptt. chandigarh admn.
GOVT MODEL HIGH SCHOOL,2620051,CHANDIGARH,CHANDIGARH(UT),SECTOR-34-C CHANDIGARH,160031,0172,"2676003 ,",,,aroma123@yahoo.com,,1981,4/1/1991 12:00:00 AM,Aroma Dhillon,2,B.Sc,1,25,Secondary School,Provisional,1/4/2019,31/3/2022,CHANDIGARH ADMINISTRATION
govt model high school,2620057,CHANDIGARH,CHANDIGARH(UT),sect 43 - a chandigarh,160,0172,"2676020 , 607061",,,gmhs.43@gmail.com,,1987,4/1/1991 12:00:00 AM,PARMINDER KAUR GREWAL,2,b.sc,1,25,Secondary School,Provisional,1/4/2018,31/3/2019,chandigarh administration
GOVT MODEL HIGH SCHOOL,2620079,CHANDIGARH,CHANDIGARH(UT),SECTOR 25 CHANDIGARH,160,0172,"2728255 ,",,,kaalia.neena@gmail.com,,1978,4/1/1991 12:00:00 AM,Neena Kalia DDO,1,,,,Secondary School,Provisional,1/4/2002,31/3/2008,
GOVT MODEL HIGH SCHOOL,2620080,CHANDIGARH,CHANDIGARH(UT),SECTOR 39-C CHANDIGARH,795113,0172,"2677006 ,",2613,,gmhs_39@yahoo.com,,1988,4/1/1991 12:00:00 AM,MADHU RAMA,2,MA,4,15,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2022,ANDAMAN AND NICOBAR ADMINISTRATION
GOVT MODEL HIGH SCHOOL,2620065,CHANDIGARH,CHANDIGARH(UT),SECTOR 44 B CHANDIGARH,160,0172,"2676041 ,",665790,,principalasha17@gmail.com,,1987,4/1/1991 12:00:00 AM,ASHA RANI,2,B.Sc,1,25,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2014,D P I
GOVT MODEL HIGH SCHOOL,2620062,CHANDIGARH,CHANDIGARH(UT),SECTOR 26 CHANDIGARH,160,172,"2750000 ,",234521,2358390,gmhs26plchd@gmail.com,,1987,4/1/1991 12:00:00 AM,RENU PAUL,1,"M.Sc., M.Phil., M.Ed.",10,10,Secondary School,Provisional,1/4/2014,31/3/2021,D P I CHANGDIGARH
govt model high school,2620063,CHANDIGARH,CHANDIGARH(UT),sect-29a chandigarh,160029,0172,"2679018 ,",9988062622,,gmhs29chd@gmail.com,www.gmhs29a.in,1992,4/1/1991 12:00:00 AM,RAJESH KUMAR RANCHAN,1,,,,Secondary School,Provisional,1/4/2016,31/3/2018,d.p.i
GOVT MODEL HIGH SCHOOL,2620059,CHANDIGARH,CHANDIGARH(UT),"SECTOR - 31-C, CHANDIGARH",160,0172,"2679038 ,",22458,03812342572,ramesh.sarpal1@gmail.com,www.gmhs31.com,1987,6/10/1986 12:00:00 AM,RAMESH KUMAR,2,"Ba, BEd",5,10,Secondary School,Provisional,1/4/2012,31/3/2019,D A V COLLEGE MANAGING COMMITTEE NE
GOVT MODEL HIGH SCHOOL,2620074,CHANDIGARH,CHANDIGARH(UT),SECTOR 26 B D COLONY CHANDIGARH,160019,0172,"792608 ,",,,,,,,MRS SAROJ VERMA,0,,,,Secondary School,Provisional,1/4/2002,31/3/2010,
GOVT MODEL HIGH SCHOOL,2620075,CHANDIGARH,CHANDIGARH(UT),SECTOR 42 CHANDIGARH,160,0172,"2676042 ,",713507,,bandanaverma21@gmail.com,,1978,4/1/1991 12:00:00 AM,BANDANA PURI,0,,,,Secondary School,Provisional,1/4/2015,31/3/2017,chandigarh administration
govt model high school,2620077,CHANDIGARH,CHANDIGARH(UT),sect 12 chandigarh,764048,0172,"2740616 ,",,,gmhss12@gmail.com,,1988,4/1/1991 12:00:00 AM,Prem Kumari,1,,,,Secondary School,Provisional,1/4/2019,31/3/2021,navodaya vidyalaya samiti
govt model high school,2620031,CHANDIGARH,CHANDIGARH(UT),mani majra chandigarh,160101,0172,"2751003 ,",43640,226651,secondofficerkatar@gmail.com,,1979,3/31/2011 12:00:00 AM,VINOD GUPTA,2,"m.a., m.ed.",07,14,Secondary School,Provisional,1/4/2012,31/3/2018,government
GOVT MODEL HIGH SCHOOL,2620037,CHANDIGARH,CHANDIGARH(UT),SECTOR-36D CHANDIGARH,160023,0172,"2676014 ,",,,gmhs36@gmail.com,,,,RAKESH SOOD,,,,,Secondary School,Provisional,1/4/2010,31/3/2015,
govt model high school,2620021,CHANDIGARH,CHANDIGARH(UT),sect-41 badheri chandigarh,160,0172,"2677011 ,",33220,,ghs41a-chd@nic.in,,1991,4/1/1991 12:00:00 AM,SANJEEV ARORA,1,m.sc.b.ed,10,23,Secondary School,Provisional,1/4/2021,31/3/2022,d.p.i
govt model high school,2620016,CHANDIGARH,CHANDIGARH(UT),sect-22c chandigarh,160022,0172,"2700096 ,",,,gmhs22c_chd@yahoo.co.in,,1977,4/1/1991 12:00:00 AM,Inderjit,0,,,,Secondary School,Provisional,1/4/2016,31/3/2021,chandigarh administration
GOVT MODEL HIGH SCHOOL,2620001,CHANDIGARH,CHANDIGARH(UT),SECTOR 7 CHANDIGARH,160019,0172,"2750631 ,",,,Kaursukhwant11@gmail.com,,1954,4/1/1991 12:00:00 AM,SUKHWANT KAUR,0,,,,Secondary School,Provisional,1/4/2018,31/3/2019,DPI
govt model high school-1,2620095,CHANDIGARH,CHANDIGARH(UT),"dhanas, u.t., chandigarh",,0172,"2680805 ,",9888615692,,bharti15leo@gmail.com,,,,BHARTI SHARMA,0,"m.a., m.ed",,,Secondary School,Provisional,1/4/2015,31/3/2017,
govt model school,2620050,CHANDIGARH,CHANDIGARH(UT),sect 28 d chandigarh,160023,0172,"2679015 ,",40231,,gmhs28d@gmail.com,,1987,4/1/1991 12:00:00 AM,RAKESH SOOD,0,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2019,ut chandigarh admn.
GOVT MODEL SR SEC SCHOOL,2620043,CHANDIGARH,CHANDIGARH(UT),SECTOR-47 D CHANDIGARH,160003,0172,"2678056 ,",,,gmsss47-chd@nic.in,,1985,2/4/2002 12:00:00 AM,RENU PURI,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,GOVT.
govt model sr school,2620022,CHANDIGARH,CHANDIGARH(UT),sect 32-c chandigarh,160047,0172,"2676004 , 548759",33220,,ranjnakhosla412@gmail.com,,1978,4/1/1991 12:00:00 AM,RANJNA KHOSLA,1,m.sc.b.ed,10,23,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2019,chandigarh administration
govt model sr sec school,2620007,CHANDIGARH,CHANDIGARH(UT),sect 16 chandigarh,160016,0172,"2700186 ,",23593,,neetasandhu@gmail.com,,1954,4/1/1991 12:00:00 AM,NEETA SANDHU,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,govt. u t admn.
GOVT MODEL SR SEC SCHOOL,2620058,CHANDIGARH,CHANDIGARH(UT),SECTOR 40 CHANDIGARH,160,0172,"2677001 ,",,,gmsss40b@gmail.com,,1987,4/1/1991 12:00:00 AM,AMARJIT KAUR,2,B.Sc,1,25,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,yashwanti lal ji educational society
GOVT MODEL SR SEC SCHOOL,2620052,CHANDIGARH,CHANDIGARH(UT),SECTOR-46 D CHANDIGARH,160,0172,"2678515 ,",224434,2632802,sudeshraghavsingh57@gmail.com,www.gmsss46d.in,1986,7/9/2003 12:00:00 AM,SUDESH RAGHAV,0,"B.A /B.Ed, RCI",3,16,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,U T ADMINISTRATION
