Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
CENTRAL SCHOOL FOR TIBETANS,690002,HIMACHAL PRADESH,CHAMBA,DALHOUSIE DISTT CHAMBA HIMACHAL PRADESH,176304,1899,"242836 ,",2107,2580425,harish.gupta767@gmail.com,www.cstdalhousie.org,1963,4/1/1991 12:00:00 AM,H C GUPTA,1,M.A. Ph.D. M.Ed.,09,29,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2016,CENTRAL TIBETAN SCHOOLS ADMN
DALHOUSIE HILL TOP SCHOOL,630026,HIMACHAL PRADESH,CHAMBA,"UPPER BAKROTA DALHOUSIE , DISTT CHAMBA, HIMACHAL PRADESH",176304,1899,"240621 ,",222261,01786-2222,dalhousiehilltopschool@gmail.com,www.hilltopschooldalhousie.com,1979,7/22/2001 12:00:00 AM,PARVEEN SINGH,1,"MA, B.ED",,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,YASHI BENEVOLENT TRUST
DALHOUSIE PUBLIC SCHOOL,630005,HIMACHAL PRADESH,CHAMBA,DALHOUSIE HIMACHAL PRADESH,176304,1899,"240615 ,",2429,,JATIN27IN@GMAIL.COM,,1970,1/21/2009 12:00:00 AM,JATINDER SINGH,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,DPS EDUCATIONAL SOCIETY
DAV PUBLIC SCHOOL,630123,HIMACHAL PRADESH,CHAMBA,"MOHALLA HARDASPURA, DISTT. CHAMBA, HIMACHAL PRADESH",176310,1899,"224412 ,",2178,2458339,davchamba@rediffmail.com,http://www.pcsjammu.org,1958,4/1/2005 12:00:00 AM,ASHOK KUMAR GULERIA,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SISTERS OF THE PESTITUTE EDUCATION
GURU NANAK PUBLIC SCHOOL,630071,HIMACHAL PRADESH,CHAMBA,BUS STOP GPO ROAD DALHOUSIE HIMACHAL PRADESH,176304,1899,"240653 ,",42270,2458339,gnps_navdeep@yahoo.com,http://www.pcsjammu.org,1976,4/1/2005 12:00:00 AM,NAVDEEP SINGH,2,M A B.Ed,13,24,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,GURU NANAK PUBLIC SCHOOL SOCIETY
JAWAHAR NAVODAYA VIDYALAYA,640005,HIMACHAL PRADESH,CHAMBA,SAROL DISTT CHAMBA HIMACHAL PRADESH,176310,1899,"222378 , 2378",,,jnvchamba@rediffmail.com,,1986,4/1/1991 12:00:00 AM,ARCHANA MISHRA,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,NVS
kendriya vidyalaya,600006,HIMACHAL PRADESH,CHAMBA,"bakloh cantt, distt chamba, himachal pradesh",176301,1899,"257249 ,",059,,kvbakloh@gmail.com,,1982,4/1/2005 12:00:00 AM,RAM NARAYAN SINGH,1,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,kendriya vidyalaya sangathan
KENDRIYA VIDYALAYA,600007,HIMACHAL PRADESH,CHAMBA,DALHOUSIE AT BANIKHET DISTT CHAMBA HIMACHAL PRADESH,176303,1899,"254679 ,",70,,durgachauhan77@gmail.com,,1983,4/1/1991 12:00:00 AM,DURGA CHAUHAN,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
kendriya vidyalaya,600014,HIMACHAL PRADESH,CHAMBA,chamera nhpc khairi chamba himachal pradesh,176325,1899,"263005 ,",63139,,kvno1chamera@rediffmail.com,,1986,4/1/2005 12:00:00 AM,DR R PRASAD,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,kendriya vidyalaya sangathan
KENDRIYA VIDYALAYA NO 2,600020,HIMACHAL PRADESH,CHAMBA,NHPC CHAMERA KARIAN PO HARDASPURA DISTT CHAMBA HIMACHAL PRADESH,176310,1899,"220144 ,",,220710,Vinodbhartiya1@gmail.com,www.kvchamera2.nic.in,2000,1/25/2009 12:00:00 AM,VINOD BHARTIYA,1,M. A.Geography,12,15,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,KENDRIYA VIDYALAYA SANGATHAN
D A V PUBLIC SCHOOL,630038,HIMACHAL PRADESH,HAMIRPUR,PARTAP GALI HAMIRPUR HIMACHAL PRADESH,177001,1972,"222560 ,",01972-222560,222560,princidav@yahoo.co.in,http://www.davhamirpur.or,1986,4/1/2005 12:00:00 AM,PIAR CHAND VERMA,1,M.Sc. B.Ed.,13,13,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,DAV COLLEGE MANAGING COMMITTEE
GREEN VALLEY PUBLIC SCHOOL JAHU,630234,HIMACHAL PRADESH,HAMIRPUR,VPO JAHU,176048,,"01972250067 ,",,,gvpsjahu89@rediffmail.com,http://www.greenvalley89.com,1989,4/4/1989 12:00:00 AM,Mrs.USHA SHARMA,,MA HISTORY,12,8,Secondary School,Provisional,1/4/2018,31/3/2021,GREEN VALLEY SCHOOL SOCIETY JAHU
HAMIRPUR PUBLIC SCHOOL,630122,HIMACHAL PRADESH,HAMIRPUR,"Ward No. 10 Ram Nagar, Hamirpur, Himachal Pradesh",177001,1972,"225182 ,",,,ghanshyam_kashyap@yahoo.com,,2001,4/2/2001 12:00:00 AM,GHANSHYAM CHOWDHARY,1,"M.Sc,B.Ed",4,5,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,Gram Sudhar Sabha
"HIM ACADEMY PUBLIC SCHOOL, VIKAS NAGAR",630179,HIMACHAL PRADESH,HAMIRPUR,"P. O. DARUHI, TEH. & DISTT. HAMIRPUR (HP) PIN-177001",177001,1972,"218048 ,",,"01972-222829, 223428",naina.lakhanpal@yahoo.com,http://www.himacademy.com,1998,5/1/1998 12:00:00 AM,NAINA,0,B. TECH. (COMPUTER SCIENCE & TECHNOLOGY),7,9,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,HIM ACADEMY EDUCATION SOCIETY
HIM GURUKUL INTERNATIONAL SCHOOL,630198,HIMACHAL PRADESH,HAMIRPUR,VILL BHALAT PO HARSOUR TEH BARSAR HAMIRPUR HIMACHAL PRADESH,174305,0197,"2289351 ,",,,r.s.veryana@gmail.com,,2014,4/17/2014 12:00:00 AM,Rajinder Singh,0,M.A/B Ed,3,17,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,"Him School Skisha Sabha,Harsour"
JAWAHAR NAVODAYA VIDYALAYA,640008,HIMACHAL PRADESH,HAMIRPUR,DUNGRIN DISTT HAMIRPUR HIMACHAL PRADESH,176045,1972,"266035 ,",2232,,jnvhmr@gmil.com,,1988,4/1/1991 12:00:00 AM,SUSHIL KUMAR MISHRA,1,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2016,NAVODAYA VIDYALAYA SAMITI
KENDRIYA VIDYALAYA,600008,HIMACHAL PRADESH,HAMIRPUR,HAMIRPUR HIMACHAL PRADESH,177001,1972,"221621 ,",2570,242258,pplkvhamirpur@gmail.com,,1983,1/25/2009 12:00:00 AM,VIRENDER SINGH,1,MA B.Ed.,2,28,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,600018,HIMACHAL PRADESH,HAMIRPUR,NADAUN DISTT HAMIRPUR HIMACHAL PRADESH,177033,1972,"233088 ,",2570,242258,skdkvhmr@gmail.com,,1986,1/25/2009 12:00:00 AM,SURINDER KUMAR DOGRA,1,MA B.Ed.,2,28,Secondary School,Provisional,1/4/2016,31/3/2019,KENDRIYA VIDYALAYA SANGATHAN
MAHARISHI VIDYA MANDIR,630096,HIMACHAL PRADESH,HAMIRPUR,VILLAGE KUTHAR GAGAL PO BHARMOTI TEH NADUAN DISTT HAMIRPUR HIMACHAL PRADESH,177033,1972,"233779 ,",,,principalpplnadaun@mahaemail.com,,1992,1/21/2009 12:00:00 AM,GHAN SHYAM TIWARI,1,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,MAHARISHI SHIKSHAN SANSTHAN
Parmarth Interernational school,630163,HIMACHAL PRADESH,HAMIRPUR,"Baru Kakriar, PO Kakirar",177030,0192,"246144 ,",,01972-222246,parmarth630163@gmail.com,,2006,4/15/2006 12:00:00 AM,Anita Kumari Dogra,0,"BE , APGDBM",15,06,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,"Hamirpur Parmarth International Educational Society, Baru Hamirpur"
SAINIK SCHOOL,680001,HIMACHAL PRADESH,HAMIRPUR,SUJANPUR TIHRA HAMIRPUR DISTT HIMACHAL PRADESH,176110,,"72024 , 72021",72040,,bssainig@rediffmail.com,www.sainikschoolsujanpurtira.org,1978,4/6/2008 12:00:00 AM,H S BHANDAL,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,BOARD OF GOVERNORS SAINIK SCHOOL SOCIETY
Seven Star Senior Secondary Public School,630168,HIMACHAL PRADESH,HAMIRPUR,v p o Bani Teh Barsar Distt Hamirpur (Himachal Pradesh),288139,1972,"288139 ,",,01972 -288139,ssisb2004@gmail.com,http://www.sevenstardatamax.com,2004,4/7/2004 12:00:00 AM,SONAL KANWAR,2,M.A. MED,10,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,sevenstarsocity
T.R.D.A.V.PUBLIC SR. SEC. SCHOOL KANGOO,630144,HIMACHAL PRADESH,HAMIRPUR,P.O. KANGOO TEH. NADAUN DISTT. HAMIRPUR(H.P.) 177040,177040,1972,"231115 ,",,01972231115,trdav_kng@yahoo.com,,1992,4/1/1992 12:00:00 AM,SURESH KUMAR SHARMA,0,M.A. B. ED.,16,16,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,DAV COLLEGE TRUST & MANAGEMENT SOCIETY
WOODS PARK SCHOOL HAMIRPUR AT BANI,630211,HIMACHAL PRADESH,HAMIRPUR,WOODS PARK SCHOOL HAMIRPUR AT BANI PO. BANI TEHSIL BARSAR DISTT. HAMIRPUR (H.P.)-174304,174304,1972,"9805516010 ,",,01972215334,woodsparkschoolhamirpur@gmail.com,http://www.mithmr.com,2015,4/1/2015 12:00:00 AM,BHARTI SHARMA,,"B.Sc. (Medical), M.A. (Pol. Sc.), B.Ed.",5,5,Secondary School,Provisional,1/4/2016,31/3/2019,KAILASH EDUCATION SOCIETY
AADHARSHILA SCHOOL,630138,HIMACHAL PRADESH,KANGRA,"Uppar Punner Road (Via Bhawarna), Teh- Palampur, Distt Kangra, HP-176102",176102,0000,"000000 ,",921850601,,kherrk@hotmail.com,,2007,11/6/2007 12:00:00 AM,Sanjay Kher,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,OM EDUCATION TRUST
AADHUNIK PUBLIC SCHOOL,630055,HIMACHAL PRADESH,KANGRA,SIDHBARI DHARAMSHALA HIMACHAL PRADESH,176057,1892,"236298 , 234550",01892-246390,,polu122003@yahoo.co.in,www.aadhunikschool.in,1957,3/24/2018 12:00:00 AM,MONIKA MAHAJAN,2,"B.A (H) ENG, LL.B, C.TET, CSB, B.ED",,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,gav public school managing committe
ACHIEVERS HUB PUBLIC SCHOOL,630210,HIMACHAL PRADESH,KANGRA,"MOHAL JHIKLI DAR, MAUZA KHANIARA, DHARAMSHALA",176057,1892,"01892222263, ,",,,ahpsdharamshala@gmail.com,http://www.ahpsdharamsala.com,2007,3/9/2007 12:00:00 AM,MRS. MEGHA TOKES,1,15,5,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,AWSTHI EDUCATION SOCIETY
ALPINE PUBLIC SCHOOL,630233,HIMACHAL PRADESH,KANGRA,VILLAGE SUKKABAG P.O BHANGWAR,176029,,"01892269669 ,",,,apssukhabagh@gmail.com,,2009,4/1/2009 12:00:00 AM,Mrs.MEENA SHARMA,,M.A. B.Ed,09,20,Secondary School,Provisional,4/1/2017,31/3/2020,GREAT ARYAN VALLEY EDUCATION SOCIETY
ANGELS CONVENT SCHOOL,630201,HIMACHAL PRADESH,KANGRA,"NEAR GOVT. COLLEGE DEHRI, P.O. KHER, VPO. KUTKANA, TEH. NURPUR, DISTT. KANGRA",176202,1893,"250084 ,",,,bindiya.acs@gmail.com,,2013,4/1/2013 12:00:00 AM,BINDIYA,0,"M.A., B.Ed.",5,10,Secondary School,Provisional,1/4/2018,31/3/2023,ACTIVE WORLD EDUCATIONAL SOCIETY
Angels Public Model School,630230,HIMACHAL PRADESH,KANGRA,VPO Khanni Tehsil Nurpur Distt Kangra Himachal Pradesh,176201,1893,"227777 ,",,09459221777,kiranapms@gmail.com,,1996,4/8/1996 12:00:00 AM,KIRAN BALA,,M.A. B.Ed,10,10,Secondary School,Provisional,4/1/2017,31/3/2020,Angels Public Model School Sabha Khanni
ANURADHA PUBLIC SENIOR SECONDARY SCHOOL,630125,HIMACHAL PRADESH,KANGRA,"VPO. MARANDA, TEH PALAMPUR, DISST. KANGRA (HIMACHAL PRADESH)",176102,1894,"239848 ,",235095,01894238848,renu.thakur78@gmail.com,,2003,4/2/2003 12:00:00 AM,RENU KATOCH,2,"MSc, M.Phil, M.Ed.",5,5,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,anuradha educational society
ARMY PUBLIC SCHOOL,680004,HIMACHAL PRADESH,KANGRA,YOL CANTT. DISTT KANGRA HIMACHAL PRADESH,176052,01702,"2472 ,",2206,,aaasyol@rediffmail.com,http://www.apshisar.com,1994,1/1/1940 12:00:00 AM,SH A K AMBASTHA,1,"MA, BEd",03,08,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2021,ARMY SCH YOL CANTT MANG COMMITTEE
BHAGIRATHI DASS DAV PUBLIC SCHOOL,630053,HIMACHAL PRADESH,KANGRA,DHARAMSHALA DISTT. KANGRA HIMACHAL PRADESH,176215,1892,"222222 ,",01892-223022,222222,sikanderkhan82@yahoo.com,,1976,7/1/1998 12:00:00 AM,S H KHAN,1,"M.A.Math,M.Ed,CIG, PGDHRM",08,14,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,canterbury bells siksha sansthan
CAMBRIDGE INTERNATIONAL SCHOOL,630241,HIMACHAL PRADESH,KANGRA,PATHANKOT MANDI HIGHWAY,176061,,"01894238700 ,",,,palampur.cambridge@gmail.com,http://www.cisp.co.in,2015,4/2/2015 12:00:00 AM,MR.YOGESHWAR SINGH BATYAL,1,"M.Sc Hons ( Maths) , B.Ed",4,15,Secondary School,Provisional,1/4/2018,31/3/2021,KATIANI EDUCATIONAL TRUST
COMET MENSA PUBLIC SCHOOL,630099,HIMACHAL PRADESH,KANGRA,DEHRI PO KHUTHANDEL VIA REHAN TEH NURPUR DISTT KANGRA HIMACHAL PRADESH,176022,1893,"251400 ,",22458,03812342572,cmpschool2003@yahoo.com,,2003,6/10/1986 12:00:00 AM,Mrs. Sunny Jaswal,2,"Ba, BEd",5,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,COMET MENSA EDUCATION SOCIET
Crescent Public School,630215,HIMACHAL PRADESH,KANGRA,P.O.Banuri,176061,0189,"4254117 ,",,,manubh31@gmail.com,,2003,4/15/2003 12:00:00 AM,MANOJ KUMAR,,"M.Sc., B.Ed.",8,11,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Rhythm Education Society
D A V Public School,630058,HIMACHAL PRADESH,KANGRA,"Alampur The. Jaisinghpur Distt. Kangra, Himachal Pradesh",176082,1894,"271264 ,",,01894-2712,bikramsingh1968@rediff.com,www.davalampur.co.in,1993,6/2/2003 12:00:00 AM,BIKRAM SINGH,1,m.a. b.ed,05,16,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,prakash trust
D.A.V.M.Public School Badhal Thore,630176,HIMACHAL PRADESH,KANGRA,V.P.O Badhal Thore,177105,1970,"286136 ,",,,kalia70sd@gmail.com,,2009,3/29/2009 12:00:00 AM,SOM DUTT,0,M.A. B.ed,7,9,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Dayanand Adarsh Educational Society Kalu-Di- Bar
D.A.V.Public Sen.Sec.School Bharoli,630146,HIMACHAL PRADESH,KANGRA,Tehsil Jawalamukhi Distt. Kangra (H.P.),176036,1970,"203869 ,",,01970-273869,principal_rana@yahoo.co.in,,1993,4/16/2009 12:00:00 AM,RANDHIR SINGH RANA,1,M.A.B.Ed.,4,8,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,D.A.V.COLLEGE TRUST & MANAGEMENT SOCIETY NEW DELHI-55
DAV PUBLIC SCHOOL,630048,HIMACHAL PRADESH,KANGRA,REHAN DISTT KANGRA TEH NURPUR HIMACHAL PRADESH,176022,1893,"250329 , 251404",,,rasjam@gmail.com,,1989,5/5/2003 12:00:00 AM,Rashmi Jamwal,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,DAV COLLEGE MANAGING COMMITTEE N D
DAV PUBLIC SCHOOL,630020,HIMACHAL PRADESH,KANGRA,PALAMPUR DISTT.KANGRA HIMACHAL PRADESH,176061,1894,"230617 ,",01894-200755,235217,vkyadav07@rediffmail.com,,1983,5/2/2001 12:00:00 AM,VINAY KUMAR YADAV,1,"M.Sc. , B.Ed.",08,22,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,D A V COLLEGE MANAGING COMMITTEE
DAV PUBLIC SCHOOL,630092,HIMACHAL PRADESH,KANGRA,NAGROTA SURIAN TEH JAWALI DISTT KANGRA HIMACHAL PRADESH,176027,1893,"265048 , 224025",5269807,,coolvish26@gmail.com,,1989,6/9/2004 12:00:00 AM,VISHWAS SHARMA,2,"M.Phil., B.Ed.",3,7,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2017,DAV COLLEGE MANAGING COMMITTEE
DAV Public School Tiara,630131,HIMACHAL PRADESH,KANGRA,"V.P.O Tiara Teh & Distt Kangra, Himachal Pradesh",176214,1892,"232315 ,",265755,01892-232315,shekharmodgil@gmail.com,,1988,4/25/1988 12:00:00 AM,Shekhar Moudgil,1,M.A. B.Ed,18,18,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,DAV College Managing Committe New Delhi
DAV SR. SEC. PUBLIC SCHOOL,630041,HIMACHAL PRADESH,KANGRA,DEHRA GOPIPUR DISTT KANGRA HIMACHAL PRADESH,177101,1970,"233161 ,",66142,2458339,davdehra@yahoo.co.in,http://www.pcsjammu.org,1986,4/1/2005 12:00:00 AM,GK BHATNAGAR,2,M A B.Ed,13,24,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,DAV COLLEGE MANAGEMENT TRUST
DE MONTREAL CONVENT SCHOOL,630244,HIMACHAL PRADESH,KANGRA,"V.P.O BARI.TEHSIL NURPUR,DISTRICT KANGRA",176051,1262,"9805168017 ,",01262,,demontrealschool@gmail.com,http://www.demontrealconventschool.com,2014,4/1/2014 12:00:00 AM,Mrs.Renu Bala,2,M.Phil (Chemisrty),1,7,Secondary School,Provisional,1/4/2018,31/3/2021,De Montreal convent Education Society
Delhi Convent School,630214,HIMACHAL PRADESH,KANGRA,"V.P.O-Chudhrer,Lower Sunhet,Tehsil-Dehra,Kangra(H.P.)-177101",177101,,"09625007777 ,",,,dcsdehra@gmail.com,http://www.dcshimachal.com,2010,4/20/2010 12:00:00 AM,Mrs.Gunjan Kumari,,"M.sc.(Maths),B.ed.",10,12,Secondary School,Provisional,1/4/2016,31/3/2019,Proffesors Educational & Welfare Society
Dhauladhar Nirmla Devi Senior Secondary School,630170,HIMACHAL PRADESH,KANGRA,P.O. Chalali Teh Dehra Distt Kangra (H.P.) 177103,177103,1976,"255146 ,",,,aryan2005school@gmail.com,,1992,4/1/1992 12:00:00 AM,MANOJ SHARMA,0,"M. A. Geography, M. Ed",05,36,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Dhauladhar N.D. Memorial Public School VPO Chalai at Bharwain Teh Dehra Distt Kangra (H.P)
G A V PUBLIC SCHOOL,630025,HIMACHAL PRADESH,KANGRA,KANGRA HIMACHAL PRADESH,176001,1892,"265285 ,",,1892263602,gav6325@yahoo.co.in,http://www.gavpsk.org,1987,4/1/2006 12:00:00 AM,Sushil Kant Chadha,1,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,GAV PUBLIC SCHOOL MANAGING COMMITTE
GALAXY PUBLIC SCHOOL,630105,HIMACHAL PRADESH,KANGRA,RAILWAY ROAD NAGROTA SURIAN TEHSIL JAWALI DISTT KANGRA HP,176027,1893,"235393 ,",265077,,drgulshank@gmail.com,,1982,3/23/2005 12:00:00 AM,KIRAN LATA,1,"M.A., M.Ed",06,5,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,GALAXY INTERNATIONAL EDU & RES FOUN
Green Field Senior Secondary School,630121,HIMACHAL PRADESH,KANGRA,"V.P.O. Chahri Nagrota Bagwan, Distt Kangra, Himachal Pradesh",176047,1892,"253979 ,",2043,,greenfieldnagrota@yahoo.co.in,,1998,4/1/1998 12:00:00 AM,SUDHANSHU SHARMA,1,"M.F.M., M.A. B.ED",8,8,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Arrya Educational Society Differpat (Palampur)
Green Land Public School,630132,HIMACHAL PRADESH,KANGRA,"Kandori Road, Surajpur, Damtal, Tehsil Indora, Distt. Kangra (Himachal Pradesh)",176403,1893,"209556 ,",244345,545985,gpshp.net@rediffmail.com,http://www.jbnss.org,1978,6/1/2001 12:00:00 AM,anumeet kaur,1,MA eCONOMICS,05,8,Secondary School,Provisional,1/4/2016,31/3/2021,Green Land Educational Society
GURUKUL PUBLIC SCHOOL,630124,HIMACHAL PRADESH,KANGRA,"SADWAN KANGRA,HIMACHAL PRADESH",176202,1893,"234465 ,",098 163 02684,234465,jyotisauguny@gmail.com,http://gurukulpublicschoolnurpur.in,2004,7/14/2004 12:00:00 AM,KUMUD SHARMA,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Amol Chand Varshney Sewa Sansthan
HIGHLAND PUBLIC SCHOOL,630171,HIMACHAL PRADESH,KANGRA,"Vill.Ruhru, PO Sudher",176215,1892,"202060 ,",,,sumitasoni22@gmail.com,http://www.highlandpublicschool.co.in,2006,2/24/2006 12:00:00 AM,Sumita Soni,0,"BA, B.Ed, MA(Prev)",10,21,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,Sri Balaji Himachal Education Society
HIMALAYAN INTERNATIONAL SCHOOL,630208,HIMACHAL PRADESH,KANGRA,FATEHPUR KANGRA HP,176053,1893,"256396 ,",,,gori.chandel@gmail.com,,2002,4/1/2002 12:00:00 AM,NEHA CHAMBIAL,2,"M.Sc,B.Ed,M.Phil.",1,2,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,"HIMALAYAN EDUCATION SOCIETY,MANOH SIHAL"
