Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
EKLAVYA MODEL RESIDENTIAL SCHOOL,2020001,TRIPURA,SOUTH TRIPURA,BIRCHANDRA NAGAR SANTIR SOUTH TRIPURA,799144,0382,"3252210 ,",03592322118,,bnc.emrs@Gmail.com,,1984,4/1/1991 12:00:00 AM,BHABATOSH NATH CHAUDHURI,2,"BA, BED",05,17,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2017,D P I SIKKIM
garia academy (model),2030015,TRIPURA,SOUTH TRIPURA,"garia hathai, atharabla, p.o: manikya, p.s: killa, sub-division: udaipur, district: south tripura, pin: 799114",799114,3821,"218498 ,",,0381-2373384,lilydebbarma82@gmail.com,nil,2001,4/1/2003 12:00:00 AM,Lily Deb Barma,0,"m.a.(eco), m.com., m.phil., b.ed.",10,15,Secondary School,Provisional,1/4/2014,31/3/2019,baba garia mission
HOLY SPIRIT SCHOOL,2030034,TRIPURA,SOUTH TRIPURA,"U.B.C Nagar Post, Sukanta Nagar",799155,,"8731859866 ,",,,hssbelonia@gmail.com,,2010,1/11/2010 12:00:00 AM,MissMary George,,"M.A(English), B.Ed",16,10,Secondary School,Provisional,4/1/2017,31/3/2020,Pabitra Atma Society
JAWAHAR NAVODAYA VIDYALAYA,2040002,TRIPURA,SOUTH TRIPURA,PO- KAKRABAN UDAIPUR SOUTH TRIPURA,799105,3821,"225889 ,",03821225889,3821225889,mkgoyal2015@gmail.com,,1992,,MOHINDER KUMAR GOYAL,1,M.Sc. M.Ed.,2,15,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2020,NAVODAYA VIDYALAYA SAMITI
KENDRIYA VIDYALAYA,2000003,TRIPURA,SOUTH TRIPURA,BSF CAMPUS BAGAFA SANTIR BAZAR TRIPURA,799144,3823,"262385 ,",422580,0499425678,dipu.bijni@gmail.com,http://www.kvvidyanagar.o,1984,1/25/2009 12:00:00 AM,DIPANKAR RAY,1,MSc BEd,12,20,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,KENDRIYA VIDYALAYA SANGATHAN
Saint Johns High School,2030028,TRIPURA,SOUTH TRIPURA,"Raio, Raiya Bari (PO), Killa (PS), Udaipur, Gomati Tripura.",799114,3821,"200643 ,",,,tborok2016@gmail.com,,1988,8/8/1988 12:00:00 AM,Birendra Debbarma,2,"M.A, B.Ed, M.Phil.",4,7,Secondary School,Provisional,1/4/2018,31/3/2023,Borok Hoda Thong Society
ANANDA MARGA SCHOOL,2030036,TRIPURA,WEST TRIPURA,BISHALGARH,799102,,"9862161549 ,",,,synthesisns@gmail.com,,1984,1/2/1984 12:00:00 AM,Mr.Manik Debnath,,B. Sc,10,10,Secondary School,Provisional,1/4/2017,31/3/2020,ANANDA MARGA PRACARAKA SAMGHA
army public school,2080004,TRIPURA,WEST TRIPURA,"c/o station head quarter, army miletary station, onc tilla, lichu, vagan, agartala, tripura",799010,,",",,,,,,,-,0,,,,Secondary School,Provisional,1/4/2016,31/3/2018,
ASSAM RIFLES PUBLIC SCHOOL,2080002,TRIPURA,WEST TRIPURA,11 ASSAM RIFLES C/O 99 APO ASSAM RIFLES COMPLEX AGARTALA TRIPURA,799006,0381,"2314473 ,",0381-2313030,0381-23130,assamriflesschool@rediffmail.com,,1961,8/12/2007 12:00:00 AM,SANJAY KUMAR,1,MA Plsc,20,20,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2022,AWES
Auxilium Girls School,2030012,TRIPURA,WEST TRIPURA,Via Kunjaban Bankumari Agartala 799006,799006,0381,"2351157 ,",26522,,celinefma9@yahoo.com,,2003,2/3/2003 12:00:00 AM,SISTER CELINE DCUNHA,0,"B.Com, B.Ed",23,38,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Auxlium Welfare Society
Berean English Medium School,2030037,TRIPURA,WEST TRIPURA,PO&PS- Mandwi,799004,,"9089602615 ,",,,berean444@gmail.com,http://www.berean.org.in,2001,4/4/2016 12:00:00 AM,Mr.Suman Debbarma,,"MA, Bed",6,10,Secondary School,Provisional,4/1/2017,31/3/2020,Berean Welfare Society
BHAVANS TRIPURA VIDYAMANDIR,2030004,TRIPURA,WEST TRIPURA,NARSINGARH PO BIMANGARH AGARTALA TRIPURA,799015,0381,"2342662 ,",529967,0891-2759088,swapnashome@gmail.com,,1996,11/12/2003 12:00:00 AM,SWAPNA SHOME,1,"m.sc., b.ed",14,14,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,BHARTIYA VIDYA BHAWAN
blessed andre english medium school,2030011,TRIPURA,WEST TRIPURA,bodhjungnagar p.o kamalghat via west tripura-799210,799210,0381,"2917425 ,",22458,03812342572,micvlracsc@gmail.com,,1986,6/10/1986 12:00:00 AM,MICHAEL VANLALRUATA CSC,2,"ba, bed",5,10,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,holy cross educational foundation
DEROZEO MISSION SCHOOL,2030019,TRIPURA,WEST TRIPURA,"Jambura, Khowai.",799202,3825,"223692 ,",,,sarkarsisirkhowai@gmail.com,,2004,1/16/2004 12:00:00 AM,SUTAPA ROY,0,"M.A., B.Ed",,,Secondary School,Provisional,1/4/2015,31/3/2020,DEROZEO(NGO)
Don Bosco School,2030029,TRIPURA,WEST TRIPURA,"Baijalbari, Khowai RAMCHANDRAGHAT",799201,0,"5201265 ,",,,juelekka@gmail.com,,2009,4/3/2009 12:00:00 AM,JUEL EKKA,0,"M.A, B.Ed",5,6,Secondary School,Provisional,1/4/2016,31/3/2019,Don Bosco Welfare Society
EKLAVYA MODEL RESIDENTIAL SCHOOL,2020004,TRIPURA,WEST TRIPURA,"RAJNAGAR, PO RAJNAGAR, KHOWAI, DISTT. TRIPURA",799207,3825,"296058 ,",296058,,mail1litan@gmail.com,,1985,4/30/2014 12:00:00 AM,LITAN DEB,0,"M.SC.(M), B.ED",,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2017,govt of sikkim
EKLAVYA MODEL RESIDENTIAL SCHOOL,2020002,TRIPURA,WEST TRIPURA,KHUMULWNG JIRNIA WEST TRIPURA,795150,961,"2285523 ,",03592322118,2323565,matilalpal2012@gmail.com,,1987,4/1/1991 12:00:00 AM,MATILAL PAL,2,"BA, BED",05,17,Senior Secondary,Provisional,1/4/2011,31/ 3/ 2016,NAVODAYA VIDYALAYA SAMITI
HINDI HIGHER SEC. SCHOOL,2020005,TRIPURA,WEST TRIPURA,"ABHOY NAGAR, KUNJAN AGARTALA, TRIPURA",799005,,",",,,,,1985,4/30/2014 12:00:00 AM,-,0,,,,Secondary School,Provisional,1/4/2006,31/3/2010,govt of sikkim
JAWAHAR NAVODAYA VIDYALAYA,2040001,TRIPURA,WEST TRIPURA,RAMACHANDRAGHAT KHOWAI WEST TRIPURA,799207,3825,"201963 ,",,,arvindt37@yahoo.com,,1988,,ARVIND TULJAGOND,,,,,Senior Secondary,Provisional,1/4/2011,31/ 3/ 2020,NAVODAYA VIDYALAYA SAMITI
KENDRIYA VIDYALAYA,2000007,TRIPURA,WEST TRIPURA,"NIT, AGARTALA, Post JIRANIA, DISTT. WEST TRIPURA, TRIPURA-799 045",400005,0381,"2546040 ,",,,principalkvnitagartala@gmail.com,,1963,1/25/2009 12:00:00 AM,MANOJ KUMAR,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2022,kendriya vidyalaya sangathan
KENDRIYA VIDYALAYA,2000001,TRIPURA,WEST TRIPURA,KUNJABAN AGARTALA TRIPURA,799006,0381,"2413363 ,",4208,265433,amitbaidya123@gmail.com,http://kvsecljamuna.com,1967,4/1/1991 12:00:00 AM,AMIT BAIDYA,1,"m.a.eng, b.ed., m. phil",1,11,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,2000002,TRIPURA,WEST TRIPURA,ONGC BASE COMPLEX AGARTALA TRIPURA,799014,0381,"2378980 ,",,,opnanda.jbp@gmail.com,,1983,4/1/1991 12:00:00 AM,OM PRAKASH NANDA INCHARGE PRINCIPAL,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2017,KENDRIYA VIDYALAYA SANGATHAN
kendriya vidyalaya,2000008,TRIPURA,WEST TRIPURA,"gc crpf, adarani, salbagan, agartala, tripura (w), tripura",799012,0381,"290760 ,",09862942438,,p_k_ramanand@yahoo.co.in,,1991,4/1/1991 12:00:00 AM,PAWAN KUMAR,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2021,navodaya vidyalaya samiti
kendriya vidyalaya,2000009,TRIPURA,WEST TRIPURA,"bsf teliamura, khasiamangal, bsf campus, distt. khowai, tripura",799205,3825,"262130 ,",08974279951,,gautam.mu10@gmail.com,,1975,4/1/1991 12:00:00 AM,MANISH GAUTAM,0,,,,Secondary School,Provisional,1/4/2016,31/3/2019,kendriya vidyalaya sangathan
MA ANANDAMAYEE VIDYAPEETH,2030013,TRIPURA,WEST TRIPURA,"Ratanmani Sarani, Palace Compound, Agartala.",799001,0381,"2324396 ,",,,ratnabhatta@gmail.com,,2003,2/8/2003 12:00:00 AM,Ratna Bhattacharya,0,"M.Sc (Maths), ICWAI (Inter), CAIIB (Part-1)",09,05,Secondary School,Provisional,1/4/2018,31/3/2023,SHREE SHREE ANANDAMAYEE SANGHA
Modern High School,2030026,TRIPURA,WEST TRIPURA,"Molay Nagar, Datta Palli, P.O. Renters Colony",799004,0381,"2317092 ,",,,modern.schooltrp@gmail.com,,1995,1/25/1995 12:00:00 AM,Sujit Dasgupta,0,"MA,B.Ed.",17,17,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Swami Vivekananda Educational & Research Trust
MONTFORT HIGHER SECONDARY SCHOOL,2030018,TRIPURA,WEST TRIPURA,CHAMPAK NAGAR P.O. TRIPURA WEST - 799 045,799045,0381,"2346401 ,",01832210230,,thanicken@gmail.com,,1993,6/21/1993 12:00:00 AM,Jinimon Thannickal Augusty,1,"M.A., M. ED.",12,24,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,INSTITUTE OF THE BROTHERS OF ST. GABRIEL SOCIETY: PROVINCE OF N. E. INDIA
MONTFORT SCHOOL,2030039,TRIPURA,WEST TRIPURA,"RANIRKHAMAR,MADHUBAN-799003",799003,,"0381-2913500 ,",,,peterveda@yahoo.com,,2010,1/17/2010 12:00:00 AM,MR.PETER VEDA,1,M.A/B.Ed,15,15,Secondary School,Provisional,1/4/2018,31/3/2021,"INSTITUTE OF THE BROTHERS OF ST. GABRIEL SOCIETY, PROVINCE OF N.E. INDIA"
new hindi sec school,2020006,TRIPURA,WEST TRIPURA,"khejurbagal, gowala basti, po katahalbagan, kunjaban, agartala, tripura west",799006,,"9436125383 ,",03812415482,,,,,,SH AMIYA SINHA,0,,,,Secondary School,Provisional,1/4/2014,31/3/2016,
Notre Dame Holy Cross High School,2030035,TRIPURA,WEST TRIPURA,"Moharpara, North Pulinpur, Teliamura, Khowai Tripura",799205,,"03825295905 ,",,,holycrossmoh@gmail.com,,1992,1/17/1992 12:00:00 AM,Mr.Agi Paul,,"M.A, B.ed",7,12,Secondary School,Provisional,1/4/2017,31/3/2020,Holy Cross Educational Foundation
PRANAVANANDA VIDYA MANDIR,2030005,TRIPURA,WEST TRIPURA,KANCHAN PALLI BADHARGHAT PO NTPC WEST TRIPURA AGARTALA,799014,0381,"2374855 ,",03812319030,,ratnamajumder91@gmail.com,,1995,4/2/1980 12:00:00 AM,RATNA MAJUMDER,1,"M. Com, B.Ed",14,22,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,BHARAT SEVASHRAM SANGHA
ramakrishna mission vidyalaya,2020007,TRIPURA,WEST TRIPURA,vivek nagar po- amtali tripura,799130,0381,"2370333 ,",2374222,,dinanathachaitanya@gmail.com,,2001,3/16/2005 12:00:00 AM,DINANATHACHAITANYA,1,ma,35,7,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,kailash memials
SACRED HEART HIGH SCHOOL,2030041,TRIPURA,WEST TRIPURA,"VILLAGE-MONAICHERRA,P/O-EAST BELCHERRA.",799201,,"09436127495 ,",,,ksacredhearths@gmail.com,,1996,1/15/1996 12:00:00 AM,Mr.Jacob Tripura,,B.Sc. B.ed,15,18,Secondary School,Provisional,1/4/2019,31/3/2022,DON BOSCO ASSOCIATION FOR HUMAN DEVELOPMENT
sri krishna mission school,2030007,TRIPURA,WEST TRIPURA,bholananda palli airpt road agartala tripura west,125055,0381,"2410567 ,",2203464,,skmsagt@rediffmail.com,,1991,4/5/2004 12:00:00 AM,Prafulla Ranjan Datta,1,m.sc. b.ed,13,05,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,bhakti vedanta sc & edu res trust
Sri Sri Ravishankar Vidyamandir,2030017,TRIPURA,WEST TRIPURA,"P.O.Agartala Airport Village-Dighalia, Patunagar Panchyet",799009,0381,"2341506 ,",,,ssrvm.agt11@gmail.com,http://www.agt.ssrvm.org,2001,1/17/2002 12:00:00 AM,Dr Juthika Bhattacharjee,0,M.Sc. B.Ed,6,34,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2018,Sri Sri Ravishankar Vidyamandir Trust
ST.JAMES HIGH SCHOOL,2030038,TRIPURA,WEST TRIPURA,"ST.JAMES HIGH SCHOOL,GONGARAI P.O.KENDRAICHERRA P.S.TAKARJALA JAMPAIJALA SUB-DIV DIST-SEPAHIJALA TRIPURA",799102,,"03821214300 ,",,,stjames579@gmail.com,http://www.stjames-school.in,1980,4/1/1980 12:00:00 AM,Mr.C.VANLALSAWMA,,MA.B.Ed,15,20,Secondary School,Provisional,4/1/2017,31/3/2020,St. James Society
St.Xavier's Higher Secondary School,2030014,TRIPURA,WEST TRIPURA,"Pathaliaghat, P.O Bishramganj, Tripura (W), 799103",799103,0381,"2910969 ,",,,condpanalexius@yahoo.com,,1986,1/6/1986 12:00:00 AM,ALEXIUS CONDPAN,0,"MCA, MBA(doing), B.Ed(doing)",8,18,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,St. Xavier''''s Welfare Society
Standard English School,2030040,TRIPURA,WEST TRIPURA,Kisong,799008,,"0381-2900666 ,",,,ses.kisong92@gmail.com,http://www.ses-kisong.com/,1990,3/21/1990 12:00:00 AM,MR.DIPANKAR DEBBARMA,1,"M.A. (English), B.Ed.",1,5,Secondary School,Provisional,1/4/2018,31/3/2021,Independent Church of India
SWAMI DHANANJOY DAS KATHIA BABA MISSION SCHOOL,2030020,TRIPURA,WEST TRIPURA,"10,JAIL ROAD,MATH CHOWMUHANI,P.O DHALESHWAR,AGARTALA,TRIPURA(WEST) PIN:-799007,INDIA",799007,,"03812315891 ,",,,kathiababa.agartala@gmail.com,,1995,7/24/1995 12:00:00 AM,RITA SINHA,,"B.A.,B.Ed.,DIPLOMA FROM UNICEF",10,15,Middle Class,Provisional,1/4/2011,31/3/2014,Dhananjaydas charitable Trust
SWAMI DHANONJOY DAS KATHIA BABA MISSION SCHOOL,2030023,TRIPURA,WEST TRIPURA,POTUNAGAR po-DURJOYNAGAR,799009,0381,"2341065 ,",,03812315891,prantikanath@gmail.com,http://www.sddkmissionschool.net,1995,7/24/1995 12:00:00 AM,PRANTIKA NATH,0,"M.A, B.ED",10,25,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,DHANONJOY DAS CHARITABLE TRUST
Synod Foundation English Medium School,2030024,TRIPURA,WEST TRIPURA,"P.O. Lefunga, PS Lefunga",799210,0381,"2865560 ,",,,ktkuki76@gmail.com,,2001,1/10/2001 12:00:00 AM,Kamthang Haokip,1,"B.A. (Hons), M.Ed.",10,15,Secondary School,Provisional,1/4/2016,31/3/2021,Evangelical Synod Society
The Agartala International School,2030025,TRIPURA,WEST TRIPURA,Chanmari East priya tilla Agartala,799006,,"0381 2306789 ,",,,rsingh.priyabrick@gmail.com,http://www.theagartalaschool.com,2011,2/4/2013 12:00:00 AM,Mrs.Nabmita Dev Acharya,0,Masters,3,8,Secondary School,Provisional,1/4/2016,31/3/2019,Chander Priya Educational Society
TRIPURESWARI VIDYA MANDIR,2030021,TRIPURA,WEST TRIPURA,"GANDHIGRAM, P.S.: AIRPORT, MOHANPUR SUBDIVISION, TRIPURA WEST",799012,0381,"2397114 ,",,,,,2005,1/2/2006 12:00:00 AM,PIJUSH KANTI SARKAR,0,M.A.,10,30,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,"VIDYA BHARATI SHIKSHA SAMITI, TRIPURA"
TWIMUK CHRISTIAN ACADEMY,2030031,TRIPURA,WEST TRIPURA,"VILL-KHAKCHANGMA HATHAI, P.O.-SUTARMURA, P.S.-BISHRAMGANJ, DIST-SEPAHIJALA",799102,,"9862288875 ,",7005201496,,twimukchristianacademy@gmail.com,,1999,1/1/1999 12:00:00 AM,Mr.Abhiram Debbarama,0,,,,Secondary School,Provisional,1/4/2016,31/3/2019,Twimuk Welfare Society.
