Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
KENDRIYA VIDYALAYA,1100044,MAHARASHTRA,AHMEDNAGAR,M.I.R.C SOLAPUR ROAD AHMEDNAGAR MAHARASHTRA,414110,0241,"2330145 ,",426006,2580425,alka_ag@rediffmail.com,,1987,1/25/2009 12:00:00 AM,ALKA N PAWAR,1,M.A. Ph.D. M.Ed.,09,29,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2022,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1100048,MAHARASHTRA,AHMEDNAGAR,V.R.D.E AHMEDNAGAR MAHARASHTRA,414006,0241,"2548426 , 341401",0241 - 2548624,2548426,sav102@rediffmail.com,www.kvvrde.com,1992,3/31/2011 12:00:00 AM,SAVITA YADAV,1,MSc BEd,14,17,Senior Secondary,Provisional,1/4/2011,31/ 3/ 2019,K V S
kendriya vidyalaya no.1,1100001,MAHARASHTRA,AHMEDNAGAR,"kariappa road (near ft) ahmednagar Distt, maharashtra",414002,0241,"2323936 ,",426006,245604,chandel.rd@gmail.com,http://www.kvjhabua.g,1963,7/27/2006 12:00:00 AM,RAM DAYAL CHANDEL,2,"m.a.hindi, psy. m.ed.",1,14,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,kendriya vidyalaya sangathan
Kissan International School,1130730,MAHARASHTRA,AHMEDNAGAR,"ChedeMala , Alkuti Road , Behind Kissan Chilling Plant.",414302,2488,"9130052381 ,",,,nilofarmomin011@gmail.com,,2013,6/13/2014 12:00:00 AM,Nilofar Anwar Momin,,"MA,Bed.",4,8,Secondary School,Provisional,1/4/2017,31/3/2020,KISSAN BAHUDESHYA SANTHA
Little Flower School Loni,1130223,MAHARASHTRA,AHMEDNAGAR,"Near B. PEd. College, Sadatpur Road, LONI (KD) Taluka Rahata, District Ahmednagar",413736,2422,"272501 ,",,02422 272501,swatikharde79@gmail.com,http://www.drvpf.org,2001,6/16/2001 12:00:00 AM,SWATI AVINASH KHARDE,0,"MA appeared, B.Ed, B. Com, LL.B",9,10,Secondary School,Provisional,1/4/2013,31/3/2018,"Dr. Vikhe Patil Foundation, Pune"
"Lotus English Medium School, Wadgaonpan",1130702,MAHARASHTRA,AHMEDNAGAR,A/P: Wadgaonpan Tal.Sangamner Dist. Ahmednagar,422614,,"02425261475 ,",,02425261475,lotusenglishmediumschool2015@gmail.com,http://www.lotusems.in,2013,6/3/2013 12:00:00 AM,Mr.Kurkute B.A,,"M.Com,B.Ed, GDC&A, DCM",5,5,Secondary School,Provisional,4/1/2017,31/3/2020,Late Matoshri Bhagirathi Sitaram Nighute Memorial Foundation
NIRMAL BRIGHT FUTURE SCHOOL,1130358,MAHARASHTRA,AHMEDNAGAR,NIRMALNAGAR,414502,0242,"02429-223555, ,",,02429223555,nirmalbfschool@gmail.com,,2010,6/14/2011 12:00:00 AM,MR.SATISH NARAYAN KURHE,1,M.Sc. B.Ed. D.S.A.,8,23,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,The Friends of The Depressed League
NORTHSTAR GLOBAL SCHOOL,1130604,MAHARASHTRA,AHMEDNAGAR,"23,RAJYA KARMCHARI SOCIETY,SAMTA NAGAR,SAVEDI",414003,0241,"6450184 ,",,0241-2429511,ashishpatole777@gmail.com,,2009,6/15/2009 12:00:00 AM,ASHISH RAMESH PATOLE,,"M.Phil MATHS,B.Ed",5,8,Secondary School,Provisional,1/4/2016,31/3/2019,MAHARASHTRA INSTITUTE OF EDUCATION AND DEVELOPMENT
Oasis English Medium School,1130704,MAHARASHTRA,AHMEDNAGAR,"Marahta Nagar, Nepti Road, Kedgaon Devi",414005,,"02412552005 ,",,,oasiskedgaon@gmail.com,,2005,6/12/2006 12:00:00 AM,Mrs.Bhalsing Shobha Namdeo,0,B.A.B.ed,6,18,Secondary School,Provisional,4/1/2017,31/3/2020,Bhairavnath Education Society
Padmashree Dr. Vithalrao Vikhe Patil Foundations English Medium School,1130696,MAHARASHTRA,AHMEDNAGAR,"At- Vadgaon Gupta, Post- MIDC, Vilad ghat, Ahmednagar- 414111",414111,241,"2778042 ,",,02412778042,dr.asp_zdi@rediffmail.com,http://www.pdvvpfa.org,2014,6/2/2014 12:00:00 AM,CHANDRIMA MUKHERJEE,,"M.A. B.Ed, English",02,13,Middle Class,Provisional,1/4/2017,31/3/2020,"Padmashree Dr. Vithalrao Vikhe Patil Foundation, Vilad ghat, Ahmednagar"
Parikrama Public School,1130314,MAHARASHTRA,AHMEDNAGAR,"A/p Kashti, Tal. Shrigonda, Dist Ahmednagar.",414701,2487,"232127 ,",33663,02487 232122,parikrama_psch@yahoo.in,,2006,6/25/2009 12:00:00 AM,JAMES VAN MAANEN,2,"M.A(English), B.Ed, B.A, ISC AND ICSE.",6,21,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Hon. Shri. Babanrao Pachpute Vichardhara Trust
PHOENIX ACADEMY,1130711,MAHARASHTRA,AHMEDNAGAR,"12/1-A, STATION ROAD",414001,,"0241-2356952 ,",,,varqaschool@gmail.com,,2013,1/7/2013 12:00:00 AM,Mrs.RUHIYA RAMIN HOSSEIN,,"M.COM, M. ED",26,23,Middle Class,Provisional,4/1/2017,31/3/2020,VARQA CHARITABLE INSTITUTION
Phoenix Academy,1130805,MAHARASHTRA,AHMEDNAGAR,A/P Arangaon Tal.Nagar Dist. Ahmednagar,414006,,"02412548018 ,",,02412548018,phoenixacademy12345@gmail.com,http://phoenixacademyschool.in,2013,6/16/2013 12:00:00 AM,MRS. MITALI SATISH BAJPAI,1,M.Sc.B.Ed,2,10,Secondary School,Provisional,1/4/2018,31/3/2021,Varqa Charitable Institution
Pravara Central Public School Pravaranagar,1130177,MAHARASHTRA,AHMEDNAGAR,"Pravaranagar, Rahata,",413712,2422,"252320 ,",2600490,02422 252789,swati.lokhande@pravara.in,,2008,6/16/2008 12:00:00 AM,Swati Lokhande,2,M.A. LLB,10,24,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,PRAVARA RURAL EDUCATION SOCIETY
RainBow International School,1130516,MAHARASHTRA,AHMEDNAGAR,"A/P -Jeur Kumbhari, Shirdi manmad road, tel. Kopargaon,",423601,91,"7410008212 ,",,,ushagundlapudi@gmail.com,http://www.rainbowschools.net,2011,6/15/2011 12:00:00 AM,G USHA S MURTHY,0,"B.Com, M.A. B.Ed.",2,16,Secondary School,Provisional,1/4/2018,31/3/2023,"Vishwabharati Rural Education Society, Nasik"
SADHVI PREETISUDHAJI INTERNATIONAL SCHOOL,1130497,MAHARASHTRA,AHMEDNAGAR,"AT - PIMPLAS, TALUKA - RAHATA, DISTRICT- AHMEDNAGAR, STATE - MAHARASHTRA.",423107,2423,"242314 ,",,02423 - 242674,principalspinscbse@gmail.com,,2013,6/17/2013 12:00:00 AM,MAHANKALI VISHNUVARDHAN SIVASWAMY,0,M.Sc.B.Ed.,8,5,Secondary School,Provisional,1/4/2017,31/3/2022,JIJAMATA EDUCATION SOCIETY
Sai Angels International School,1130635,MAHARASHTRA,AHMEDNAGAR,"Survey No.69/A,Tavale Nagar,Aurangabad Road",414002,0241,"2030252 ,",,,vikaschaudharijal@gmail.com,http://www.saiangel.com,2015,6/15/2015 12:00:00 AM,Vikas Gulab Chaudhari,,"Msc,B.ed,D.S.M",25,6,Secondary School,Provisional,1/4/2017,31/3/2020,Babaji Harji Karpe Patil Pratishthan
Samata International School,1130501,MAHARASHTRA,AHMEDNAGAR,"At/Post - Kokamthan, Tal- Kopargaon, Dist- Ahmednagar, Maharashtra",423601,2423,"225922 ,",,02423- 225557,varsha1963@gmail.com,http://www.samataschool.in,2012,6/15/2012 12:00:00 AM,VARSHA VASANT DESAI,0,"M.A. B.Ed., D.Ed. & F.C. in Spoken English",5,18,Secondary School,Provisional,1/4/2018,31/3/2023,Samata Charitable Trust
Sanjivani Academy,1130596,MAHARASHTRA,AHMEDNAGAR,At&post-Khirdiganesh Tal-Kopargaon Dist-Ahmednagar (Maharashtra),423603,2423,"9075900900 ,",,02423222682,principalacademy@sanjivani.org.in,http://www.sanjivaniacademy.org.in,2012,6/25/2012 12:00:00 AM,Vijay Avhad,,B.A.B.Ed.,12,15,Secondary School,Provisional,1/4/2016,31/3/2019,Sanjivani Rural Education Society
"Sanskruti Foundation, Rahuri",1130698,MAHARASHTRA,AHMEDNAGAR,A/p : Rahuri Tal. Rahuri Dist. Ahmednagar,413705,,"02426234040 ,",,02426234040,sanskrutifoundation2009@gmail.com,http://sanskrutifoundation.com,2009,6/1/2009 12:00:00 AM,Mr.D.R Pawar,,M.A.B.Ed,05,16,Secondary School,Provisional,1/4/2017,31/3/2020,"Mothers Education Society, Rahuri"
SANT JANAR DHAN SWAMI MOUNAGIRI MAHARAJ MAHARISHI VIDYA MANDIR,1130083,MAHARASHTRA,AHMEDNAGAR,KOKAMTHAN TAL KOPARGAON AHMED NAGAR MAHARASHTRA,423601,91,"8055285092 ,",09412714997,223225,princ.rpansare@gmail.com,http://www.rrmps.com,1873,6/2/2008 12:00:00 AM,RAJENDRA BABANRAO PANSARE,1,MAEng;MAAIH;BEd;LLB,15,16,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SH SANT SADGURU JANARDHAN SWAMI TR
SHRI BALASAHEB WANI CENTRAL SCHOOL,1130504,MAHARASHTRA,AHMEDNAGAR,"GANEGAON, RAHURI, AHMEDNAGAR, MAHARASHTRA",413706,91,"9689682123, ,",,,shribalasahebwanicentralschool@gmail.com,http://www.shribalasahebwanicentralschool.com,2009,6/15/2009 12:00:00 AM,MRS.LILAWATI VIVEKANAND JADHAV,1,"B. COM, B.A., B.ED",9,26,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,PRASAD GRAMIN SHIKSHAN SANSTHA
Shriram Academy,1130620,MAHARASHTRA,AHMEDNAGAR,"A/p Bhairavnathnagar (Gondhawani), Dighi Road, Shrirampur 413 709.",413709,,"02422 224446, 290446 ,",,,shriramacademy@yahoo.in,http://www.shriramacademy.in,2009,4/1/2009 12:00:00 AM,MRS.POTGHAN J. A.,1,"B.Sc., M.A., M.Ed.",11,16,Secondary School,Provisional,1/4/2018,31/3/2021,Shrirampur Education Society
St Michael's school,1130394,MAHARASHTRA,AHMEDNAGAR,"RALLI VILLA, SHOLAPUR ROAD, AHMEDNAGAR, MAHARASHTRA PIN CODE 414001",414001,0241,"2321529 ,",,,nondita66@hotmail.com,,2005,6/1/2005 12:00:00 AM,NONDITA DSOUZA,0,MA BEd,10,20,Secondary School,Provisional,1/4/2015,31/3/2020,V.Paul D''souza Society
STRAWBERRY ENGLISH MEDIUM SCHOOL,1130341,MAHARASHTRA,AHMEDNAGAR,"OPP, SUGAR FACTORY GATE, VELHALE VILLAGERD ,GHULEWADI,SANGAMNER",422605,0,"7588606745 ,",827879,02425-225784,ramesh010272@gmail.com,http://www.my.strawberryschool.com,2006,6/12/2006 12:00:00 AM,Ramesh Raghunath Dighe,0,B.A.BEd,09,29,Secondary School,Provisional,1/4/2015,31/3/2020,SHRI VYANKATESH EDUCATION SOCIETY
Takshila School Ahmednagar,1130308,MAHARASHTRA,AHMEDNAGAR,"Jamkhed Road, Near Armoured Centre Village - Bhingar, Ahmednagar",414002,0241,"2329118 ,",28562544,,ahmednagar.chiefmentor@takshilaschols.in,http://www.takshilaschools.in,2009,4/13/2009 12:00:00 AM,PRASAD PARDESHI,2,"M.A, B.Ed",4,9,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Maurya Educational Trust
The Icon Public School,1130616,MAHARASHTRA,AHMEDNAGAR,46/2 Station road Ahmednagar,414001,0241,"02412357337, ,",,,arana14@gmail.com,http://www.iconpublicschools.org/,2010,6/6/2010 12:00:00 AM,MRS. ARADHANA RANA,1,M. Sc B. Ed,11,16,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,SHARAD MUTHA EDUCATION TRUST
VIDYA NIKETAN INTERNATIONAL ACADEMY,1130600,MAHARASHTRA,AHMEDNAGAR,"VIDYANAGARI,PUNE-NASHIK HIGHWAY,NEAR ALEPHATA, A/P:BOTA, TAL-SANGAMNER, DIST-A.NAGAR, 422602",422602,4563,"09970830991 ,",,09970830991,vidyaniketan07@gmail.com,http://www.vnia.in,2013,11/1/2013 12:00:00 AM,MISS SUNITA KADAPPA,1,M.A.B.Ed.,2,9,Secondary School,Provisional,1/4/2018,31/3/2021,VIDYA NIKETAN GLOBAL INSTITUTE
VIDYANIKETAN ACADEMY,1130412,MAHARASHTRA,AHMEDNAGAR,"MAHADEV MALA, WARD NO.7 SHRIRAMPUR DIST.AHMEDNAGAR",413709,2422,"228012 ,",,02422-222347,pawardr1970@gmail.com,,2011,6/1/2011 12:00:00 AM,PAWAR DATTATRAYA RANGNATH,1,M.A.B.Ed,05,11,Secondary School,Provisional,1/4/2018,31/3/2023,"Adv Raosaheb Shinde Pratisthan, Shrirampur"
"Yash Academy,Sonai",1130608,MAHARASHTRA,AHMEDNAGAR,Yash Academy,414105,2427,"02427231408, ,",,,yashacademysonai@gmail.com,,2013,6/14/2013 12:00:00 AM,MRS. MANISHA MOHAN SATHE,1,"M.A. (Eng.), M.Phil.(Eco), B.Ed.",5,22,Secondary School,Provisional,1/4/2018,31/3/2021,MULA EDUCATION SOCIETY
Yashshree Academy,1130265,MAHARASHTRA,AHMEDNAGAR,"School: Babaestate,Village Dhangarwadi,Ahmednagar-Aurangabad road,Ahmednagar.",414001,0241,"2744055 ,",55270,,pandit20n@rediffmail.com,,2005,4/4/2005 12:00:00 AM,CYRIL AUGUSTINE PANDIT,2,"B.A,B.Ed",05,15,Secondary School,Provisional,1/4/2017,31/3/2019,Yash Creative Educational Trust
EMERALD HEIGHTS SCHOOL,1130121,MAHARASHTRA,AKOLA,BEHIND GEETA NAGAR BYE PASS AKOLA MAHARASHTRA,444001,0724,"2436411 ,",,,,,2003,4/1/2005 12:00:00 AM,SUBHASH JAYRAM BHAKRE,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,D D TULSHAN EDUCATION & SOC WEL SOC
JAWAHAR NAVODAYA VIDYALAYA,1140030,MAHARASHTRA,AKOLA,BABULGAOL (JAHAL)AKOLA MAHARASHTRA,444104,0724,"2258981 ,",233639,,jnvakola@gmail.com,,1993,4/30/2014 12:00:00 AM,SUMAN D BAILMARE,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2018,Navodaya Vidyalaya Samiti
JUBLI ENGLISH HIGH SCHOOL,1130214,MAHARASHTRA,AKOLA,"NEAR BABULGAON BUS STOP,AT KUMBHARI,AKOLA",444004,0724,"2258453 ,",26851517,0724 2431858,vmk.2012@rediff.com,,1978,7/1/1978 12:00:00 AM,Vandana Kulkarni,1,B.A. BCOM.B.ED,22,28,Secondary School,Provisional,1/4/2018,31/3/2019,AKOLA EDUCATION SOCIETY
"NOEL SCHOOL,",1130490,MAHARASHTRA,AKOLA,"Behind S.T. Workshop, Kaulkhed Road, AKOLA",444004,0724,"2454557 ,",,,anoshmanwar@gmail.com,http://www.noelschool.org,1992,7/1/1992 12:00:00 AM,ANOSH MANWAR,0,"B.A. , D.Ed. / B.Ed.",7,12,Secondary School,Provisional,1/4/2017,31/3/2022,"The Noel Multipurpose Education Society, Akola"
PODAR INTERNATIONAL SCHOOL,1130436,MAHARASHTRA,AKOLA,"SURVEY NO. 50/1, UMRI, AKOLA MAHARASHTRA.",444001,0724,"2450505 ,",,07242420910,principal.akola@podar.org,http://www.podareducation.org,2011,6/16/2011 12:00:00 AM,Neeta Talreja,1,"M.A, BEd",4,20,Secondary School,Provisional,1/4/2017,31/3/2022,Podar Education Trust
"Prabhat Kids School, Akola",1130426,MAHARASHTRA,AKOLA,"Washim Road, Opp. Hotel Ambika, Akola 444001",444001,0724,"2455018 ,",,0724-2453005,principalprabhat@gmail.com,http://www.prabhatkids.com,2003,6/28/2003 12:00:00 AM,kanchan Shrikrishna Patokar,0,"M. A. (Eng, Pol Sci)",7,8,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Prabhat Charitable Society
RDG PUBLIC SCHOOL,1130658,MAHARASHTRA,AKOLA,"BESIDE AKASHWANI,CIVIL LINES",444001,0724,"0724-2457307, ,",,,principalrdgpublic@rdgeducation.org,http://www.rdgeducation.org,2010,6/28/2010 12:00:00 AM,MR. PRAKASH P. DHORAN,1,"M.Sc., B.Ed.",3,17,Secondary School,Provisional,1/4/2018,31/3/2021,BHARTIYA SEVA SADAN
SCHOOL OF SCHOLARS,1130166,MAHARASHTRA,AKOLA,"MOUZA, KOULKHED, HINGNA ROAD, DIST. AKOLA, MAHARASHTRA",444602,0724,"2489284 ,",2319361,2453069,principal.soskk@mgsnagpur.org,,2004,1/4/2002 12:00:00 AM,MANISHA NITENDRA UMBARKAR,1,"M.A.,M.Ed",17,30,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,LATE RADHIKABAI MEGHE MAHILA SHIKSHAN SANSTHA
VIDYANCHAL The SCHOOL,1130676,MAHARASHTRA,AKOLA,"DATT MANDIR, AKOLA ROAD",444101,91,"8380840222 ,",,,shailaja.trivedi@gmail.com,http://www.vidyanchal.in,2015,6/22/2015 12:00:00 AM,SHAILAJA TRIVEDI,0,"BA, MA, M.Phill, Ph.D, B.Ed, CTE",7,16,Secondary School,Provisional,1/4/2017,31/3/2020,Shri Laxminarayan Bhutada Foundation for Education
Abhyasa English School,1130487,MAHARASHTRA,AMRAVATI,"Panchavati,Nagpur Road. Amravati",444603,0721,"2660206 ,",,,rekhasurve23@gmail.com,,2005,7/1/2005 12:00:00 AM,Rekha Nanasaheb Surve,0,"M.Sc,B.ed",16,11,Secondary School,Provisional,1/4/2017,31/3/2022,J.D.Patil Sangludkar Smruti Kendra
EKLAVAYA RESIDENTIAL SCHOOL,1120004,MAHARASHTRA,AMRAVATI,"CHIKHALDARA TAL CHIKHALDARA, NEAR RANJERS COLLEGES, DISTT AMRAVATI MAHARASHTRA",444807,0720,"230301 ,",9423610380,9579435821,sdeore34@gmail.com,,1992,6/12/1992 12:00:00 AM,SURESH NILKANTH DEORE,1,M.Sc.B.Ed.,11,11,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2018,NAVODAYA VIDYALAYA SAMITI
EKVIRA SCHOOL OF BRILLIANTS,1130576,MAHARASHTRA,AMRAVATI,"EKVIRA SCHOOL OF BRILLIANTS, DARYAPUR, JAHANPUR ROAD, DISTRICT AMRAVATI.",444803,7224,"202003 ,",,,chavhan_tushar@yahoo.com,,2007,1/7/2009 12:00:00 AM,TUSHAR S CHAVHAN,,"MA, BEd, MEd",3,5,Secondary School,Provisional,1/4/2016,31/3/2019,SHRI GANESH EDUCATION SOCIETY
"EKVIRA SCHOOL OF BRILLIANTS, MORSHI",1130701,MAHARASHTRA,AMRAVATI,"CHANDUR BAJAR ROAD, NEAR TALUKA AGRICULTURE OFFICE, MORSHI,DIST-AMRAVATI,MAHARASHTRA.",444905,,"07228222025 ,",,,chavhan_tushar@yahoo.com,http://www.esob.co.in/Morshi,2013,5/16/2013 12:00:00 AM,Mr.TUSHAR SURESHRAO CHAVHAN,,"M.Sc.(CPS),MBA(IT),B.Ed.",5,6,Secondary School,Provisional,1/4/2017,31/3/2020,"EKVIRA MULTIPURPOSE SOCIETY,WARDHA"
JAGDAMBA PUBLIC SCHOOL,1130695,MAHARASHTRA,AMRAVATI,"JAGDAMBA PUBLIC SCHOOL, BELORA ROAD, CHANDURBAJAR,DIST-AMRAVATI-444704",444704,,"09890722741 ,",,,tush.excel@gmail.cpom,,2013,8/19/2013 12:00:00 AM,Mrs.SONIYA A SHIRBHATE,,BSc.BEd.,6,8,Secondary School,Provisional,1/4/2017,31/3/2020,MUKTAI BAHHUDDESHIYA SANSTHA
JAWAHAR NAVODAYA VIDYALAYA,1140001,MAHARASHTRA,AMRAVATI,NAVSARI AMRAVATI MAHARASHTRA,444602,0721,"2530888 ,",577010,,sggawai19@gmail.com,,1986,6/12/1992 12:00:00 AM,SHAEBRAO GANPT GAWAI,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,NAVODAYA VIDYALAYA SAMITI
MAHARISHI PUBLIC SCHOOL,1130263,MAHARASHTRA,AMRAVATI,"New Ring Road, Opp.hotel Rajput, Navsari, Amravati, Maharashtra",444601,0721,"2531888 ,",,0721-2650400,sarita.amt217@gmail.com,,2009,6/22/2009 12:00:00 AM,Sarita R Dhole,2,M.A.B.Ed,4,19,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Purogami berojgar narl
NARAYANA VIDYALAYAM,1130830,MAHARASHTRA,AMRAVATI,"Behind MIDC Police Chowky, Old Bypass Road, Nimbhora (Khurd), Amravati.",444607,,"07212520416 ,",,-,nvamt.principal@gmail.com,http://www.nesnv.com,2016,6/27/2016 12:00:00 AM,MR. SACHIN MURLIDHAR BHELKAR,1,"M.A. (ENGLISH, FUNCTIONAL ENGLISH), B.ED., DSM",03,10,Middle Class,Provisional,1/4/2018,31/3/2021,"NAIRSONS EDUCATIONAL SOCIETY, NAGPUR"
NEW ORANGE CITY CONVENT,1130374,MAHARASHTRA,AMRAVATI,"NEAR S.T. STAND, WARUD, DISTT. AMRAVATI",444906,7229,"07229-232991, ,",,,noccwarud@gmail.com,http://www.noccwarud.com,1999,6/15/1999 12:00:00 AM,MRS.MADHURI BHONDE,1,"B.Sc. , B.Ed.",6,11,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,ORANGE CITY BAHUUDESHIYA SANSTHA
P R POTE PATIL INTERNATIONAL SCHOOL,1130179,MAHARASHTRA,AMRAVATI,"KATHORA RAOD, GANJANAN TOWNSHIP AMRAVATI",444602,0721,"2970339 ,",,,NAIRMANJUS22@GMAIL.COM,,2006,6/11/2001 12:00:00 AM,MANJULA SURESH NAIR,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,BACKWARD CLASS YOUTH RELIEF COMMITTEE
Podar International School,1130482,MAHARASHTRA,AMRAVATI,"Survey No. 84/2, Kathora, Opposite Pote Farm, Kathora Road,",444604,0721,"6004222 ,",,,principal.amravati@podar.org,http://www.podar.org/amravati,2012,6/21/2012 12:00:00 AM,Sudhir Mahajan,0,"M.A.B.Sc.,MBA,M.Ed",10,6,Secondary School,Provisional,1/4/2017,31/3/2022,Podar Literacy and Education Trust
