Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
PARAMOUNT ACADEMY,1030324,MADHYA PRADESH,BADWANI,"BARWANI ROAD, THIKRI, DISTT BADWANI, MADHYA PRADESH",451660,7284,"284699 ,",2758565,,paramountacademythikri@gmail.com,,1995,7/1/1995 12:00:00 AM,AASHISH PAGARE,2,"M.A., B.ED.",15,17,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,"ST. FRANCIS SOCIETY, PITHAMPUR"
Paramount Academy,1030265,MADHYA PRADESH,BADWANI,"Badwani Silwad Road Distt Badwani, Madhya Pradesh",452015,0729,"9893236500 ,",24359339,28765443,kuldeeppurohit@yahoo.co.in,http://www.ramjasap.com,2004,4/2/1980 12:00:00 AM,KULDEEP PUROHIT,2,"m.a., m.ed.",10,28,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,patidar education society
PRIME ACADEMY,1030545,MADHYA PRADESH,BADWANI,"BADWANI ROAD,RAJPUR",451001,7284,"280852 ,",07442502321,,sdaporkar1981@gmail.com,,2004,7/1/2004 12:00:00 AM,SUDHIR DAPORKAR,1,"M.A.B.ED,PGDCA",10,20,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,SHRIJI EDUCATIONAL SOCIETY
RAGHUWANSH PUBLIC SCHOOL,1030260,MADHYA PRADESH,BADWANI,NEAR SARASWATI COLONY SENDHWA DISTT BARWANI MADHYA PRADESH,451666,7281,"223647,9039301616 ,",9425449403,,rpssendhwa@rediffmail.com,,2000,7/1/1987 12:00:00 AM,S K Singh,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,RAGHUWANSH SHIKSHA PRASAR SAMITI
Rukmani Academy,1030942,MADHYA PRADESH,BADWANI,"Near Maa Narmada Vihar, Kukshi Manawar Bypass Road, Barwani",451551,,"07290200350 ,",,07282233250,rukmaniacad@gmail.com,,2015,4/1/2013 12:00:00 AM,Mr.Arvind Shukla,,"M.Sc. MCA, M.Ed.",15,17,Secondary School,Provisional,1/4/2017,31/3/2020,Swargiya Methab Singh Shikshan Samiti
SAKET INTERNATIONAL SCHOOL,1030974,MADHYA PRADESH,BADWANI,"BARWANI ROAD, ANJAD",451556,0,"9425000297 ,",,,principal@saketinternational.com,http://www.saketinternational.com,2016,4/1/2016 12:00:00 AM,KASHISH NAGWANI,,M.SC. M.ED.,10,17,Secondary School,Provisional,4/1/2017,31/3/2020,Reva (Sunil) Education Society
SENDHWA PUBLIC SCHOOL,1030190,MADHYA PRADESH,BADWANI,SHIV COLONY NIVOLI ROAD SENDHWA DISTT BADWANI MADHYA PRADESH,451666,7281,"223232 ,",07281228028,,rajkajmera@yahoo.com,,1994,7/3/2000 12:00:00 AM,Raj kumar Ajmera,1,M.A.BEd,15,24,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SENDHWA SHIKSHAN VIKAS SAMITI
ST. AUGUSTINES E. M. SCHOOL,1030487,MADHYA PRADESH,BADWANI,"SENDHWA, BADWANI, 451666",451666,7281,"224204 ,",,,sijimolmanuel@gmail.com,,2002,7/1/2002 12:00:00 AM,SIJI MANUEL,0,M.A.B.Ed.,5,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,ST.AUGUSTINE''S SOCIAL SERVICE SOCIETY
ST. MARY'S ENGLISH MEDIUM SCHOOL,1030319,MADHYA PRADESH,BADWANI,"ANNAD NAGAR, DISTT BADWANI, MADHYA PRADESH",451551,7290,"223198 ,",,,marybarwani@gmail.com,,2002,7/3/2000 12:00:00 AM,CELIMA CATHRINA LINDA,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SMT PADMAWATI SEVA SANSTHAN
THE ANGLO INTERNATIONAL SCHOOL,1030829,MADHYA PRADESH,BADWANI,"THE ANGLO INTERNATIONAL SCHOOL, OPP. GRAMIN POLICE THANA, BARDWANI ROAD, SENDHWA",451666,,"9425076505 ,",,,theanglo754@gmail.com,,2008,7/1/2008 12:00:00 AM,Mrs.YOGITA VYAS,,"M.S.T.C, B. ED.",07,05,Secondary School,Provisional,1/4/2016,31/3/2019,"JHALAKS PROGRESSIVE EDUCATION WELFARE SOCIETY, SENDHWA"
BALAGHAT ENGLISH HIGHER SECONDARY SCHOOL,1030735,MADHYA PRADESH,BALAGHAT,"Ward No.24, Surabhi Nagar Near Power House Balaghat",481001,7632,"241707 ,",,,nayudu.cv@gmail.com,,1993,1/7/1977 12:00:00 AM,C V NAYUDU,0,M.A.(Eng.) M.Ed,09,05,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Balaghat Education Society
DAV HCL PUBLIC SCHOOL MALANJKHAND,1030969,MADHYA PRADESH,BALAGHAT,TOWN SHIP MAIN ROAD,481116,7637,"257069 ,",,,rpm010766@yahoo.in,,2015,7/6/2015 12:00:00 AM,RAJENDRA PRASAD MISHRA,,M.SC. B ED.,10,25,Senior Secondary,Provisional,4/1/2017,31/ 3/ 2020,DAV COLLEGE TRUST AND MANAGEMENT SOCIETY
EKLAVYA MODEL RESIDENTIAL SCHOOL,1020013,MADHYA PRADESH,BALAGHAT,"UKWA, AT & PO UKWA,TEH. BAIHEV, DISTT. BALAGHAT, MADHYA PRADESH",481105,7636,"274600 ,",09425832161,,hcmahobe2016@gmail.com,,1975,7/3/2000 12:00:00 AM,HARICHAND MAHOBE,0,"M.SC, B.ED",,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,foc-in-c eastern naval command
Golden Tulip International School,1030739,MADHYA PRADESH,BALAGHAT,"Jodsadak katedhara,Nagpur road,katangi district,balaghat",481445,0763,"278261 ,",,,gtis.katangi@gmail.com,,2012,7/16/2012 12:00:00 AM,SHILPI DUTTA KHAN,0,"M.A.(Eng),B.Ed",8,18,Secondary School,Provisional,1/4/2014,31/3/2017,SUPARSHWANATH EDUVISION
GREEN VALLEY PUBLIC SCHOOL,1030572,MADHYA PRADESH,BALAGHAT,"VILLAGE: DONGARIYA, WARASEONI ROAD, BALAGHAT (M.P.)",481001,7632,"292444 ,",,07632-248001,PRAFULTIWARI210@YAHOO.COM,http://www.greenvalleymp.com,2010,7/5/2010 12:00:00 AM,PRAFUL TIWARI,0,"M.Com., M.Phil, B.Ed. PhD Schollar",06,11,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,"Adarsh Vardhman Educational Society, Balaghat"
GURUDEV INTERNATIONAL PUBLIC SCHOOL,1030822,MADHYA PRADESH,BALAGHAT,"NEAR KAYADI RAILWAY STATION, MOUJA KAYADI, POST - WARA SEONI, DIST BALAGHAT",481331,7632,"07633281555, ,",,,gips.balaghat@gmail.com,http://www.gurudevtheschool.org,2013,6/23/2013 12:00:00 AM,MR.CHARAN SINGH YADAV,1,MA B.Ed,3,14,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,gurudev shikshan samiti
IDEAL PUBLIC SCHOOL,1030815,MADHYA PRADESH,BALAGHAT,WARASEONI WARD NO 8 CHANDORI IN FRONT OF NAVODAYA VIDYALAYA WARASEONI,481331,0763,"280706 ,",,,ipschandori@gmail.com,,2011,7/1/2001 12:00:00 AM,ABDUL RUBB QURESHI,2,"M.sc, b.ed",6,10,Secondary School,Provisional,1/4/2015,31/3/2018,ANAND VIHAR SHIKSHA EVAM SAMAJ KALYAN SAMITI WARASEONI
JAWAHAR NAVODAYA VIDYALAYA,1040037,MADHYA PRADESH,BALAGHAT,AT MURJHAR TQ WARASEONI DISTT BALAGHAT MADHYA PRADESH,481331,7633,"253071 ,",251490,251260,poonams1964@gmail.com,,1987,3/31/2011 12:00:00 AM,POONAM RAJ SHARMA,1,"MA,BEd.",08,20,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2009,NVS
KENDRIYA VIDYALAYA,1000085,MADHYA PRADESH,BALAGHAT,"MALANJKHAND, HCL-MCP TOWN SHIP, TEHSIL-BAIHAR, DISTT. BALAGHAT, M.P.",481116,7637,"257097 ,",221664,,malanjkhandkv@gmail.com,,1993,4/1/1991 12:00:00 AM,AMIT DAHIYA,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,kendriya vidyalaya sangathan
KENRIYA VIDYALAYA,1000059,MADHYA PRADESH,BALAGHAT,BALAGHAT POST BHARWELI DISTT BALAGHAT MADHYA PRADESH,481102,7632,"245250 ,",566688,2384713,pankajjnvjain@gmail.com,http://www.kvcalicutone.o,1993,7/27/2006 12:00:00 AM,PANKAJ KUMAR JAIN,2,Msc. MEd,05,18,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,K V S
MAHARISHI VIDYA MANDIR,1030161,MADHYA PRADESH,BALAGHAT,BHATERA DISTT BALAGHAT MADHYA PRADESH,481001,7632,"240605 ,",42274,,satishchourasia23@gmail.com,,1992,6/2/2003 12:00:00 AM,SATISH KUMAR CHOURASIA,2,M.A. B.Ed.,04,08,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,MAHARISHI SHIKSHA SANSTHAN
Satpuda Valley Public School,1030641,MADHYA PRADESH,BALAGHAT,"Sahutola (Garra) , Lalburra Road , Balaghat",481001,7632,"205070 ,",,07632247739,227hkm@gmail.com,http://www.satpudaeducations.com,2010,4/1/2010 12:00:00 AM,HEMENDRA MISHRA,0,"M.Sc. , B.Ed.",1,5,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Maharana Pratap Shikshan Samiti
St. Mary's English Medium School,1030468,MADHYA PRADESH,BALAGHAT,"Bhatera, Ward No. 2, Balaghat, Madhya Pradesh - 481001",481001,7632,"9424389705 ,",,,srlalyjacob@gmail.com,,2000,3/1/2001 12:00:00 AM,LALY JACOB,2,"B.A., B.Ed.",15,25,Secondary School,Provisional,1/4/2013,31/3/2018,"Holy Angels Shiksha Samiti, Tegubehar Shamshi Teh & Distt Kullu (H.P)"
St. Vidhya Sagar Convent Higher Secondary School,1030496,MADHYA PRADESH,BALAGHAT,"Ward No. 6, Lalburra Road, TEHSIL WARASEONI,",481331,7633,"9111001039 ,",,07633-,kvchoudhary@gmail.com,,1999,3/25/1999 12:00:00 AM,USMAN KHAN,0,"M.A., B.Ed.",5,7,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2016,Waraseoni Tehsil Shiksha Samiti
DREAMZ PLAY (PUBLIC) SCHOOL,1030887,MADHYA PRADESH,BETUL,AMRAVATI ROAD MULTAI,460661,7147,"224406 ,",,,sonikasharmaav12@gmail.com,,2011,7/1/2011 12:00:00 AM,Sonika Avanish Sharma,0,"M.A., B.Ed., M. PHIL",01,01,Secondary School,Provisional,1/4/2016,31/3/2019,SATPUDA DREAMZ SAMITI MULTAI
EKLAVYA MODEL RESIDENTIAL SCHOOL,1020008,MADHYA PRADESH,BETUL,SHAHPUR DISTT BETUL MADHYA PRADESH,460440,7146,"273099 ,",290054,2358390,pemrsshp@gmail.com,,1991,4/1/1991 12:00:00 AM,SURENDRA KUMAR DONIWAL,1,"M.Sc., M.Phil., M.Ed.",10,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,NAVODAYA VIDYALAYA SAMITI
GURUSAHAB PUBLIC SCHOOL,1030954,MADHYA PRADESH,BETUL,AT SONPUR BETUL ROAD,460330,7145,"9425610037 ,",,,GURUSAHABPUBLICSCHOOL@GMAIL.COM,http://www.gurusahabeducationsociety.com/,2013,7/1/2013 12:00:00 AM,HARJEET SINGH GAHIR,,"M.PHIL,MCOM,BED",2,30,Middle Class,Provisional,1/4/2017,31/3/2020,GURUSAHAB PUBLIC EDUCATION SOCIETY
jawahar navodaya vidyalaya,1040033,MADHYA PRADESH,BETUL,prabhatpattan distt betul madhya pradesh,460665,7148,"256618 ,",450350,251260,SS.SUMAN26@GMAIL.COM,,1993,3/31/2012 12:00:00 AM,S N SHASTRI SUMAN,1,"ma,bed.",08,20,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Navodaya Vidyalaya Samiti
KENDRIYA VIDYALAYA,1000002,MADHYA PRADESH,BETUL,AIR FORCE STATION AMLA POST AMLA DEPOT BETUL DISTT MADHYA PRADESH,460553,7147,"289557 ,",40909,,lohar.kv@gmail.com,,1964,1/25/2009 12:00:00 AM,M L LOHAR,1,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2014,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1000013,MADHYA PRADESH,BETUL,SARNI BETUL MADHYA PRADESH,460447,7146,"278128 ,",558160,,hdharkar@gmail.com,,1976,1/25/2009 12:00:00 AM,HARI PRASAD DHARKAR,1,"M.Sc, B.Ed",5,19,Senior Secondary,Provisional,1/4/2011,31/ 3/ 2013,KENDRIYA VIDYALAYA SANGATHAN
kendriya vidyalaya,1000089,MADHYA PRADESH,BETUL,"at old subhash school campus, kothi bazar, betul, madhya pradesh",460001,7141,"236070 ,",09406575600,,kmanuelk@gmail.com,,1977,4/1/2005 12:00:00 AM,K MANUEL,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,kendriya vidyalaya sangathan
LITTLE FLOWER SENIOR SECONDARY SCHOOL,1030369,MADHYA PRADESH,BETUL,"SADAR, DISTT BETUL, MADHYA PRADESH",460001,7141,"238574 ,",02642-650484,,LFSSSBZU@GMAIL.COM,,1973,7/16/1973 12:00:00 AM,LEELAMMA MV,2,"M.A., B.Ed.",23,23,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,PUSHPAVAN SOCIAL WELFARE SOCIETY
m.g.m. hr.sec.school,1030558,MADHYA PRADESH,BETUL,"p.b.no.1,pathakheda p.o. ghadongri betul",460449,7146,"250221 ,",,,fr.kjlouis@gmail.com,www.mgmsarni.com,1997,7/1/1994 12:00:00 AM,FR Louis K J,0,"m.sc.,m.a., b.ed",13,24,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,st. thomas malankara thodox syrian church bhilai
PLS International School,1030886,MADHYA PRADESH,BETUL,"sukhadhana, sarni ghodadongri mainroad",460449,,"07146-252379 ,",,07146-252379,plsedusarni@gmail.com,http://www.plsedu.com,2013,7/7/2013 12:00:00 AM,Mr.lokesh soni,,"B.E, MBA , B.ED",01,10,Secondary School,Provisional,1/4/2016,31/3/2019,Puran Lal Soni Shiksha Samiti
R D Public school,1030350,MADHYA PRADESH,BETUL,"Kala patha , Near Kali chattan, Distt Betul, Madhya Pradesh",460001,7141,"233592 ,",,-07141-231113,hemantkumar_meher@rediffmail.com,,2004,7/1/2004 12:00:00 AM,HEMANT KUMAR MEHER,1,M.SC B Ed.Ph.D Ecology,0,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,Ram Krishna Shiksha Samiti
SATPURA VALLEY PUBLIC SCHOOL,1030294,MADHYA PRADESH,BETUL,ITARSI ROAD SONAGHATI BETUL MADHYA PRADESH,460001,0,"0 ,",,,shankaracharya2006@gmail.com,,2001,4/1/2001 12:00:00 AM,Shankar Jagadal,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,CHAND PROMO DAGA MEMO SAMITI
SHRI VINAYAKAM SCHOOL,1030889,MADHYA PRADESH,BETUL,"AMBEDKAR WARD, BHUJALIYA GHAT TIKARI",460001,7141,"07141-231644 ,",,,shrivinayakambetul@yahoo.com,http://www.shrivinayakam.org,2012,7/1/2013 12:00:00 AM,MR. SANJAY RATHORE,1,M.A. B.Ed.,14,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Shri Gajanand Shiksha Avam Samaj Kalyan Samiti
ST.FRANCIS SCHOOL,1030472,MADHYA PRADESH,BETUL,"MOR DONGARI ROAD, SARNI,BETUL DISTT. M.P.",460447,7146,"256901 ,",044-24724790,,SINCITTAA@GMAIL.COM,,2002,7/1/2002 12:00:00 AM,CICILY PARAMBY JOSEPH SINCITTA,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,FRANCISCAN CLARIST SOCIETY
VASANT INTERNATIONAL PUBLIC SCHOOL,1030849,MADHYA PRADESH,BETUL,"NH-47,NAGPUR ROAD,THAWARIYA",460661,8725,"9009423044 ,",01905-260699,,vipsmultai123@gmail.com,http://www.vipsmultai.com,2013,7/1/2013 12:00:00 AM,Mr.B.L.SAHU,1,M.SC. BED,15,25,Secondary School,Provisional,1/4/2019,31/3/2020,SWAMI SAMARTH SAIKSHNIK EVAM SANSKRITIK SANSTHAN SAMITI
Vidya Anand Children Academy,1030996,MADHYA PRADESH,BETUL,"Vijay Nagar, Multai road",460110,,"07144286572 ,",,07144286572,Buntykatol@gmail.com,,2008,7/1/2008 12:00:00 AM,Mr.Dwarika Prasad Baser,0,"M A, ME.d",10,09,Secondary School,Provisional,1/4/2017,31/3/2020,"Anand Kamal Shikshan Samiti, Athner"
CHAUDHARY CENTRAL CONVENT SCHOOL,1030730,MADHYA PRADESH,BHIND,LASKAR ROAD BHIND,477001,91,"9412427341 ,",,07534230615,mks.principal@gmail.com,,1983,7/27/2017 12:00:00 AM,MUKESH KUMAR SHARMA,0,"Msc, B.ed",,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,SMT SURUJA DEVI SIKSHA PRASAR SAMITI BHIND MP
City Central School,1030240,MADHYA PRADESH,BHIND,"shri bankey bihari shiksha samiti bhawan, near dak banglow ater road, bhind Madhya Pradesh",477001,7534,"233784 ,","8458811322, 8458811323",235383,satishsharmas836@gmail.com,,1989,7/3/2000 12:00:00 AM,SATISH KUMAR SHARMA,1,m.a.english b.ed.,7,15,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,shri b b shiksha prasar samiti
Excellence Valley International School,1030933,MADHYA PRADESH,BHIND,"Near Bharat Gas Godown, New Railway Station, Ater Road, Bhind",477001,9926,"44119 ,",,,info.excellencevalley@gmail.com,,2012,4/1/2012 12:00:00 AM,Raghvendra Singh Kushwaha,,M.A B.ED,8,15,Secondary School,Provisional,1/4/2017,31/3/2020,Excellence Valley Pollution Health And Education Society
I P S ACADEMY,1030202,MADHYA PRADESH,BHIND,KEERAT PURA BYE PASS ROAD BHIND MP,477001,7534,"240248 ,",,,ipsacademy2@gmail.com,,2001,3/16/2001 12:00:00 AM,ROOPENDRA PRASAD SHRIVASTAVA,0,"MA, B.Ed, M.PEd",12,12,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,MRATUNJAYA JAN KALYAN SAMITI
JAWAHAR NAVODAYA VIDYALAYA,1040021,MADHYA PRADESH,BHIND,BIRKHADI BHIND MADHYA PRADESH,477335,7529,"290003 ,",81236,,aktjnv63@gmail.com,,1987,,ANIL KUMAR TIWARI,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2024,NAVODAYA VIDYALAYA SAMITI
K R EDUCATION CENTRE,1031044,MADHYA PRADESH,BHIND,VILL RARI POST MIHONA DIS. BHIND,477441,,"9009585602 ,",,,krecrari@gmail.com,,2016,6/9/2016 12:00:00 AM,DR. ARCHANA MISHRA,1,P.HD.,13,24,Secondary School,Provisional,1/4/2018,31/3/2021,DEVI SARASWATI SHIKSHA AVAM SAMAJIK SEWA SAMITI
KENDRIYA VIDYALAYA,1000068,MADHYA PRADESH,BHIND,LAHAR ROAD NEAR ITI CAMPUS BHIND MADHYA PRADESH,477001,7534,"242436 ,",242443,242258,kv123bhind@gmail.com,,1993,7/27/2006 12:00:00 AM,R S MEENA,2,MA B.Ed.,2,28,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
M G D EDUCATION ACEDMY,1030787,MADHYA PRADESH,BHIND,GRAM JAMNA POST JAMNA BHIND MP,477001,9617,"782756 ,",,07534242441,kuldeep9755@gmail.com,,2011,6/24/2011 12:00:00 AM,KULDEEP KUMAR MISHRA,0,MA MED,5,10,Secondary School,Provisional,1/4/2018,31/3/2023,SHRI KALESHWAR SHIKSHA EVAM SAMAJ KALYAN SAMITI BHIND MP
M P EDUCATION ACADEMY,1030975,MADHYA PRADESH,BHIND,VILL- JALPURA POST PRATAPPURA TEH. ATER,477555,7534,"283455 ,",,07534-233225,mpeduacademyjalpura@gmail.com,,2007,7/1/2007 12:00:00 AM,ARUN PARASHAR,,"MA, BED",03,07,Secondary School,Provisional,4/1/2017,31/3/2020,CITY CENTRAL SHIKSHA PRASAR SAMITI
MODEL SCHOOL BHIND (MP),1030427,MADHYA PRADESH,BHIND,"GWALIOR ROAD, NEAR SHIVHARE PETROL PUMP, BHIND",477001,7534,"244119 ,",2421525,07534234151,modelschool44@gmail.com,,2002,7/1/2002 12:00:00 AM,Vinod Gupta,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,AHINSA SWAYAMSEVAK SOCIAL AND EDUCATIONAL DEVELOPMENT COMMITTEE
PROGRESSIVE PUBLIC SCHOOL,1030238,MADHYA PRADESH,BHIND,LAHAR DISTT BHIND MADHYA PRADESH,477001,7529,"9826623921 ,",07529252750,0751253001,UMASHANKARKHARE11@GMAIL.COM,,1998,7/3/2000 12:00:00 AM,UMASHANKAR KHARE,1,M.Sc.,10,05,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,"SAMTA TRUST SAHAR, DISTT BHIND"
RAJENDRA CONVENT SCHOOL,1030026,MADHYA PRADESH,BHIND,SHASTRI NAGAR GWALIOR ROAD BHIND MADHYA PRADESH,477001,91,"8821089880 ,",09926219262,,rcsbhind@gmail.com,,1971,4/2/2007 12:00:00 AM,SHARAD KATARE,1,"M.SC., B.Ed",10,10,Secondary School,Provisional,1/4/2004,31/3/2009,RAJENDRA SHIKSHA PRASAR SAMITI BHIN
SANSKAR SHIKSHA ACADEMY,1030874,MADHYA PRADESH,BHIND,"SANSKAR SHIKSHA ACADEMY, PORSA ROAD, GORMI, BHIND, M.P.",477660,7527,"286271 ,",,,shivrajparmar09@gmail.com,http://www.sanskarshikshaacademy.com,2009,4/1/2009 12:00:00 AM,SHIVRAJ SINGH PARMAR,,M.A. B.Ed.,4,5,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,"Gokul Singh Parmar Shiksha Prasar Samiti, Gormi, Bhind, M.P."
SCHOLARS PUBLIC SCHOOL,1030710,MADHYA PRADESH,BHIND,YADUNATH NAGAR BHIND (M.P.),477001,7534,"240054 ,",,07534240054,spsbhind@gmail.com,http://scholarspublicschoolbhind.com,2006,4/1/2007 12:00:00 AM,SUDHIR MISHRA,0,M.A. B.Ed,7,5,Secondary School,Provisional,1/4/2017,31/3/2022,SHRI KRISHNAY VASUDEVAY VEDANT LOK NYAS BHIND
shining glorious scholars public school,1030563,MADHYA PRADESH,BHIND,raun bhind,477335,0752,"285506 ,",,,PRINCIPAL.SGSPS@GMAIL.COM,,2004,7/1/2004 12:00:00 AM,SANJAY DIKSHIT,0,"M.A ,B.Ed",5,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Anirudh krishnapal bahu uddeshiya shiksha prasar samiti
SHRI RAMJI LAL HIGHER SECONDARY SCHOOL,1030381,MADHYA PRADESH,BHIND,"Soni Distt. Bhind, M.P.",477557,7527,"288464 ,",-,,jyotitiwari19@gmail.com,,1989,7/1/1989 12:00:00 AM,JYOTI TIWARI,2,"M.Sc., B.Ed.",20,15,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Sombhri Vikas Samiti
