Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
KALAIMAGAL VIDYALAYA HIGH SCHOOL,1930123,TAMILNADU,CHENNAI,180 S N CHOTTY STREET ROYA PURAM MADRAS TAMIL NADU,600013,,"555740 ,",,,,,1935,,MRS RANI CHANDRAN,0,,,,Secondary School,Provisional,1/4/1989,31/3/1992,
KENDRIYA VIDYALAYA,1900020,TAMILNADU,CHENNAI,ISLAND GROUND PALLAVAN SALAI CHENNAI TAMIL NADU,600002,044,"25360191 ,",8530232,0744244010,ranirajan20@gmail.com,http://www.kvno1kota.nic,1981,1/25/2009 12:00:00 AM,RANI RAJAN,1,"ph.d. m.sc., m.ed.",15,15,Senior Secondary,Provisional,1/4/2002,31/ 3/ 2007,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1900001,TAMILNADU,CHENNAI,I I T CAMPUS CHENNAI TAMIL NADU,600036,044,"22570907 ,",6285746,27488100,manickasamy@yahoo.co.in,ww.kv2kalpakkam.tn.nic.in,1964,4/1/1991 12:00:00 AM,Dr M MANICKASAMY,1,"M.Sc., B.Ed.,",,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2021,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1900003,TAMILNADU,CHENNAI,H V F AVADI CHENNAI TAMIL NADU TAMIL NADU,600054,044,"26385867 ,",05966-220667,,veganpgtkv@rediffmail.com,http://www.kvranikhet.com,1966,4/1/1991 12:00:00 AM,V GANESAN,1,MA B Ed,4,34,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2017,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1900019,TAMILNADU,CHENNAI,DR. NATESAN SALAI ASHOK NAGAR CHENNAI TAMIL NADU,600083,044,"29810112 ,",4891243,0744244010,prabhapm64@gmail.com,http://www.kvno1kota.nic,1981,1/25/2009 12:00:00 AM,ANANTHAN E,1,"Ph.D. M.Sc., M.Ed.",15,15,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1900022,TAMILNADU,CHENNAI,D G Q A COMPLEX PAZHAVANTHANGAL CHENNAI TAMIL NADU,600114,044,"22240739 ,",2333282,0744244010,rveelakshmi@gmail.com,http://www.kvno1kota.nic,1984,1/25/2009 12:00:00 AM,R VIJAYALAKSHMI,1,"ph.d. m.sc., m.ed.",15,15,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2009,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1900025,TAMILNADU,CHENNAI,MANDAPAM CAMP MARINE FISHERIES POST RAMANATHAPURAM DISTT. TAMIL NADU,623520,0457,"3241561 ,",41483,27488100,kvmandapam@yahoo.com,ww.kv2kalpakkam.tn.nic.in,1987,4/1/1991 12:00:00 AM,S ARUMUGAM,1,"m.sc., b.ed.,",,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1900028,TAMILNADU,CHENNAI,"G P R A CAMPUS TIRUMANGALAM ANNA NAGAR CHENNAI, TAMILNADU",600040,044,"26158780 ,",82429,,s.vallabhanselvi@yahoo.co.in,,1987,4/1/1991 12:00:00 AM,S VALLABHAN,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
kendriya vidyalaya no.1,1900005,TAMILNADU,CHENNAI,a f s tambaram selaiyur chennai tamil nadu,600073,044,"22290350 ,",2345764,,prasannakumari.n@gmail.com,,1964,1/25/2009 12:00:00 AM,N PRASANNA KUMARI,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,kendriya vidyalaya sangathan
KENDRIYA VIDYALAYA NO.2,1900017,TAMILNADU,CHENNAI,AFS MADAMBAKKAM CAMP SELAIYUR PO CHENNAI TAMIL NADU,600046,044,"22294403 ,",2390307,,prasannakumari97@yahoo.com,http://www.kv1kochi.org,1983,4/1/1991 12:00:00 AM,PRASANNA KUMARI N,2,MSc. BEd.,7,17,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KOLA SARASWATHI VAISHNAV SR SEC SCHO,1930048,TAMILNADU,CHENNAI,NO.22 BARNABY ROAD KILPAUK CHENNAI TAMIL NADU,600010,044,"26411512 , 6402839",3760562,,sundaripn@gmail.com,http://dpsvndadri.com/,1975,4/1/2005 12:00:00 AM,P N SUNDARI,2,20,20,20,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,SHRIVALLABHACHARYA VIDYA SABHA
KOLAPERUMAL CHETTY VAISHNAV S S SCHO,1930026,TAMILNADU,CHENNAI,437 E V R PERIYAR HIGH ROAD ARUMBAKKAM CHENNAI TAMIL NADU,600106,044,"23631819 ,",4751819,0744232323,lneelakantapillai@gmail.com,,1972,6/25/2007 12:00:00 AM,L NEELAKANTA PILLAI,0,MA.B.Ed,17,10,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,SHRI VALLABHACHARYA VIDYA SABHA
KRM Public School,1930658,TAMILNADU,CHENNAI,"Block No. 11.(T.S.No.32/1 (Part) 37/1,37/2,37/3,37/4,37/5) Shanthi Nagar 2nd Lane, Sembium Village, M H Road, Perambur, Chennai-600011.",600011,044,"04425514508, ,",,04425514508,krmpublicschool@gmail.com,http://krmpublicschool.org,2015,6/1/2015 12:00:00 AM,MR. D.P. SIVA SAKTIBALAN,1,M A M Phil M Ed,6,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Kaligi Ranganathan JJ Educational Trust
Maharishi School Of Excellence,1930361,TAMILNADU,CHENNAI,"P.T.C. Colony, Pallavanagar, Thiruverkadu, Chennai",600077,044,"26801616 ,",9963185544,,prabha8787@gmail.com,,1992,6/15/1992 12:00:00 AM,SUPRABHA SINGH,2,"M.Sc., B.Ed., PhD",10,15,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Maharishi Shiksha Sansthan
METRO ENGLISH MEDIUM SCHOOL,1930094,TAMILNADU,CHENNAI,9 VELLALA STREET KODAMBAKKAM MADRAS TAMIL NADU,600024,,"3720516 ,",4830062,,,,1970,4/1/2005 12:00:00 AM,S KAMALA,0,,,,Secondary School,Provisional,1/4/2018,31/3/2019,METRO EDUCATIONAL SOCIETY
Narayana e-Techno School,1930653,TAMILNADU,CHENNAI,Chennai TN 600041,600041,044,"42872206 ,",,,cheecr.etechno@narayanagroup.com,http://narayanagroup.com,2014,6/2/2014 12:00:00 AM,SAPNA SANKALA,0,"B Sc Physics, M Sc, Computer Science, E. Ed.",4,10,Secondary School,Provisional,1/4/2016,31/3/2019,Narayana Education Trust
Narayana e-Techno School,1930672,TAMILNADU,CHENNAI,"551 PH Road, Near Shan Royal Hotel, Arumbakkam",600106,044,"45512206 ,",,,cheab.etechno@narayanagroup.com,http://www.narayanagroup.com,2014,6/2/2014 12:00:00 AM,USHA VENKATESH,,"B Sc, M Phil English, M Ed.",9,18,Secondary School,Provisional,1/4/2016,31/3/2019,Narayana Education Trust
NARAYANA e-TECHNO SCHOOL,1930889,TAMILNADU,CHENNAI,"PLOT NO:R-96,S.NO:100/3B1,MUTHAMIZH NAGAR,KODUNGAIYUR-PH-2",600118,,"044-42612204 ,",,044-4,sureshm@narayanagroup.com,http://www.narayanaschools.in,2016,6/15/2016 12:00:00 AM,MRS.FATHIMA,1,"B.A,M.B.A,B.Ed",5,9,Secondary School,Provisional,1/4/2018,31/3/2021,narayana educational society
NARAYANA e-TECHNO SCHOOL,1930895,TAMILNADU,CHENNAI,"NO:66/67,BASIN BRIDGE ROAD, CHENNAI",600021,,"044-42612204 ,",,,sureshm@narayanagroup.com,http://www.narayanagroup.com,2016,6/15/2016 12:00:00 AM,MRS. GAYATHRI.R,1,"B.E,B.ED(MATHEMATICS)",6,5,Secondary School,Provisional,1/4/2018,31/3/2021,Narayana Educational Society
Narayana eTechno School,1930772,TAMILNADU,CHENNAI,"No.240-D, ‘B’ Block, Samy Ramalinga Colony,3rd Cross Road, Ponniamman medu, Chennai- 110 (Near Kolathur Vazhathoppu.)",600110,,"04442612204 ,",,,pushpalathak@narayanagroup.com,http://www.narayanaschools.in,2016,6/15/2016 12:00:00 AM,Mrs.CHADHALAVADA SWARNALATHA,,"M.A, M.phil, B.Ed",6,20,Secondary School,Provisional,1/4/2017,31/3/2020,Narayana Educational Society
Narayana eTechno School,1930779,TAMILNADU,CHENNAI,"No.51, New Kumaran Nagar Road, Sozhinganallur, Chennai - 600119. (Behind Pushkar Ramaniyam apartments.)",600119,,"04449579823 ,",,,pushpalathak@narayanagroup.com,http://www.narayanaschools.in,2016,6/15/2016 12:00:00 AM,Mrs.RADHIKA RADHAKRISHNAN,,"B.SC, M.A , B.Ed",5,16,Secondary School,Provisional,1/4/2017,31/3/2020,Narayana Educational Society
Narayana Olympiad School,1930763,TAMILNADU,CHENNAI,"NO.1, 1ST STREET, KAMADHENU NAGAR, MOGAPPAIR EAST, CHENNAI-600037.",600037,,"04443585442 ,",,,pushpalathak@narayanagroup.com,http://www.narayanaschools.in,2016,6/15/2016 12:00:00 AM,Mrs.FATHIMA,,"B.A, MBA, B.Ed",7,7,Secondary School,Provisional,1/4/2017,31/3/2020,Narayana Educational Society
Narayana Olympiad School,1930920,TAMILNADU,CHENNAI,"No. 220 / 6 Om Shakthi Nagar, Chettiar Agaram, Vanagaram Village, Porur, Chennai 116.",600116,,"04442612204 ,",,,pushpalathak@narayanagroup.com,http://www.narayanaschools.in,2016,6/15/2016 12:00:00 AM,Mr.RAGHAVENDHRA,,"M.SC, B.ED",5,5,Secondary School,Provisional,1/4/2018,31/3/2021,Narayana Educational Society
NATIONAL PUBLIC SCHOOL,1930006,TAMILNADU,CHENNAI,228 AVVAI SHANMUGAM ROAD GOPALAPURAM CHENNAI TAMIL NADU,600086,044,"28351973 , 8222381",8252655,,mayashiv@hotmail.com,,1970,7/25/1983 12:00:00 AM,MAYA SIVARAMAKRISHNAN,1,m.a.b.ed.,14,10,Senior Secondary,Provisional,1/7/1977,31/ 3/ 2019,CITIZENS EDUCATION SOCIETY
ORDNANCE CLOTHING FACTORY SCHOOL,1980002,TAMILNADU,CHENNAI,AVADI CHENNAI TAMIL NADU,600054,044,"6385080 , 6381285",6385080,,jvsss@yahoo.com,,1974,6/2/1997 12:00:00 AM,R B MANDAL,2,M.A. M.Ed,5,31,Secondary School,Provisional,1/4/2014,31/3/2021,MINISTRY OF DEFENCE
P S B B SENIOR SECONDARY SCHOOL,1930023,TAMILNADU,CHENNAI,NO.7 LAKE AREA FIRST MAIN ROAD NUNGAMBAKKAM CHENNAI TAMIL NADU,600034,044,"28172459 , 8278842",8545327,,principalngm@psbbschools.ac.in,,1958,4/1/1991 12:00:00 AM,VASANTHI S,1,,,,Senior Secondary,Provisional,1/5/1983,31/ 3/ 2019,BALA BAVAN EDUCATIONAL TRUST
P S B B SENIOR SECONDARY SCHOOL,1930040,TAMILNADU,CHENNAI,11 ALAGIRISAMY SALAI K K NAGAR CHENNAI TAMIL NADU,600078,044,"23664251 , 4839165",4919602,,principalkkn@psbbschools.ac.in,,1976,4/1/1991 12:00:00 AM,GEETHA GOVINDARAJAN,1,,,,Senior Secondary,Provisional,1/5/1985,31/ 3/ 2019,BALA BHAVAN EDUCATIONAL TRUST REGD
P S SENIOR SECONDARY SCHOOL,1930032,TAMILNADU,CHENNAI,15 ALARMELMANGAPURAM MYLAPORE CHENNAI TAMIL NADU,600004,044,"24640656 , 4956021",28142005,24643408,lspsschool@gmail.com,,1976,7/25/1983 12:00:00 AM,Dr.Revathy Parameswaran,0,m.phill Ph.D,,,Senior Secondary,Provisional,12/11/1993,31/ 3/ 2019,P S EDUCATIONAL SOCIETY
Padmashree CBSE School,1930739,TAMILNADU,CHENNAI,"Vanasakthi Nagar Extn., Kolathur",600099,044,"32001575 ,",,04432001575,sabucsc@yahoo.com,http://www.padmashreeschool.com,2014,6/12/2014 12:00:00 AM,K D Sabu,,"M.A., M.Phil,, B.Ed.",15,10,Secondary School,Provisional,1/4/2017,31/3/2020,Padmashree Educational Foundation
PON VIDYASHRAM,1930212,TAMILNADU,CHENNAI,"SAPTHAGIRI NAGAR ARCOT ROAD, VALASARAVAKKAM CHENNAI, TAMILNADU",600008,044,"24767072 ,",0484,,USHA_BRILLIE@YAHOO.CO.IN,http://www.ipsaluva.com,1993,6/25/2007 12:00:00 AM,USHA S,2,"MSc.,MPhil,BEd.",10,22,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,THAIKKATTUKARA J EDU & CHARI TRUST
"PON VIDYASHRAM UNIQUE SCHOOL,",1930179,TAMILNADU,CHENNAI,VIDYASHRAM GARDENS OPP VGP GOLDEN BEACH EAST COAST ROAD INJAMBAKKAM CHENNAI TAMIL NADU,600041,044,"65551032 ,",8231803,,helen.pvg@gmail.com,,1996,4/1/2009 12:00:00 AM,HELEN XAVIER,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,PONNAMAL EDUCATIONAL TRUST
PRINCE SRIVARI VIDYALAYA,1930654,TAMILNADU,CHENNAI,"93 COLLEGE ROAD, NANGANALLUR",600114,044,"22240540 ,",,,bsuganthi.rao@gmail.com,,2013,6/12/2013 12:00:00 AM,SUGANTHI B,,"M.A.,M.Ed.,M.Phil.",05,20,Secondary School,Provisional,1/4/2016,31/3/2019,Prince Educational Trust / Society
railway higher secondary school,1980017,TAMILNADU,CHENNAI,"english medium, no. 26 siruvallur main road, perambur , chennai- 600011",,,",",,,,,,1/28/2019 12:00:00 AM,.,0,,,,Secondary School,,Secondary School,,Secondary School
reserve bank staff quarters school,1930117,TAMILNADU,CHENNAI,r b i staff qtrs besant nagar chennai tamil nadu,600090,044,"24919285 ,",4401803,,kanakarangan@gmail.com,,1976,6/5/2000 12:00:00 AM,Dr S Kanakavalli,1,m.a. b.ed.,15,20,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,welfare association of rbi employee
S P D H SINDHI MODEL SR SEC SCHOOL,1930029,TAMILNADU,CHENNAI,1 DAMODARA STREET KELLYS. CHENNAI TAMIL NADU,600010,044,"26442454 ,",9840373277,,padmanabhan.tmj@gmail.com,,1975,7/25/1983 12:00:00 AM,K.N Rukmini,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,SINDHI EDUCATIONAL SOCIETY MADRAS
SAIRAM VIDYALAYA,1930478,TAMILNADU,CHENNAI,"No: 5, Madipakkam Main Road, Madipakkam.",600091,,"42133976, ,",,,vidyalaya@sairamgroup.in,http://www.sairamschool.edu.in,2010,6/2/2010 12:00:00 AM,MRS.G.GEETHA,1,"M.A., M.Phil., B.Ed.,",27,21,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,LEO MUTHU EDUCATIONAL TRUST
SAN ACADEMY,1930909,TAMILNADU,CHENNAI,"S. No: 647/1, AGS Colony, 1st Street & 3rd Street, Pallikaranai,",600100,,"9962301111 ,",,,sanacademy.kam@gmail.com,http://www.sanacademy.edu.in/KamakotiNagar,2017,6/19/2017 12:00:00 AM,MRS. RAMA KRISHNASAYEE,1,"M.A, M.Ed, M.S, Ph.d",10,20,Secondary School,Provisional,1/4/2018,31/3/2021,SAN ACADEMY TRUST
SHERWOOD HALL SR SEC SCHOOL,1930022,TAMILNADU,CHENNAI,4 HARRINGTON ROAD 13TH AVENUE CHETPET CHENNAI TAMIL NADU,600031,044,"28365361 ,",6445251,0,dineshdevika@yahoo.com,http://www.deltastudy.org,1971,1/26/2002 12:00:00 AM,DEVIKA DINESH,2,"M.A.,B.ED,",10,31,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,SHERWOOP EDUCATIONAL SOCIETY
SHRINE VAILANKANNI SR SEC SCHOOL,1930020,TAMILNADU,CHENNAI,NO.5 DHANDAPANI STREET T.NAGAR CHENNAI TAMIL NADU,600017,44,"24344479 , 4344501",2352553,,manasa@vailankanni.org,www.igvvavadi.com,1964,6/2/1997 12:00:00 AM,Manasa T Pillai,1,"ma,med.",3,25,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,SHRINE VAILANKANNI S S SCHOOL SOCIE
SMT DURGADEVI CHOUDHARI V VIDYALAYA,1930038,TAMILNADU,CHENNAI,SAKTHIVEL NAGAR S R P COLONY JAWAHAR NAGAR CHENNAI TAMIL NADU,600082,044,"26711820 , 5580543",26710543,,thanusuj@gmail.com,,1972,4/1/1991 12:00:00 AM,THANUKRISHNAN J,1,"M.Sc.Ed.,D.C.O.,M.Phil.,",3,14,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,VIVEKANANDA EDUCATIONAL SOCIETY
SMT NARBADA DEVI J AGARWAL V VIDYALA,1930105,TAMILNADU,CHENNAI,MAHAKAVI BHARATHI NAGAR III MAIN ROAD VYASARPADI CHENNAI TAMIL NADU,600039,044,"42875663 , 5513257",5459595,,subhashreeravichandran@gmail.com,,1977,7/9/2003 12:00:00 AM,SUBHASHREE RAVICHANDRAN,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,VIVEKANANDA EDNL. SOCIETY
SRI BALA VIDYALAYA SCHOOL,1930283,TAMILNADU,CHENNAI,"MADHAVARAM HIGH ROAD, SHANTHI NAGAR, PERAMBUR",600011,044,"26720707 ,",,044-26720707,principalsbv@gmail.com,,2001,6/1/2001 12:00:00 AM,SANTHANALAKSHMI,0,M.A. B.ED,3,17,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,SRI BALA NADNA EDUCATIONAL TRUST
Sri Chaitanya Techno School,1930871,TAMILNADU,CHENNAI,"Plot No 12/1A,Thiruvalluvar Salai,Ramapuram,Chennai",600089,,"7338856996 ,",,,ramapuramprincipal@srichaitanyaschool.net,http://www.srichaitanyaschool.net,2017,6/19/2017 12:00:00 AM,MRS. MINAKSHI SAMADDAR,1,"M.A.,",9,18,Secondary School,Provisional,1/4/2018,31/3/2021,Sreemuragan Educational Trust
SRI JAWANTHRAJ TEJRAJ SURANA JAIN VIDYALAYA,1930113,TAMILNADU,CHENNAI,"NO. 2 BADRIAN GARDEN LANE, PARK TOWN CHENNAI TAMIL NADU",600003,,"5357691 , 5368472",2442695,0492-3235900,sjtsjv.vsnl.com,http://www.afeh.g,1983,6/4/2007 12:00:00 AM,MRS RAJAM SRINIVASAN,0,"bsc.,m.a.,bed.",8,10,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,TEJRAJ SURANA TRUST
