Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
KENDRIYA VIDYALAYA,400032,GUJARAT,AHMEDABAD,NEW RAILWAY COLONY SABARMATI AHMEDABAD GUJARAT,380019,079,"27500184 ,",7467360,,panda.avijit@gmail.com,,1987,4/1/1991 12:00:00 AM,AVIJIT PANDA,1,,,,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2012,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,400037,GUJARAT,AHMEDABAD,"O N G C CHANDKHEDA SABARMATI AHMEDABAD, GUJARAT",380005,079,"23266095 ,",479,,kvchandkheda@rediffmail.com,,1992,4/1/2005 12:00:00 AM,AWADHESH KUMAR,1,,,,Senior Secondary,Provisional,1/4/2003,31/ 3/ 2008,K.V.S
KENDRIYA VIDYALAYA (S A C),400018,GUJARAT,AHMEDABAD,VASTRAPUR D O S COLONY IIM ROAD POLYTECHNIC P.O. AHMEDABAD GUJARAT,380015,079,"26304694 ,",2390307,,jamie.k.james@gmail.com,http://www.kv1kochi.org,1964,7/1/2006 12:00:00 AM,JAMIE JAMES,1,MSc. BEd.,7,17,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,KENDRIYA VIDYALAYA SANGATHAN
kendriya vidyalaya no 1,400001,GUJARAT,AHMEDABAD,m r campus shahi bagh ahmedabad gujarat,380004,079,"25626493 ,",479,2580425,vinitakvs@yahoo.co.in,,1964,1/25/2009 12:00:00 AM,VINITA SHARMA,2,m.a. ph.d. m.ed.,09,29,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2012,kendriya vidyalaya sangathan
KENDRIYA VIDYALAYA NO 2,400003,GUJARAT,AHMEDABAD,AERODRAME ROAD AHMEDABAD CANTT GUJARAT,380003,079,"22867681 ,",479,2580425,apkachchap@reddifmail.com,,1978,1/25/2009 12:00:00 AM,ALICE PURNIMA KACHCHAP,2,m.a. ph.d. m.ed.,09,29,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2010,KENDRIYA VIDYALAYA SANGATHAN
LAKSHAYA INTERNATIONAL SCHOOL,430314,GUJARAT,AHMEDABAD,"OPP. APPLEWOODS TOWNSHIP,SHANTIPURA CROSS ROAD, SARDAR PATEL RING ROAD, SARKHEJ, AHMEDABAD",380058,91,"9925171261, ,",04602,,lakshayaschool1@gmail.com,http://www.lakshayaschool.com,2015,6/15/2015 12:00:00 AM,MRS. POONAM ATREJA,1,M. A. M. ED. M. B. A.,5,8,Secondary School,Provisional,1/4/2018,31/3/2021,YOGESHWAR EDUCATION FOUNDATION
maharaja agrasan vidyalaya,430020,GUJARAT,AHMEDABAD,mem nagar opp. gurukul ahmedabad gujarat,380052,079,"27455271 ,",09825620181,,neeta.awasthi@gmail.com,,1990,4/1/2005 12:00:00 AM,NEETA AWASTHI,2,"M.sc , M.ed",,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,azad memial ednl.&cultural soc.
MSM INTERNATIONAL RESIDENTIAL SCHOOL,430039,GUJARAT,AHMEDABAD,VILLAGE NAJ TALUKA DASHKROI DISTT AHMEDABAD GUJARAT,,079,"6464842 , 6460610",,,,,1995,,MR MICHAEL SEBASTIAN,,,,,Middle Class,Provisional,1/4/2001,31/3/2004,MSM INSTITUTE FOR EDU & RER FOUND
NIRMA VIDYA VIHAR,430175,GUJARAT,AHMEDABAD,"CHHARODI CAMPUS, S.G. HIGHWAY, CHHARODI",382481,079,"65102000 ,",,079-26858902,sumitra.nirma@gmail.com,,2010,6/10/2010 12:00:00 AM,SUMITRA RAGHAVAN,2,"M. A. , B. ED.",7,7,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,NIRMA EDUCATION & RESEARCH FOUNDATION
NIRMA VIDYAVIHAR BODAKDEV,430376,GUJARAT,AHMEDABAD,"PLOT NO. 390, BODAKDEV",380054,,"07926859801 ,",,07927546603,VATSAL@NIRMA.CO.IN,,2016,4/7/2016 12:00:00 AM,MRS.IDA CORDEIRO,1,"B.A., M.A., B.Ed.",5,21,Middle Class,Provisional,1/4/2018,31/3/2021,NIRMA EDUCATION & RESEARCH FOUNDATION
Nirman High School,430281,GUJARAT,AHMEDABAD,"139, Nirman High School, B/h. Yogeshwar Nagar, Opp. Dharnidhar Derasar, Vasna, Ahmedabad.",380007,079,"26614006 ,",,07926443939,shilpamvk@rediffmail.com,http://www.nirmanhighschool.com/,1999,6/12/1999 12:00:00 AM,SHILPA KULKARNI,,M.A.B.Ed,4,4,Secondary School,Provisional,1/4/2016,31/3/2019,Nirman Foundation Education Trust
NIRMAN HIGH SCHOOL,430122,GUJARAT,AHMEDABAD,OPP. SHABRI APPT. NR. INDRAPRASTHA BUNGALOWS,380015,079,"40027581 ,",260367,079-26443939,kalpana.bakshi@rediffmail.com,,2007,6/9/2008 12:00:00 AM,Kalpana Bakshi,2,M.D.PED,5,0,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,NIRMAN FOUNDATION CHARITABLE TRUST
Podar International School Vastral,430322,GUJARAT,AHMEDABAD,"FP No.781/1, Chandrawati Farm, Nr. RAF Camp, Vastral Ring Road, Vastral, Ahmedabad",382418,00,"7574807066 ,",,,principal.vastral@podar.org,http://www.podareducation.org/school/vastral,2014,4/10/2014 12:00:00 AM,SUDEEPKUMAR GOYAL,,"M.Sc.(physics), B.Ed.",5,22,Secondary School,Provisional,1/4/2017,31/3/2020,Anandilal & Ganesh Podar Society
"PODAR INTERNATIONAL SCHOOL, AHMEDABAD",430163,GUJARAT,AHMEDABAD,"NEAR TRISHALA COMPLEX CROSS ROAD, NEW CG ROAD, CHANDKHEDA",382424,079,"23972894 ,",,07923972895,principal.ahmd@podar.org,http://www.podar.org,2010,6/17/2010 12:00:00 AM,SREENARAYANAN P C,0,M.SC; B;ED,7,15,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,PODAR EDUCATION AND SPORTS TRUST
"PODAR INTERNATIONAL SCHOOL, AHMEDABAD",460163,GUJARAT,AHMEDABAD,"NEAR TRISHALA COMPLEX CROSS ROAD, NEW CG ROAD, CHANDKHEDA",382424,,"07965499834 ,",,,sreenarayanan@podar.net,http://www.podar.org,2010,6/17/2010 12:00:00 AM,SREENARAYANAN.P.C,,M.Sc; B.Ed,5,18,Middle Class,Provisional,1/4/2011,31/3/2014,PODAR EDUCATION AND SPORTS TRUST
PRAKASH SR SEC SCHOOL,430001,GUJARAT,AHMEDABAD,NEAR SANDESH PRESS BODAKDEV AHMEDABAD GUJARAT,380054,079,"26840123 , 440492",07926840123,,mrugen68@gmail.com,,1971,6/2/2003 12:00:00 AM,MRUGEN SHAH,1,"m.com , b.ed",,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,PRAKASH TRUST
R.P.VASANI INTERNATIONAL SCHOOL,430285,GUJARAT,AHMEDABAD,"NEAR SUYOG-99, OPP.SHYAM KUTIR BUNGALOWS,B/H.RADHEYSHYAM RESIDENCY, OFF. NIKOL-NARODA ROAD,NAVA NARODA, AHMEDABAD (GUJARAT)",382345,91,"07929299997, ,",,,rpvasaniscl@gmail.com,http://www.rpvis.org/,2013,2/6/2014 12:00:00 AM,MRS. JYOTI KAKRIA,1,"M. A., M. ED.",7,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,R P VASANI FOUNDATION
RACHANA SCHOOL,430017,GUJARAT,AHMEDABAD,SHAHIBAG AHMEDABAD GUJARAT,380004,079,"22865935 ,",07922867745,22865935,gopa.ghosh2006@gmail.com,,1998,7/2/2007 12:00:00 AM,GOPA GHOSH,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,shah satnam ji research & development foundation sirsa (haryana)
Sattva Vikas School,430121,GUJARAT,AHMEDABAD,"On new 100 feet road, 2km off S-G Highway from Pakwan intersection, Thaltej, Ahmedabad",380059,079,"29705588 ,",,,jayshreedjoshi@gmail.com,http://www.sattvavikas.com,2003,6/15/2003 12:00:00 AM,JAYSHREE D JOSHI,0,"B. A., M.Ed.",15,20,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,Swastik Education Trust
Satyameva Jayate International School,430245,GUJARAT,AHMEDABAD,"E-1/41, Sterling City, Bopal",380058,2717,"230039 ,",,02717 230530,namita.khurana61@gmail.com,http://www.satyamevjayate.co.in,2000,6/2/2003 12:00:00 AM,NAMITA KHURANA,0,M.Com M. Ed.,12,20,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Hinashok Charitable Trust
Shanti Asiatic School,430157,GUJARAT,AHMEDABAD,"Shanti Asiatic School, Opp, Vraj Gardens, Off 200 Ft Ring Road, Shela, Bopal, Ahmedabad- 380058",380058,91,"9099079809 ,",909990188,079 26768656,principal@ahmedabad.shantiasiatic.com,http://www.shantiasiatic.com,2009,6/15/2009 12:00:00 AM,ABHAY GHOSH,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Chiripal Charitable Trust
Shayona International School,430144,GUJARAT,AHMEDABAD,"Shayona Study Campus, Shayona City, Ghatlodia, Distt. Ahmedabad, Gujarat-380061",380061,079,"40005933 ,",27488215,,chelseashimla@yahoo.co.in,,1864,3/2/2009 12:00:00 AM,SANDHYA THAKUR,2,,,,Secondary School,Provisional,1/4/2010,31/3/2013,SIMLA JESUS AND MARY EDUCATIONAL SOCIETY
Sheth C N English Medium School,430221,GUJARAT,AHMEDABAD,"Ambawadi Ellisbridge,",380006,079,"26460071 ,",,079-26463566,ritasmukherjee@gmail.com,http://www.cnvidyavihar.org,2010,6/14/2010 12:00:00 AM,SUSHMA KARAMCHANDANI,0,"M.A., B.Ed.",11,27,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,Sheth Sarabhai Maganbhai Trust Fund. Ahmedabad
SHIV ASHISH SCHOOL,430207,GUJARAT,AHMEDABAD,"INSIDE STERLING CITY ,BOPAL, DISTT AHMEDABAD, GUJARAT",380058,2717,"645206 ,",2436125,02717 - 235015,geetan@shivasish.com,,1998,6/15/1998 12:00:00 AM,SUNITA SINGH,2,"M. A. , B. ED., C. C. C.",9,13,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SHIV ASHISH FOUNDATION TRUST
Shree Narayana Central School,430167,GUJARAT,AHMEDABAD,"OPP: ISRO, SAC, NEAR : RAMDEVNAGAR, AHMEDABAD -15",380015,079,"26860530 ,",,079 26862027,principalsncs@shreenarayanaguru.in,http://www.shreenarayanaguru.in,1984,4/8/2010 12:00:00 AM,RANJANA RAJPUT,0,"MA, M.ED., PHD IN EDUCATION",4,16,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,SHREE NARAYANA CULTURAL MISSION
SHREE SWAMINARAYAN INTERNATIONAL SCHOOL,430327,GUJARAT,AHMEDABAD,NEAR G.S.T.CROSSING RANIP AHMEDABAD,382480,,"07927528282 ,",,,principalssis@gmail.com,http://www.ssisranip.com,2013,6/10/2013 12:00:00 AM,Mr.Mukesh Kumar,,M.A.B.Ed.,9,9,Middle Class,Provisional,1/4/2017,31/3/2020,SHREE SWAMINARAYAN VISHVAMANGAL GURUKUL KALOL
sri sri ravishankar vidya mandir,430205,GUJARAT,AHMEDABAD,"near godhavi lake, opp: jain temple, at bopal manipur road",385421,079,"65421916 ,",,02717 65421916,parulmodi20@gmail.com,http://www.ssrvm-ahd.g,2003,5/15/2003 12:00:00 AM,PARUL MODI,0,m.a. b. ed.,10,12,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,sri sri ravishankar vidya mandir trust
"St. Kabir School, Drive in , Ahmedabad",430125,GUJARAT,AHMEDABAD,"Opp Aditya Complex, Nr Goyal Intercity, Surdhara Circle, Drive-in Road",380054,079,"26858695 ,",260367,079-26302261,hm.stkabirdin@gmail.com,http://www.stkabir.com,1993,6/10/1993 12:00:00 AM,PRAGNA PANDYA,2,"B.Ed, M.Ed",15,15,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,JANAK MADAN CHARITABLE EDUCATIONAL TRUST
St.Ann's School,430179,GUJARAT,AHMEDABAD,"Block No.185,Sterling city,Bopal",380058,0271,"7878440205 ,",,,PAPIYA.BANERJEE@GMAIL.COM,,2000,6/1/2001 12:00:00 AM,PAPIYA BANERJEE,0,"B.A.,B.Ed",5,16,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Advance Education Soc.
THE H. B. KAPADIA NEW HIGH SCHOOL,430405,GUJARAT,AHMEDABAD,"OPP. TIRTH NAGAR VIBHAGI, MEMNAGAR, AHMEDABAD",380053,,"0792741412142 ,",,07926440764,harsh@hbkapadia.com,http://www.hbkapadia.com,2001,6/1/2001 12:00:00 AM,MRS.INDRANI BANERJEE,1,"M. COM. , B. ED. , ICWAI",5,12,Secondary School,Provisional,1/4/2018,31/3/2021,SHRI N. H. KAPADIA EDUCATION TRUST
The New Tulip International School,430108,GUJARAT,AHMEDABAD,"Sterling City, Bopal, Ahmedabad (Gujarat)",360005,2717,"7819069210 ,",235095,1872266444,principal@thetulipschool.com,,2006,6/12/2006 12:00:00 AM,ANJALI KWATRA,1,"MA.B.Ed.DCA,M.Phil,Ph.D",12,06,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,Tulip Charitable Trust
Udgam School For Children,430127,GUJARAT,AHMEDABAD,"Opp: Sardar Patel Institute, Thaltej Tekra, Ahmedabad - 380054",380054,079,"71012345 ,",260367,079-26569929,sujata.tandon@udgamschool.com,http://www.udgamschool.com,1965,6/1/1965 12:00:00 AM,Sujata Tandon,2,B.A. M.Ed.,32,32,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Kantilal Jaikishandas Charitable Trust
Utthan Sewa Santhan-Anand Niketan Maninagar,430169,GUJARAT,AHMEDABAD,"Anand Niketan, Opp. Bhaktidham Temple, Jashodanagar Highway, Ahmedabad.",382435,079,"29708585 ,",,079-25464654,shilpa.shah@anandniketan.org,http://www.anandniketan.org,2009,6/13/2009 12:00:00 AM,SHILPA SHAH,0,"B.A, B.Ed, CIDTT, MA Persuing",11,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Utthan Seva Sansthan
Vedant International School,430137,GUJARAT,AHMEDABAD,"JAYKRISHNA SOCIETY, NEAR ISANPUR CIVIC CENTRE, ISANPUR, AHMEDABAD-382443",382443,079,"25381181 ,",,079-25464437,jmshukla@yahoo.com,http://www.vedantinternationalschool.com,2007,6/19/2007 12:00:00 AM,JYOTI MALHAR SHUKLA,0,"M.Com., M.Ed.",09,03,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Hiraba Kelavni Trust
VISHVANIKETAN SHANTI ASIATIC SCHOOL,430392,GUJARAT,AHMEDABAD,"Vishwaniketan Campus Near Swaminarayan Museum, Pujya Dhaaramsinhji Marh, Naranpura",380013,,"8866009922 ,",,8866009922,admin@vsas.edu.in,http://www.vsas.edu.in,2008,6/12/2008 12:00:00 AM,MRS.JAYSHREE SIDDHARTH JANI,1,"M.Sc., B.Ed.",5,15,Secondary School,Provisional,1/4/2018,31/3/2021,Hastaful Kelavni Trust - Ahmedabad
ZEBAR INTERNATIONAL SCHOOL,430292,GUJARAT,AHMEDABAD,"ZEBAR INTERNATIONAL SCHOOL, ZIS ROAD,B/H COPPER STONE BUILDING ,THALTEJ SHILAJ ROAD,THALTEJ ,AHMEDABAD.",380059,03252,"07929702888 ,",07076830480,,info@zebarschool.com,http://www.zebarinternationalschool.com,2014,6/16/2014 12:00:00 AM,Mrs. reena kahlon,2,"B.ed,MA",,,Secondary School,Provisional,1/4/2017,31/3/2020,GOLOKWASI JAYABEN AMTHABHAI DESAI SEVA TRUST
Zydus School For Excellence,430196,GUJARAT,AHMEDABAD,"Survey No. 766 & 767 , Near Village Godhavi, Ahmedabad 382115",382115,2717,"8141015151 ,",,,principal.zse2@gmail.com,,2010,5/10/2010 12:00:00 AM,Jayshree Balasaria,1,B. Ed.,17,6,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2018,Ramanbhai Foundation
ADITYA BIRLA PUBLIC SCHOOL,430028,GUJARAT,AMRELI,KOVAYATA RAJULA KOVAYA DISTT AMRELI GUJARAT,365544,2794,"283042 ,",02794283042,283036,gyanesh.mathur@adityabirla.com,www.adityabirlaschools.co,1995,7/1/2010 12:00:00 AM,G S MATHUR,1,"MAEco,MScIT,MCA,B Ed,",7,26,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,"arka educatioanl and cultural trust , bangale - 560004"
CALORX PUBLIC SCHOOL,430252,GUJARAT,AMRELI,"MEERA NAGAR, BHERAI ROAD, AMRELI, RAJULA,",365560,2794,"294054 ,",,02717235088,principal.cpsrajula@kalorex.org,http://www.cps.calorx.org,2010,6/26/2010 12:00:00 AM,ANUPAM UPADHYAY,0,"MA,Ph.D.Psychology, B.Ed.",9,20,Secondary School,Provisional,1/4/2018,31/3/2019,CALORX EDUCATION and RESEARCH FOUNDATION
JAWAHAR NAVODAYA VIDAYALAYA,440007,GUJARAT,AMRELI,KODINAR DISTT. AMRELI GUJARAT,362720,2795,"232856 ,",,,CKT.JNVM@GMAIL.COM,,1987,3/31/2011 12:00:00 AM,CHANDRA KISHORE THAKUR,1,,,,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2013,NAVODAYA VIDYALAYA SAMITI
