Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
KENDRIYA VIDYALAYA,2400052,WEST BENGAL,BIRBHUM,"BIRBHUM, AMDARPUR, BESIDE FCI GODOWN, PO BARABAGAN, SURI, DT. BIRBHUM, WEST BENGAL- 731 103",731101,3462,"250818 ,",,,principalkvbirbhum@gmail.com,,1987,4/1/1991 12:00:00 AM,BINOD KUMAR BEHERA,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,KENDRIYA VIDYALAYA SANGATHAN
RYAN INTERNATIONAL SCHOOL,2430227,WEST BENGAL,BIRBHUM,,731204,,"09475506821 ,",,08348678093,ris.bolpur@ryangroup.org,,2015,4/6/2015 12:00:00 AM,,1,"M.Sc, B.Ed, P.hD",5,12,Secondary School,Provisional,1/4/2018,31/3/2021,Mother India Education Society
Techno India Group Public School - Bolpur,2430191,WEST BENGAL,BIRBHUM,"Techno India Group Public School - Bolpur, Prantik Township, P.O - Santiniketan, P.S.- Bolpur, Dist.-Birbhum, Pin - 731235",731235,3463,"03463-261003 ,",,03463-261003,tigpsbolpur.off@gmail.com,http://bolpur.tigps.in/,2008,4/23/2008 12:00:00 AM,MRS. MADHUMITA PURI,1,"M.A (Geography), B.Ed",19,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,TECHNO INDIA
THE HERITAGESCHOOL,2430241,WEST BENGAL,BIRBHUM,"BITHIKA PALLY, KHARUN RAMPURHAT, BIRBHUM WEST BENGAL, PIN 731224",731224,,"03461-253300 ,",,,info@theheritageschool.org.in,http://theheritageschool.org.in,2008,2/22/2008 12:00:00 AM,MRS. SACCHIDANANDI KUMARI,1,"M.A., B.ED",1,5,Secondary School,Provisional,1/4/2018,31/3/2021,BIMALENDU MEMOTRIAL SOCIETY
The Levelfield School,2430190,WEST BENGAL,BIRBHUM,"Vill: Husnabad, Suri, Birbhum",731101,,"9735116496 ,",,,arghyaban@gmail.com,http://www.levelfieldschool.com,2010,4/1/2010 12:00:00 AM,Mr.Anton Siromani,,"M Sc, B Ed",15,30,Secondary School,Provisional,1/4/2016,31/3/2019,The Levelfield Trust
U.P. PUBLIC SCHOOL,2430119,WEST BENGAL,BIRBHUM,"BESIDES SURI HIGH WAY & RAILWAY LEVEL CROSSING(ABDARPUR), SURI, BIRBHUM, W.B.",731103,3462,"203542 ,",01415140291,03462- 255111,uppublicschool@gmail.com,,2005,1/18/2005 12:00:00 AM,Sandeep Chatterjee,1,"M.sc , b.ed",,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,R.K. EDUCATIONAL TRUST
ARMY PUBLIC SCHOOL,2480015,WEST BENGAL,BURDWAN,"PANAGARH, PO ARJUN PUR DISTT- BURDWAN, C/O 99 APO, WEST BENGAL",713402,0343,"2513216 ,",01126278223,,pn.pareek76@gmail.com,,1992,4/1/2005 12:00:00 AM,Namrata Pareek,0,"M.Phil, M.A.(SOCIOLOGY), B.ED",,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2022,army welfare education society (awes)
ASANSOL NORTH POINT SCHOOL,2430153,WEST BENGAL,BURDWAN,"NH-2, Chanda More, Kalipahari, Jamuria, Asansol",713339,0341,"2343794 ,",,,rajiv.skv@gmail.com,,2005,4/4/2005 12:00:00 AM,RAJIV SHAW,0,MA,09,09,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,PARBATI EDUCATIONAL SOCIETY
BETHANY SCHOOL SULANTU,2430200,WEST BENGAL,BURDWAN,"VILLAGE: SULANTU, P.O: PARULIA, DISTRICT: BURDWAN",713513,3454,"264230 ,",,03454264231,bethantsulantu06@rediffmail.com,,2006,8/5/2006 12:00:00 AM,Sh. leena,0,,,,Secondary School,Provisional,1/4/2016,31/3/2019,BETHANY EDUCATIONAL SOCIETY (R)
BURDWAN MODEL SCHOOL,2430114,WEST BENGAL,BURDWAN,"DEWANDIGHI, KATWA ROAD, PO-MIRJAPUR, DIST- BURDWAN-713101",713101,0342,"2623368 ,",82305,0342-2622175,bms001.principal@rediffmail.com,,2003,4/15/2003 12:00:00 AM,KAUSHIK DAS,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,ORIENTAL ASSOCIATION FOR EDUCATION AND RESEARCH
burnpur riverside school,2430016,WEST BENGAL,BURDWAN,burnpur burdwan distt west bengal,713325,0341,"2241617 ,",0341-2256966,2241617,brsburnpur@gmail.com,http://www.brsschool.g,2011,4/4/2011 12:00:00 AM,SUSHIL KUMAR SINHA,1,m.scmaths .m.ed,10,19,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,
BURNPUR RIVERSIDE SCHOOL,2430124,WEST BENGAL,BURDWAN,"CHITTARANJAN, FATEHPUR, BESIDE CLW DISPENSARY",713365,9434,"670364 ,",,0341-2241617,chandrakana.19@gmail.com,,2008,11/11/2008 12:00:00 AM,CHANDRAKANA MONDAL,0,"M.A, B.Ed",08,30,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,BURNPUR RIVERSIDE SCHOOL EDUCATIONAL SOCIETY
Chanda South End Model School,2430245,WEST BENGAL,BURDWAN,"NH2 Chanda,P.O. Kalipahari,P.S.-Jamuria, Dist-Burdwan(W.B)Pin-713339",713339,,"9434359090 ,",,,southend23j@gmail.com,http://www.csemsschoolasansol.com,2006,1/23/2006 12:00:00 AM,MRS. RITA CHATTERJEE,1,M.A. B.Ed,2,10,Secondary School,Provisional,1/4/2018,31/3/2021,SHREE DURGA CHARITABLE EDUCATIONAL TRUST
D A V PUBLIC SCHOOL,2430029,WEST BENGAL,BURDWAN,HINDUSTAN CABLES LTD. RUPNARAINPUR DISTT. BURDWAN WEST BENGAL,713335,0341,"2532810 , 311-313",0341-2532030,2532810,biragini.bohidar@gmail.com,http://www.davrnp.com/,1993,7/3/2000 12:00:00 AM,BIRAGINI BOHIDAR,2,M.A. B.Ed,12,17,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,D A V COLLEGE MANAGING COMMITTEE
D A V PUBLIC SCHOOL,2430088,WEST BENGAL,BURDWAN,KANYAPUR ASANSOL BURDWAN WEST BENGAL,713304,0341,"2257755 ,",03412271125,0341225775,dav.asnl@gmail.com,,1992,4/1/2005 12:00:00 AM,Nitish Kumar Mohanta,1,"M.ScMaths Stats,B.Ed",11,20,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,DAV COLLEGE TRUST & MGMT SOCIETY
DAV PUBLIC SCHOOL,2430077,WEST BENGAL,BURDWAN,ECL PANDAVESHWAR DISTT BURDWAN WEST BENGAL,713346,0341,"6458827 ,",03412741671,2678250,davps_ecl@rediffmail.com,,1966,4/1/2000 12:00:00 AM,NITISH PRASAD DUTTA,1,M.Sc. B.Ed,10,12,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2017,DAV COLLEE & MGMT SOC
DAV PUBLIC SCHOOL,2430080,WEST BENGAL,BURDWAN,MIMCHA (R) COLLIERY PO EGARA BURDWAN WEST BENGAL,713323,0341,"2749656 ,",2222155,2227606,gangadhar.mukherjee@rediffmail.com,,1987,4/1/2005 12:00:00 AM,GANGADHAR MUKHOPADHYAY,1,M.A. B.ed. Phd.,4,23,Secondary School,Provisional,1/4/2018,31/3/2019,DAV COLLEGE TRUST & MGMT SOCIETY
DELHI PUBLIC SCHOOL,2430129,WEST BENGAL,BURDWAN,Village-BELGRAM P.S-GALSI DIST:BURDWAN. PIN-713141 W.BENGAL,713141,0342,"8001916092 ,",,0342-2440448,principal@dpsbdn.org,http://www.dpsbdn.org,2009,4/16/2009 12:00:00 AM,ASHISH PANDEY,1,m.phill ph.d,10,16,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2018,BARDHAMAN PUBLIC SCHOOL EDUCATIONAL TRUST
DELHI PUBLIC SCHOOL ASANSOL,2430211,WEST BENGAL,BURDWAN,"MAUZA: TALBERIA, GRAM PANCHYET + PO. ETHORA, PS. SALANPUR, DIST. BURDWAN, WEST BENGAL 713359",713359,0341,"2013226 ,",,,principal@dpsasansol.com,http://www.dpsasansol.com,2013,4/15/2013 12:00:00 AM,R D Sharma,,"M.SC., B.ED.",07,30,Secondary School,Provisional,4/1/2017,31/3/2020,SYMPHONY FOUNDATION
deshbandhu vidyalaya (girls),2480019,WEST BENGAL,BURDWAN,c.l.w chittaranjan distt burdwan west bengal,713331,0341,"2535985 ,",,,drnbhattacharjee@gmail.com,,1920,4/1/2004 12:00:00 AM,NIDRA BHATTACHARJEE,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,army welfare education society
deshbandu vidyalaya (boys),2480018,WEST BENGAL,BURDWAN,chitranjan distt burdwan west bengal,713331,0341,"2535986 ,",,,mondal.tapan.dbv@gmail.com,,1920,4/1/2004 12:00:00 AM,TAPAN KUMAR MONDAL,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,army welfare education society
DURGAPUR ISPAT VIDYALAYA,2430066,WEST BENGAL,BURDWAN,ST PAUL'S ROAD DURGAPUR WEST BENGAL,713204,0343,"2563793 ,",,,singhamarendra63@yahoo.com,,1980,5/21/2007 12:00:00 AM,AMARENDRA SINGH,0,,,,Secondary School,Provisional,1/4/2016,31/3/2021,SAIL
DURGAPUR PUBLIC INSTITUTE,2430213,WEST BENGAL,BURDWAN,"IMAN KALYAN SARANI SEC-2C BIDHANNAGAR,DURGAPUR",713212,,"03432532968 ,",,,durgapurpublicinstitute@gmail.com,http://www.dpidgp.com,2006,4/17/2006 12:00:00 AM,Mrs.MOUMITA CHATTERJEE,0,"MSc,MA,B.ed",3,6,Secondary School,Provisional,1/4/2017,31/3/2020,INDIAN INSTITUTE OF PSYCHOMETRY
Eastern Railway High School,2430117,WEST BENGAL,BURDWAN,"359, G.T.Road Asansol Burdwan,",713301,0341,"2220004 ,",,,pareshchdas24@gmail.com,,1984,1/12/1984 12:00:00 AM,Paresh Chandra Das,0,"MA(English), B.Ed.",5,22,Secondary School,Provisional,1/4/2015,31/3/2020,N/A
Goenka International School,2430203,WEST BENGAL,BURDWAN,"Nachan Road, Kamalpur",713204,,"9434019493, ,",,,gis.durgapur@gmail.com,http://www.gisdgp.com,2015,4/7/2015 12:00:00 AM,MR.SUBRATA CHATTOPADHYAY,1,"M.Sc., B.Ed",10,23,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,OM EDUCATION TRUST
Green Point Academy,2430111,WEST BENGAL,BURDWAN,"G.T.Road, Kulti(Kultora) P.O.Sitarampur,",713359,0341,"2014643 ,",82305,0341-2514399,greenpointacademy@gmail.com,,2006,4/2/2007 12:00:00 AM,MAHENDRA KUMAR CHAND,0,M.A. B.Ed.,4,14,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2016,Rajmani Educational Society
gyan bharti school,2430031,WEST BENGAL,BURDWAN,p.o. raniganj distt. burdwan west bengal,713347,0341,"2444389 ,",06542276029,,chandanroy@hotmail.com,,1995,7/1/2005 12:00:00 AM,CHANDAN ROY,1,m.a. b.ed.,15,20,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,bokaro steel plant
India International School,2430115,WEST BENGAL,BURDWAN,"Kalyanpur Satellite Township(K.S.T.P),",713304,0341,"2257907 ,",,,indiaintschool@gmail.com,,2008,4/7/2008 12:00:00 AM,ASHOK KUMAR SHARMA NATIONAL AWARDEE,0,B.A. B.Ed.,10,40,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,iNDIA INTERNATIONAL FOUNDATION FOR EDUCATIONAL AND SOCIAL WELFARE
JAWAHAR NAVODAYA VIDYALAYA,2440002,WEST BENGAL,BURDWAN,P C ROAD B ZONE DURGAPUR DISTT BURDWAN WEST BENGAL,713205,0343,"2532008 ,",03433206074,0343260295,pplbwn.wb@gmail.com,,1992,4/1/1991 12:00:00 AM,BISWANATH KHILAR,1,M.A B.Ed,5,12,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2015,Navodaya Vidyalaya Samiti
KASHINATH LAHIRI PUBLIC SCHOOL,2430120,WEST BENGAL,BURDWAN,"OPP DAMODAR RAILWAY CABIN, RANGAPARA BURNPUR",713325,0341,"2240660 ,",,,klps.burnpur@gmail.com,,2002,4/1/2003 12:00:00 AM,Sukhbir Singh Sahpta,0,MA BED,10,15,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Asansol Kashinath Lahiri Memorial Social Welfare & Educational Society
KENDRIYA VIDYALAYA,2400006,WEST BENGAL,BURDWAN,PANAGARH P O PANAGARH BURDWAN DISTT WEST BENGAL,713420,0343,"2513017 ,",26580932,26361461,ksdugtal121@gmail.com,,1966,4/1/2005 12:00:00 AM,KISHAN SINGH DUGTAL,1,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,KENDRIYA VIDYALAYA SANGATHAN
kendriya vidyalaya,2400009,WEST BENGAL,BURDWAN,c m e r i colony p o durgapur burdwan distt west bengal,713209,0343,"2562935 ,",03432567475,0342562935,hlchaudhary78@gmail.com,http://www.kvcmeridgp.g,1971,4/1/1991 12:00:00 AM,Heera Lal,1,"m.a, lt",5,20,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,kendriya vidyalaya sangathan
KENDRIYA VIDYALAYA,2400036,WEST BENGAL,BURDWAN,CHITTARANJAN DISTT. BURDWAN WEST BENGAL,743145,0341,"2529241 , 84394",283,,pktjpr@gmail.com,,1986,1/25/2009 12:00:00 AM,PRADEEP KUMAR TAILOR,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,2400037,WEST BENGAL,BURDWAN,ASANSOL DOMOHANI RLY COLONY P.O. KALLA DISTT. BURDWAN WEST BENGAL,713340,0341,"2270049 ,",2270049,3412270049,roysangita1984@rediffmail.com,http://www.kvasansol.org,1987,6/24/2006 12:00:00 AM,SANGITA ROY,1,M Sc Physics M Ed,15,22,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,2400040,WEST BENGAL,BURDWAN,KRISHNA NAGAR BHADURPUR VIA TOPOSI DISTT BURDWAN WEST BENGAL,713362,0341,"667205 ,",82305,,,,1985,,MR L KABI,0,,,,Senior Secondary,Provisional,1/4/2000,31/ 3/ 2005,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,2400041,WEST BENGAL,BURDWAN,ANDAL DISTT BURDWAN WEST BENGAL,713321,0341,"2373376 ,",,,indranikvcrpf@gmail.com,,1987,,INDRANI DASH,,,,,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2009,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,2400046,WEST BENGAL,BURDWAN,KAMAL SAYER KESHABGANG CHATTI PO BURDWAN RAJBATI BURDWAN WEST BENGAL,713104,0342,"2658815 ,",,,121sat@gmail.com,www.kvburdwan.net,1994,6/24/2006 12:00:00 AM,SATISH KUMAR,1,MA + B. Ed. + Ph. Ed.,08,18,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2013,Kendriya Vidyalaya Sangathan
MANISHA INTERNATIONAL SCHOOL,2430105,WEST BENGAL,BURDWAN,"G.T.ROAD, RAJBANDH, DURGAPUR, URDWAN, WEST BENGAL-713212",713212,91,"8373056001 ,",01662-249927,222437,mis@rahul.ac.in,,1997,4/1/2005 12:00:00 AM,B N SINGH,1,"M.Sc., B.Ed.",10,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,O P JINDAL CHARITABLE TRUST
Memari Crystal Model School,2430146,WEST BENGAL,BURDWAN,"Chotkhanda, Kalshi, Memari, Burdwan,713146",713146,,"0342-2262339 ,",,,principal@mcms-wecare.info,,2008,11/10/2008 12:00:00 AM,Mr.Swapan Bhattacharyya,0,M.Sc.,10,30,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,WE CARE TRUST
NAND LAL JALAN SHIKSHA SADAN,2430086,WEST BENGAL,BURDWAN,B P KHAITAN ROAD RANIGANJ DISTT BURDWAN WEST BENGAL,713347,0341,"2445032 ,",,,tbishop.dgp@gmail.com,,1976,4/2/2001 12:00:00 AM,TULIKA BISHOP,2,"M.A(Eng) Cl-II, B.Ed(Cl-II)",,23,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,NAND LAL JALAN MEMORIAL TRUST
Narayana School Andal,2430234,WEST BENGAL,BURDWAN,"Sujalaam The Sky City, Bengal Aerotropolis Project Ltd",713321,,"7479018847 ,",,,schoolandalnarayana@gmail.com,http://www.narayanagroup.com,2017,4/17/2017 12:00:00 AM,MRS. DIPITA LAHIRI,1,M.A. B.ED.,0,18,Secondary School,Provisional,1/4/2018,31/3/2021,Rama Narayana Education Trust
NARAYANA SCHOOL BURDWAN,2430239,WEST BENGAL,BURDWAN,"RENAISSANCE TOWNSHIP, NEAR NABABHAT BUS STOP,BURDWAN, WB.",713102,,"7479018842 ,",,,narayanaschoolburdwan@gmail.com,,2017,4/15/2017 12:00:00 AM,MRS. CHITRA SAHA,1,"M.SC, B.ED",3,7,Secondary School,Provisional,1/4/2018,31/3/2021,RAMA NARAYANA EDUCATIONAL SOCIETY
PRIYADARSHINI PUBLIC SCHOOL,2430032,WEST BENGAL,BURDWAN,KULTI P.O. KULTI DISTT. BURDWAN WEST BENGAL,713343,0341,"2515678 ,",03412515679,0341252203,,,1993,7/3/2000 12:00:00 AM,RANJANA CHOUDHURY,2,"MA,B.BED",05,12,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,
RANIGANJ LIONS JDM CHANANI DAV PUB,2430076,WEST BENGAL,BURDWAN,SCHOOL LIONS EYE HOSPITAL ROAD RANIGANJ BURDWAN WEST BENGAL,713345,0341,"2448605 ,",82305,03324602424,rljdmcdps@gmail.com,,1966,4/1/2000 12:00:00 AM,KALYANI NAYAK,0,M.A. B.Ed,18,37,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,DAV COLLEGE & MGMT SOCIETY
S K S PUBLIC SCHOOL,2430085,WEST BENGAL,BURDWAN,"MANGAL PUR RANIGANJ, DISTT BURDWAN WEST BENGAL",713347,0341,"7063136889 ,",9434070233,250233,contact@sksps.com,,2002,4/1/2006 12:00:00 AM,KULJIT KAUR,1,M.Sc. M.Ed. DRTM,8,11,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,S K S EDUCATIONAL & SOC TRUST
SAINT CHRISTOPHERs MISSION SCHOOL,2430172,WEST BENGAL,BURDWAN,"RADHANAGAR HATIA, PO-SUNDERCHAK",713360,0341,"2514445 ,",,03412514445,scms28869@gmail.co.m,,1991,10/21/1991 12:00:00 AM,Jyoti Hazra,0,"MA, B.ED",12,15,Secondary School,Provisional,1/4/2015,31/3/2018,SODEPUR SAINT CHRISTOPHER EDUCATION SOCIETY
SARASWATI DEVI INTERNATIONAL SCHOOL,2430231,WEST BENGAL,BURDWAN,"PUABAGAN, DAMODARPUR, NH-60A NEAR DHAL DANGA MORE",722146,,"03432546149 ,",,,sdisbankura@gmail.com,,2017,2/5/2017 12:00:00 AM,MR. MANAS RANJAN DASH,1,"M.A, B.Ed",7,18,Secondary School,Provisional,1/4/2018,31/3/2021,SARASWATI DEVI EDUCATIONAL & WELFARE TRUST
SRIHARI GLOBAL SCHOOL,2430228,WEST BENGAL,BURDWAN,SHRISTINAGAR,713305,,"0341220480 ,",,,principalsrihariglobal@gmail.com,http://www.srihariglobal.in,2014,7/9/2014 12:00:00 AM,MR. KAMLESH KUMAR MISHRA,1,"BCA, MCA, B.ED, M.PHIL",7,14,Secondary School,Provisional,1/4/2018,31/3/2021,SRIHARI WORLD SCHOOL
ST.JUDES HIGH SCHOOL,2430214,WEST BENGAL,BURDWAN,KALAJHARIA PIPELINE ROAD RIVERSIDE BURNPUR - 713325,713325,0341,"8768877331 ,",,0341-2283826,smjhumi@gmail.com,,1992,4/1/1992 12:00:00 AM,SUPRIYA MITRA,,MSc BEd,8,18,Secondary School,Provisional,1/4/2017,31/3/2020,PRISCILLA VAZ TRUST
"SWAMI VIVEKANANDA ACADEMY FOR EDUCATIONAL EXCELLENCE, BURDWAN",2430202,WEST BENGAL,BURDWAN,"G.T. ROAD, KANAINATSAL, POST-SRIPALLY",713103,,"0342-2542641 ,",,0342-2542641,svaee2014bwn@gmail.com,,2013,4/1/2013 12:00:00 AM,Mrs.SOMA CHAKRABORTY,,"M.A., B.ED",10,24,Secondary School,Provisional,1/4/2016,31/3/2019,"THE DR. PATRAS EDUCATIONAL TRUST, BURDWAN"
THE CRESCENT SCHOOL,2430113,WEST BENGAL,BURDWAN,"RAHMAT NAGAR, AZAD NAGAR, BURNPUR",713325,0341,"2231038 ,",82305,,crescent1987_school@rediffmail.com,,1987,2/17/1987 12:00:00 AM,PAPIYA CHATTOPADHYAY,0,"M.A , B.Ed.",1,7,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,NOOR ALI MUSLIM (MINORITY) EDUCATIONAL SOCIETY
