Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
Assam Riffles Public School,1280003,MANIPUR,IMPHAL,mantripukhri imphal manipur,795001,05442,"282156 ,",09410202987,,ananthijebasingh@vsnl.net,,1995,4/4/2005 12:00:00 AM,sh bhuwneshwar singh,1,"m.sc., b.ed., (maths)",0,3,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,assam riffles school & wel society
ASSAM RIFLES PUBLIC SCHOOL,1280007,MANIPUR,IMPHAL,"KEITHELMANBI, BPO NEW KEITHAL, MAMBI, PO LANGJING, IMPHAL, WEST MANIPUR",795113,07109,"282592 ,",0431-2434552,,savcbse@gmail.com,,2007,6/18/2007 12:00:00 AM,O P PATHAK,1,"M.Sc.Zoology, B.Ed.",32,32,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,ASSAM RIFLES
BHAKTIVEDANTS INSITUTE MISSION HIGHER SECONDARY SCHOOL,1230016,MANIPUR,IMPHAL,AIRPORT ROAD SANGAIPROU IMPHAL MANIPUR,795140,0385,"2455244 ,",0751-4033202,08274-254879,ratnawangkheimayum@gmail.com,http://www.mtzioncbsekarong.in,1986,7/9/2003 12:00:00 AM,R K RATNA DEVI,2,"m.sc.,b.ed",5,7,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2014,BHAKTIVEDANTA INSTITUTE MISSION SOC
CAMPS ENGLISH ACADEMY,1230021,MANIPUR,IMPHAL,"KHAFAM LAMKHAI PO MANTRIPUKRI, DISTT IMPHAL MANIPUR",795002,0385,"9862918274 , 2422640",09431416595,,chnabakumar@gmail.com,,2005,4/1/2006 12:00:00 AM,CH NABAKUMAR,2,B.A B.Ed,2,7,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,CENTRAL FOR ADVANCED MULTIPURPOSE STUDIES
CENTRAL ACADEMY,1230025,MANIPUR,IMPHAL,KHABAM,795002,0385,"2443107 , 2400718",0385-2427222,0385-24272,centralacademyimphal@gmail.com,,1985,6/1/2005 12:00:00 AM,DR SALAM IBOTON SINGH,1,M.Sc. B.Ed,5,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2019,VIVEKANAND KENDRA VIDYALAYA AP TR
DAV PUBLIC SCHOOL,1230004,MANIPUR,IMPHAL,"DISTT IMPHAL, MANIPUR",795001,0385,"2421115 ,",,,davschoolmanipur@gmail.com,,1991,7/3/2000 12:00:00 AM,KAVI RALENG,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,D A V COLLEGE MANAGEMENT SOCIETY NEW DELHI
HUNDRED FLOWERS HIGHER SECONDARY SCHOOL,1230006,MANIPUR,IMPHAL,KOUBOK HOUBI PUKHAO ROAD BPO PANGEI IMPHAL MANIPUR,795114,0385,"8118936150 ,",0385-2427222,0385-24272,askpathak252@gmail.com,,1989,6/1/2005 12:00:00 AM,ASHOK KUMAR PATHAK,1,m.sc. b.ed,5,10,Senior Secondary,Provisional,1/4/2000,31/ 3/ 2003,
JAWAHAR NAVODAYA VIDYALAYA,1240005,MANIPUR,IMPHAL,KHUMBONG VIA- LANGJING IMPHAL MANIPUR,795113,0385,"2569354 ,",2613,,mintuchakraborty09@yahoo.co.in,,1988,3/31/2011 12:00:00 AM,MINTU CHAKRABORTY,1,MA,4,15,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,NAVODAYA VIDYALAYA SAMITI
JAWAHAR NAVODAYA VIDYALAYA,1240009,MANIPUR,IMPHAL,YARALPAT PO POROMPAT BPO MOIRANG KAMPU DISTT IMPHAL EAST MANIPUR,795010,0385,"2051224 ,",9436998029,,singhanshuman68@gmail.com,eastkhasihills.jawaharnavodayavidyalaya.in,1986,4/30/2014 12:00:00 AM,ANSHUMAN SINGH,1,"m.sc, b.ed",3 years,17 years,Secondary School,Provisional,1/4/2017,31/3/2020,NAVODAYA VIDYALAYA SAMITI
JWALAMUKHI PUBLIC SCHOOL,1280006,MANIPUR,IMPHAL,C/O 21 ASSAM RIFLES C/O 99 APO MANIPUR,302018,0141,"2762864 ,",,,thomasforu@sify.com,,1994,6/1/2004 12:00:00 AM,MRS URMILA SNANE,0,B.A. BEd.,3,8,Secondary School,Provisional,1/4/2016,31/3/2021,ASSAM RIFLES
KANAN DEVI MEMORIAL SCHOOL,1230003,MANIPUR,IMPHAL,PANGEI IMPHAL EAST MANIPUR,795114,0474,"223818 ,",221494,2437812,principal_kdms@sify.com,http://www.kunilschool.co,1987,6/2/1997 12:00:00 AM,PRABHAS MISHRA,1,"M.A, B.Ed",08,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,MANIPUR RAMKRISHNA SOCIETY
KENDRIYA VIDYALAYA,1200001,MANIPUR,IMPHAL,LAMPHELPET IMPHAL MANIPUR,795004,0385,"2411373 ,",85268,,mpaswan.kv1@gmail.com,,1964,4/1/1991 12:00:00 AM,MAHESHWAR PASWAN,1,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1200003,MANIPUR,IMPHAL,CRPF GROUP CENTRE LANGJING IMPHAL MANIPUR,795113,0385,"2436136 ,",,,kakhumba@gmail.com,,1982,,K Alung Khumba,2,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2020,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,1200004,MANIPUR,IMPHAL,"LEIMAKHONG FIELD POST OFFICE MANTIRI PUKHRI BPO KARAKHUL, IMPHAL MANIPUR",795002,0385,"2429214 ,",,,srivastava147@yahoo.co.in,,1986,,SANDEEP KUMAR SHRIVASTVA,1,,,,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2011,KENDRIYA VIDYALAYA SANGATHAN
Kids Foundation,1230049,MANIPUR,IMPHAL,"Airport Road, Ghari",795001,0385,"2455790 ,",,,konikhur@hotmail.com,http://www.kids-foundation.org,2005,2/15/2005 12:00:00 AM,Sarangthem Tarabai Devi,,Master of Arts,20,20,Secondary School,Provisional,1/4/2016,31/3/2019,Kids Foundation Education Society
KINDERGARTEN MONTESSORI SCHOOL,1230047,MANIPUR,IMPHAL,"SAGOLBAND TAKYEL KOLOM LEIKAI, IMPHAL WEST - 1",795001,,"0385-2053683 ,",,,dhane.longjam@gmail.com,,2005,2/1/2005 12:00:00 AM,Mr.Longjam Dhaneshor Singh,,"Msc, BEd, PGDCA, DETEd",13,15,Secondary School,Provisional,1/4/2014,31/3/2017,The Chandra and Chaobi Educational Foundation and Research Centre
LITTLE ROSE HIGHER SECONDARY SCHOOL,1230020,MANIPUR,IMPHAL,CANCHIPUR NEAR MANIPUR UNIVERSITY IMPHAL MANIPUR,795003,0385,"9615469481 , 2422170",,,admlittleroseschool@gmail.com,,,,L Dorendra Singh,2,,,,Senior Secondary,Provisional,1/4/2006,31/ 3/ 2009,LITTLE ROSE FOUNDATION
MANIPUR PUBLIC SCHOOL,1230002,MANIPUR,IMPHAL,KOIRENGEI MANTRIPUKHRI IMPHAL MANIPUR,795001,0385,"2427284 ,",22363,,prema9030@gmail.com,,1979,,SAGOLSEM PREMABATI DEVI,2,,,,Senior Secondary,Provisional,1/4/2000,31/ 3/ 2003,MANIPUR PUBLIC SCHOOL SOCIETIES
MANNU ENGLISH SCHOOL,1230045,MANIPUR,IMPHAL,"NEW LAMBULANE, NEW CHECKON, IMPHAL,",795001,0385,"2454940 ,",,03852454940,uthanthongbm@gmail.com,,1985,2/4/1985 12:00:00 AM,THONGBAM UTHAN SINGH,0,MA / BEd,15,12,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,CITIZEN SOCIAL REFORMATION AND DEVELOPMENT SOCIETY
MARIA MONTESSORI SCHOOL,1230005,MANIPUR,IMPHAL,KOIRENGEI MANTRI PUKHRI IMPHAL MANIPUR,795001,0385,"8974684656 ,",0385-2427222,0385-24272,such_tutu@rediffmail.com,,1985,6/1/2005 12:00:00 AM,SUCHITRA DEVI POTSANGBAM,1,M.Sc. B.Ed,5,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,VIVEKANAND KENDRA VIDYALAYA AP TR
Mega Manipur School,1230033,MANIPUR,IMPHAL,"Yaralpat Tinseed Road, Porompat, Imphal East",795010,0385,"2051792 ,",,,megamanipurschool@gmail.com,,1998,6/5/2000 12:00:00 AM,NONGMAITHEM ASHOK KUMAR SINGH incharge,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,CRESCENT EDUCATIONAL TRUST
"national sports academy,",1280009,MANIPUR,IMPHAL,"khuman, lampak, sports complex, imphal- 795 001",,,",",,,,,,9/28/2018 12:00:00 AM,.,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,
NORTH POINT HIGHER SECONDARY SCHOOL,1230013,MANIPUR,IMPHAL,KHABAM LAMKHAI MANTRI PUKHRI IMPHAL,795002,0385,"2427680 ,",2444332,-,NPOINTSCHOOL@GMAIL.COM,-,1985,7/9/2003 12:00:00 AM,OINAM RAJEN SINGH,1,"M.SC.,B.ED.",15,10,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,GURU CHARITABLE TRUST
RADIANT-STAR EDUCATION CENTRE,1230038,MANIPUR,IMPHAL,KANGLATONGBI P.O KANGLATONGBI 795151,795151,0388,"266230 ,",,,Patni_jc@yahoo.com,,2003,2/1/2003 12:00:00 AM,JAGDISH CHANDRA PATNI,0,M.A B.Ed,15,16,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Radiant-Star Education Centre
RAJKUMARI SANATOMBI DEVI VIDYALAYA,1230007,MANIPUR,IMPHAL,HAOTAL PO- PANGEI DT- IMPHAL MANIPUR,795114,0385,"2422089 ,",,(00229) 21380724,rsdvidyalaya@yahoo.com,http://www.iisbenin.com,1985,5/12/2008 12:00:00 AM,H Nobinchand,2,"B.Sc. , M.B.A",4,11,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2015,LEIRIK MEM.CHA. SCOEITY
"RK Sanatombi Vidyalaya,",1230037,MANIPUR,IMPHAL,"Jiribam, Bapupara, Imphal East",795116,0387,"221530 ,",42113894,,iamsorokhaibammaniton@gmail.com,,2010,4/5/2010 12:00:00 AM,S Maniton Singh,1,"MA, B Ed",15,40,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2017,Leirik Memorial Charitable Society
SAINIK SCHOOL,1280001,MANIPUR,IMPHAL,IMPHAL P B NO 21 IMPHAL MANIPUR,795001,0385,"9191730843 ,",,,captvinaytiwari2014@gmail.com,,1971,3/31/2012 12:00:00 AM,VINAY TIWARI,1,,,,Senior Secondary,Provisional,1/5/1987,31/ 3/ 2019,SAINIK SCHOOLS SCOY
St. Anthony's High School,1230040,MANIPUR,IMPHAL,"Heingang Road, Poumai Colony, Chingmeirong",795010,0385,"2423390 ,",,0385-2421735,ritapamei@yahoo.com,,1985,2/4/1985 12:00:00 AM,Rita Pamei,0,B. Sc.B.Ed,10,15,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,St. Anthony''''''''s Educational Society
SUNSHINE ACADEMY,1230034,MANIPUR,IMPHAL,"MOIDANGPOK, IMPHAL WEST, LANGJING,",795113,0385,"2569327 ,",,,sunshine795113@yahoo.co.in,,2003,6/2/2003 12:00:00 AM,Sharadkumar Longjam,0,"Ma,B.Ed",4,17,Secondary School,Provisional,1/4/2018,31/3/2023,"st joseph educational and charitable trust,villoonni"
THE EDEN PUBLIC SCHOOL,1230028,MANIPUR,IMPHAL,"WANG KHEI AYANGPALLI ROAD, DISTT IMPHAL, MANIPUR",795001,0385,"2446925 ,",,,elizabeth.nong@gmail.com,,1989,7/9/2003 12:00:00 AM,NONGTHOMBAM ELIZABETH,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,shishu nistha niketan trust
THE LODESTAR PUBLIC SCHOOL,1230027,MANIPUR,IMPHAL,"KHONGSAI VENG LAIPHAM KHUNORE, IMPHAL",795001,0385,"2422980 ,",27418352,22246078,,,1989,4/1/2005 12:00:00 AM,KIMCHA KHONGSAI,2,"M.A., B.ED.",6,12,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,SH. GURU SINGH SABHA
THE MADHUMANGOL MEMORIAL HIGHER SECONDARY SCHOOL,1230023,MANIPUR,IMPHAL,"YAIRIPOK ROAD WANGKHEI, IMPHAL EAST MANIPUR",795001,0385,"2224781 ,",,,,,1976,7/9/2003 12:00:00 AM,SH H PREM CHAND SINGH,1,,,,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2014,M M HR SEC SCHOOL
TOLCHOU IBETON MEMORIAL ACADEMY,1230053,MANIPUR,IMPHAL,HIYANGTHANG MAYAI LAMBI ROAD PO WANGOI PS SINGJAMEI,795009,,"9862563255 ,",,,contact@timaedu.in,http://www.timaedu.in,2016,4/15/2016 12:00:00 AM,MR. A KUNJABIHARI SINGH,1,B.SC BT,15,18,Secondary School,Provisional,1/4/2018,31/3/2021,TOLCHOU IBETON MEMORIAL ACADEMY (TIMA) TRUST
TRINITY PUBLIC SCHOOL,1230009,MANIPUR,IMPHAL,TAMENG LONG DISTT IMPHAL MANIPUR,795741,3877,"267312 ,",22044,01894238848,,,2003,4/2/2003 12:00:00 AM,KIUGUILIU GONMEI RONGMEI,1,"MSc, M.Phil, M.Ed.",5,5,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,TRINITY INSTITUTE FOR RURAL DEV
Zenith Academy,1230032,MANIPUR,IMPHAL,"Sangaiprou, Imphal West, Manipur",795001,,"09862580059 ,",,,zenithacademyimphal@yahoo.com,,,,TH. ARJUN SINGH,,,,,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2013,
haseen chishti islamia college(juni),1230046,MANIPUR,imphal-east,falcon british academy rahmania building thangal bazar,795005,,"9089426137 ,",,,haseenchishtiislamiacollege@gmail.com,http://www.haseenchishtiislamiacollege.g,2010,1/3/2011 12:00:00 AM,mrs.haseen chishti,0,m.ab.ed,13,21,Secondary School,Provisional,1/4/2014,31/3/2017,arsalan afifah islamic society
"IMPHAL VALLEY SCHOOL, Nurturing Tomorrow",1230050,MANIPUR,imphal-east,"KHABAM CHUMBREITHONG, MANTRIPUKHRI",795002,0260,"0385-2427613, ,",,0385-2427613,imphalvalley2015@gmail.com,,2014,4/14/2014 12:00:00 AM,MRS.LAISHRAM LISA DEVI,1,M.Sc; B.Ed,9,26,Secondary School,Provisional,1/4/2018,31/3/2021,JUGESWOR EDUCATIONAL FOUNDATION
S.V.Getwell School,1230035,MANIPUR,imphal-east,"Haotal,Thangjam Khunou,B.P.O-Pangei",795114,0385,"2053167 ,",,03852053167,svgetwell.school@gmail.com,,2004,1/30/2004 12:00:00 AM,LAISHRAM DINAMANI SINGH,0,"M.A, B.Ed, B.Lib.Sc.",15,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,"""Get Well Educational Training Home""(GETH)"
UNACCO SCHOOL,1230043,MANIPUR,imphal-east,"KHONGMAN ZONE-III (WEST), IMPHAL EAST DISTRICT, MANIPUR",795001,0385,"2446384 ,",,-,principal@unaccoschool.in,http://www.unaccoschool.in,2010,4/6/2011 12:00:00 AM,P SURACHANDRA SINGH,0,"M.Sc, B.Ed",05,15,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,The UNACCO Social Development Trust
CITY MONTESSORI HIGHER SECONDARY SCHOOL,1230052,MANIPUR,imphal-west,LAMBOIKHONGANGKHONG IMPHAL,795004,,"0385312462 ,",,0385312462,seramrajendrakumarnew@gmail.com,http://citymontessorihssimphal.com,1998,2/1/1999 12:00:00 AM,Dr.S. Rajendrakumar Singh,,M.Sc. Ph.D. B.Ed,10,18,Senior Secondary,Provisional,4/1/2017,31/ 3/ 2020,ALL MANIPUR HILL AND VALLEY DEVELOPMENT ASSOCIATION
"HUMAN RESOURCE DEVELOPEMENT, PHAYENG, IMPHAL WEST.",1230051,MANIPUR,imphal-west,"PHAYENG BPO PHAYENG, PO. LAMSANG, 795146",795146,91,"9774076228 ,",,0385266505,romeshmeitei1971@gmail.com,http://www.schoolofhrd.com,2000,5/2/2001 12:00:00 AM,IRENGBAM ROMESH MEITEI,,MSc. BED,15,10,Secondary School,Provisional,1/4/2017,31/3/2020,"SCHOOL OF HUMAN RESOURCE DEVELOPEMENT, PHAYENG"
SHISHU NISTHA NIKETAN,1230017,MANIPUR,MANIPUR CENTRAL,"KWAKEITHEL MAYAIKOIBI IMPHAL MANIPUR CENTRAL, MANIPUR",795004,0385,"2443497 ,",2455813,,principalsnn16@gmail.com,,1989,7/9/2003 12:00:00 AM,SOUGAIJAM DEVPRIYA DEVI,2,"Msc ,Bed,MMI London",10,10,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,SHISHU NISTHA NIKETAN TRUST
ASSAM RIFLE SCHOOL,1280005,MANIPUR,SENAPATI,"22, ASSAM RIFLES, C/O 99 APO, SENAPATI, MARAM, MANIPUR-795105",795105,03871,"265216 ,",01352102590,,duketsering@yahoo.co.uk,http://www.tcvselakui.org,2004,7/3/2000 12:00:00 AM,-,1,Msc. BEd.,5,18,Secondary School,Provisional,1/4/2017,31/3/2022,TIBETAN CHILDREN'S VILLAGE
Ideal English School,1230029,MANIPUR,SENAPATI,P.O. Motbung,795107,3880,"266407 ,",2233599,,rsafiur58@gmail.com,www.idealschoolmanipur.com,1983,1/1/1983 12:00:00 AM,Safiur Rahman,1,"M.A., B.Ed.",10,15,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Rural Educational & Child Development Society
J.N PUBLIC SCHOOL,1230044,MANIPUR,SENAPATI,"KANGPOKPI ,SADAR HILLS, MANIPUR",795129,91,"9436624474 ,",,,mangnuhaokip@gmail.com,,1983,10/1/1983 12:00:00 AM,Mangnu Haokip,0,"B.A .,B.Ed",11,11,Secondary School,Provisional,1/4/2016,31/3/2021,The J.N. Public School
JAWAHAR NAVODAYA VIDYALAYA,1240003,MANIPUR,SENAPATI,PFUKHRO MAO PO- MAO DT- SENAPATHI MANIPUR,795150,0387,"231216 ,",03871-231216,0387231383,nandan1506@gmail.com,,1987,4/30/2014 12:00:00 AM,M NANDAGOPAL,1,M. SC. BED,05,18,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2010,NAVODAYA VIDYALAYA SAMITI
jawahar navodya vidyalaya,1240011,MANIPUR,SENAPATI,"senapati ii kangpokni sadar hills senapati dist, manipur 795129",366510,3880,"263364 ,",,,nabamani2013@gmail.com,,2007,6/1/2007 12:00:00 AM,MOIRANGTHEM NABAMANI SINGH,0,,,,Secondary School,Provisional,1/4/2018,31/3/2020,Navodaya Vidyalaya Samiti
"Mt Everest Higher Secondary School, Senapati, Manipur",1230048,MANIPUR,SENAPATI,"Senapati, Taphou Phyamei, Manipur",795106,3871,"8132882102 ,",,03871222061,,,1990,2/5/1990 12:00:00 AM,SINGMIPAM KHAMRANG,0,"M.A., B.ed.",5,6,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2018,Governing Body
MT ZION ENGLISH SCHOOL,1230015,MANIPUR,SENAPATI,KATHIKHO KARONG SENAPATI DISTT MANIPUR,795007,3878,"222022 ,",0751-4033202,08274-254879,mtzionsrsecschool@gmail.com,http://www.mtzioncbsekarong.in,1993,6/2/2006 12:00:00 AM,S LOHRII,2,"M.Sc.,B.Ed",5,7,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,THE SACIO ECO & ENV DEV SERVICES
Nazreth Residential School,1230008,MANIPUR,SENAPATI,"Okhro-Ikhro Mao Gate Distt. Senapati, Manipur",795150,3878,"231323 ,",,,jorimkayina@yahoo.in,,1993,7/3/2000 12:00:00 AM,JORIM KAYINA,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,nazareth edn. foundation
SAKLIM CHRISTIAN ENGLISH SCHOOL,1230026,MANIPUR,SENAPATI,KATOMEI SENAPATI,795106,3878,"9615418070 ,",,,vikuiemerson@gmail.com,http://www.zeeschoolhosur.g,2010,6/21/2010 12:00:00 AM,L VIKUI EMERSON,2,,,,Secondary School,Provisional,1/4/2015,31/3/2020,shree sharada educational trust
JAWAHAR NAVODAYA VIDYALAYA,1240008,MANIPUR,TAMENGLONG,DUIGAILONG KHENJAREN- II PO- TAMENGLON MANIPUR,795141,0387,"822017 ,",34018,,asr_23@rediffmail.com,,1993,3/31/2011 12:00:00 AM,AMAR SINGH RAWAT,1,,,,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2013,Navodaya Vidyalaya Samiti
KENDRIYA VIDYALAYA,1200006,MANIPUR,TAMENGLONG,"TAMENGLONG, (TAMENGLONG HR. SEC. SECHOOL COMPLEX), TAMENGLONG, MANIPUR",795141,0387,"7267190 ,",03879261208,3879261208,chetan.parmanik@gmail.com,http://www.kvnhpclok.org,1986,,CHETAN PARAMANIK,1,M Com M Ed,5,20,Secondary School,Provisional,1/4/2019,31/3/2022,KENDRIYA VIDYALAYA SANGATHAN
assam rifles jr high school,1280008,MANIPUR,THOUBAL,"p.s.- kakching, distt. thoubal, manipur",795103,3848,"261018 ,",,,rajthapa0076@gmail.com,,,,R Thapa,0,,,,Secondary School,Provisional,1/4/2015,31/3/2020,
Grace Cottage Cultural & Educational Development Foundation,1230031,MANIPUR,THOUBAL,Kakching Makha Leikai Ward No. 11,795103,3848,"261558 ,",2767054,,ksh.chaoba@yahoo.com,www.gracecottage.co.in,1999,2/2/2000 12:00:00 AM,Kshetrimayum Chaoba Singh,1,"M.A. , BED",10,15,Secondary School,Provisional,1/4/2017,31/3/2019,Grace Cottage Cultural & Educational Development Foundation
JAWAHAR NAVODAYA VIDYALAYA,1240001,MANIPUR,THOUBAL,SANDUMBE ACHOUBA KAKCHING DT- THOUBAL MANIPUR,795103,3848,"266277 ,",,,RAVIDASARI10@GMAIL.COM,,1988,,DASARI RAVI DAMODAR,,,,,Senior Secondary,Provisional,1/4/2002,31/ 3/ 2010,NAVODAYA VIDYALAYA SAMITI
RUDA ACADEMY,1230036,MANIPUR,THOUBAL,"THOUBAL WANGMATABA, WARD NO. 2, P.O. & P.S. THOUBAL, MANIPUR-795138",795138,0385,"222153 ,",33663,,rudaacademy@gmail.com,,1998,1/15/1998 12:00:00 AM,LISAM IBOCHOU SINGH,2,B.A & B.ED.,25,35,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,RUDA ACADEMY
SLOPE LAND PUBLIC SCHOOL,1230022,MANIPUR,THOUBAL,SALT VILLAGE KHONGJOM MANIPUR,110092,3848,"222550 ,",,,SLOPELANDPUBLICSCHOOL@YAHOO.COM,,1980,4/2/1980 12:00:00 AM,NAHAKPAM BABULIN MEITEI,,,,,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2011,
ASSAM RIFLES HIGH SCHOOL,1280002,MANIPUR,UKHRUL,SOMSAI UKHRUL DISTT MANIPUR,795001,03870,"222388 ,",,,,,1995,4/2/1980 12:00:00 AM,MRS P KUMARI,2,,,,Secondary School,Provisional,1/4/2013,31/3/2021,ASSAM RIFLES EDUCATIONAL SOCIETY
