Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
ADESHWAR PUBLIC SCHOOL,3330234,CHATTISGARH,BASTAR,"KHAMARGAON,JAGDALPUR",494001,7782,"222744 ,",,,principalapsjdp@gmail.com,http://www.adeshwarpublicschool.com,2012,7/9/2012 0:00,RANI MATHEW,,"B.Sc, M.A, B.Ed.",3,21,Secondary School,Provisional,1/4/2017,31/3/2020,ADESHWAR SHIKSHAN SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
CHAVARA HIGHER SECONDARY SCHOOL,3330174,CHATTISGARH,BASTAR,"KONDAGAON, DIST BASTAR, CHHATTISGARH",494226,7786,"242461 ,",28562544,,school.chavara@gmail.com,,1986,7/2/1986 0:00,SR SHEEBA ANN,2,"MA, B.Ed",12,19,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Carmel Society Kondagaon
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320254,CHATTISGARH,BASTAR,"karmari, post/block/distt. bastar, chhattisgarh",494001,778,"2262218 ,",,,ashok205070@gmail.com,,1980,4/1/1991 0:00,ASHOK KUMAR PATKAR,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2018,delhi administration
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320233,CHATTISGARH,BASTAR,"dongartari, block- pondi upra, post- bhawar",494228,7470,"792245 ,",9424280807,,hemanto66846@gmail.com,,1970,4/1/1991 0:00,HEMANTO MUKHERJEE,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,ditrecat of education delhi adm n
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320209,CHATTISGARH,BASTAR,"nakti semra, block jagdalpur, distt- bastar, chhattisgarh",493888,7857,"230086 ,",9406358180,,abhi.shrivastava52@gmail.com,,1929,4/1/1991 0:00,SHEKHAR SHRIVASTAVA,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2018,saroj bala bansal
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320252,CHATTISGARH,BASTAR,"chhindwara, block, darbha, distt. bastar, chhattisgarh",495001,785,"230086 ,",,,davmmpsgumadpal@gmail.com,,1980,4/1/1991 0:00,RAKESH SAHU,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2018,delhi administration
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320232,CHATTISGARH,BASTAR,"janjara, block & post- katgha, chhattisgarh",494228,747,"0792243 ,",9424280807,,rajrekha.shukla@rediffmail.com,,1970,4/1/1991 0:00,DR RAJ REKHA SHUKLA,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,ditrecat of education delhi adm n
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320230,CHATTISGARH,BASTAR,"ulnar, block- bakawand, distt- bastar, chhattisgarh",495682,785,"230086 ,",9424280807,,principal.ulnar@gmail.com,,1970,4/1/1991 0:00,N SUNAINA,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,ditrecat of education delhi adm n
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320218,CHATTISGARH,BASTAR,"singanpur block- tokapal, bastar, chhhattisgarh",496224,7857,"230086 ,",881724688,,davmmpssinghanpur@gmail.com,,1970,4/1/1991 0:00,SUJEET KUMAR SHARMA,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2018,ditrecat of education delhi adm n
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320257,CHATTISGARH,BASTAR,"lohandi, guda, basatar, chhattisgarh",495334,7857,"230086 ,",9407750762,,vivekviv25@gmail.com,,1980,4/1/1991 0:00,vivek Kumar singh,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2018,delhi administration
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320263,CHATTISGARH,BASTAR,"block bastanar, teh. bastanar, post-badekilepal, chhatisgarh",494442,7857,"230086 ,",,,omdadsena@gmail.com,,1980,4/1/1991 0:00,OMPRAKASH DADSENA,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,delhi administration
,,,,,,,,,,,,,,,,,,,,,,,
Deepti Convent School,3330205,CHATTISGARH,BASTAR,Aghanpur P.O. Dharampura,494005,7782,"229475 ,",,,srsaumyasabs@gmail.com,,1992,7/15/1992 0:00,SR CICY JOSEPH,0,M.A ;B.Ed,24,30,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2017,Adharana Society
,,,,,,,,,,,,,,,,,,,,,,,
Delhi Public School Jagdalpur,3330192,CHATTISGARH,BASTAR,"Dharmpura Road, Gram - kalipur",494001,7782,"239004 ,",,07788-2299100,principaldpsjagdalpur@gmail.com,http://www.dpsjagdalpur.in,2012,4/2/2012 0:00,Manisha Singh,0,"M.A, B.Ed.",3,16,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,vardhaman educational society
,,,,,,,,,,,,,,,,,,,,,,,
GOVT BOYS HIGHER SEC SCHOOL,3320183,CHATTISGARH,BASTAR,JAGDALPUR JAGDALPUR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,
,,,,,,,,,,,,,,,,,,,,,,,
GOVT BOYS HIGHER SECONDARY SCHOOL,3320065,CHATTISGARH,BASTAR,KONDAGAON BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT BOYS HIGHER SECONDARY SCHOOL,3320068,CHATTISGARH,BASTAR,NARAINPUR BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT EDUCATION COMPLEX,3320063,CHATTISGARH,BASTAR,PARACHAMPAL BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT GIRLS HIGHER SECONDARY SCHOOL,3320066,CHATTISGARH,BASTAR,KONDAGAON BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SECONDARY SCHOOL,3320071,CHATTISGARH,BASTAR,BHANPURI BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SECONDARY SCHOOL,3320072,CHATTISGARH,BASTAR,BAKAWAND BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SECONDARY SCHOOL,3320069,CHATTISGARH,BASTAR,LOHANDIGUDA BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SECONDARY SCHOOL,3320073,CHATTISGARH,BASTAR,KESHKAL BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SECONDARY SCHOOL,3320070,CHATTISGARH,BASTAR,TOKAPAL BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SECONDARY SCHOOL,3320067,CHATTISGARH,BASTAR,PHARASGAON BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GOVT M.RANI LAXMI BAI HR SEC SCHOOL,3320064,CHATTISGARH,BASTAR,JAGADALPUR BASTAR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
GYANODAYA SCHOOL,3330172,CHATTISGARH,BASTAR,ADAWAL P.O BASTAR DIST. CHHATTISGARH,494001,778,"2264916 ,",,,lizathy10@gmail.com,,2001,7/2/2001 0:00,SR LIZA SEBASTIAN,0,"MA, B.Ed",15,20,Secondary School,Provisional,1/4/2015,31/3/2020,Deen Bandhu Samaj
,,,,,,,,,,,,,,,,,,,,,,,
JAI KRISTA CONVENT HIGH SCHOOL,3330167,CHATTISGARH,BASTAR,PAHURBAL P.O BAKAWAND BLOCK,494222,7867,"201013 ,",,,nishavarkey12@gmail.com,,1995,7/3/1995 0:00,NISHA VARKEY,1,"MA, B.Ed",2,5,Secondary School,Provisional,1/4/2015,31/3/2020,Bastar Samagra Vikas Samiti (SAVISA)
,,,,,,,,,,,,,,,,,,,,,,,
JAWAHAR NAVODAYA VIDYALAYA,3340011,CHATTISGARH,BASTAR,"JAGDAL PUR, DISTT.- BASTAR, CHHATISGARH",494221,7782,"229062 ,",247134,,ck_jawa@yahoo.co.in,,2003,4/1/1991 0:00,C KANNAMMA,2,,,,Senior Secondary,Provisional,1/4/2020,31/ 3/ 2022,NVS
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA,3300016,CHATTISGARH,BASTAR,HAATKACHOURA JAGDALPUR DT. BASTAR CHHATTISGARH,494001,7782,"227262 ,",231465,,jagdalpurkv@gmail.com,www.kvjagdalpur.com,1987,,S S Dhurwe,1,"M.A, B. Ed",5,16,Senior Secondary,Provisional,1/4/2002,31/ 3/ 2005,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
MAHARISHI VIDYA MANDIR,3330070,CHATTISGARH,BASTAR,"KURANDI ROAD, ADWAL DISTT JAGDALPUR CHATTISGARH",494001,7782,"264906 ,",,,Amitjdp28@gmail.com,,1999,,Amit Kumar Singh,,,,,Secondary School,Provisional,1/4/2006,31/3/2009,MAHARISHI SHIKSHA SANSTHAN
,,,,,,,,,,,,,,,,,,,,,,,
nirmal higher secondary school,3330149,CHATTISGARH,BASTAR,"lal bagh, jagdalpur, bastar.",494001,778,"228299 ,",,,kunnelm@gmail.com,,1972,11/9/1972 0:00,MATHEW KUTTY KUNNEL,0,"m.a (eng), m.a edu. (u.s.a)",20,28,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,the catholic diocese of jagdalpur
,,,,,,,,,,,,,,,,,,,,,,,
sanskar the gurukul,3330148,CHATTISGARH,BASTAR,"jagdalpur,kolchur road , village - chidaipadar,Bastar",494001,778,"2226371 ,",,7782226371,sanjayriti3@gmail.com,,2006,7/6/2006 0:00,Sanjay Kumar Sahu,0,"b.e(mech) , b.ed",3,5,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,sanskar academics pvt ltd
,,,,,,,,,,,,,,,,,,,,,,,
vidya jyoti school,3330075,CHATTISGARH,BASTAR,"geedam road rajendra nagar ward/danteswari ward, jagdalpur baster chhatisgarh",494001,7782,"221455 ,",9425260518,,placherilj7@gmail.com,,1995,4/1/2003 0:00,JOMON P T,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,st ann''''s educatinal society
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320222,CHATTISGARH,BEMETARA,"janta block, bematara, block kiya , chhattisgarh",495559,7748,"7470792230 ,",9406026725,,prernachauhan26@gmail.com,,1970,4/1/1991 0:00,PRENRNA SINGH CHAUHAN,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,ditrecat of education delhi adm n
,,,,,,,,,,,,,,,,,,,,,,,
GOVT BOYS HIGHER SEC SCHOOL,3320125,CHATTISGARH,BEMETARA,BEMETARA BEMETARA CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,
,,,,,,,,,,,,,,,,,,,,,,,
GOVT GIRLS HIGHER SEC SCHOOL,3320119,CHATTISGARH,BEMETARA,SAJA BEMETARA CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,
,,,,,,,,,,,,,,,,,,,,,,,
GOVT GIRLS HIGHER SEC SCHOOL,3320124,CHATTISGARH,BEMETARA,BEMETARA BEMETARA CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,
,,,,,,,,,,,,,,,,,,,,,,,
GOVT GIRLS HIGHER SEC SCHOOL,3320118,CHATTISGARH,BEMETARA,BERLA BEMETARA CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SEC SCHOOL,3320121,CHATTISGARH,BEMETARA,NAWAGARH BEMETARA CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SEC SCHOOL,3320123,CHATTISGARH,BEMETARA,SAJA BEMETARA CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,
,,,,,,,,,,,,,,,,,,,,,,,
GOVT HIGHER SEC SCHOOL,3320122,CHATTISGARH,BEMETARA,SAMBALPUR BEMETARA CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320211,CHATTISGARH,BIJAPUR,"manjhi gudd, block & distt, bijapur, chhattisgarh",494444,7583,"222300 ,",,,kameswara.rao.duvvada@gmail.com,,1929,4/1/1991 0:00,DUVVADA KAMESWARA RAO,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,DAV COLLEGE MANAGEMENT COMMITTEE ALONGWITH GOVT. OF CHHATTISGARH.
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320198,CHATTISGARH,BIJAPUR,"uller block, bhopal patnam distt, bijapur, chattisgarh",497101,,"94063242934 ,",969104048,,manikgupta58@gmail.com,,2005,12/29/2005 0:00,kameshwar,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2022,satyam educational health and charitable trust
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320199,CHATTISGARH,BIJAPUR,"chnta konta hq awapalli blocfk uso dist gujarat, bijapur, chattisgarh",497101,,"94063242934 ,",94247368973,,manikgupta58@gmail.com,,2005,4/5/2005 0:00,mamidai pravhakar rao,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,s.k. shiksha samiti
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320235,CHATTISGARH,BIJAPUR,"melasnau, block & tehsil- bhairamgarh, distt- bijapur, chhattisgarh",494228,9406,"044715 ,",9754897180,,lokeshkumar.sahu5@gmail.com,,1970,4/1/1991 0:00,LOKESH KUMAR SAHU,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2018,ditrecat of education delhi adm n
,,,,,,,,,,,,,,,,,,,,,,,
GOVT BOYS HIGHER SECONDARY SCHOOL,3320076,CHATTISGARH,BIJAPUR,BEEJAPUR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,COMM ST SC OBC & MIN WEL C.GARH
,,,,,,,,,,,,,,,,,,,,,,,
Aadharshila Vidya Mandir,3330179,CHATTISGARH,BILASPUR,"Behind Govt. Engg. College, Ramtala Road, Koni",495009,775,"2260085 ,",,07752-237268,principal.avmbsp@gmail.com,http://www.avmbsp.com,2011,4/5/2011 0:00,NITU SHARMA,0,"M.A, MBA, B.Ed",5,5,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Sandipani Education Society
,,,,,,,,,,,,,,,,,,,,,,,
BAL BHARATI PUBLIC SCHOOL,3330083,CHATTISGARH,BILASPUR,"NTPC, TEHSIL - SIPAT, DIST. BILASPUR",495558,7752,"246607 ,",,,s_nigs@yahoo.com,,2004,7/3/2000 0:00,Shalabh Nigam,0,M.Com.; B.Ed.,2,16,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,CHILD EDUCATION SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
BRILLANT PUBLIC SCHOOL,3330074,CHATTISGARH,BILASPUR,MISSION HOSPITAL ROAD BILASPUR CHHATTISGARH,495001,7752,"8251822772 ,",,,directorprincipalbrilliant@gmail.com,,2001,7/2/2007 0:00,SHRUTI GUPTA,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,maharishi shiksha sansthan
,,,,,,,,,,,,,,,,,,,,,,,
BURGESS ENGLISH HR SEC SCHOOL,3330043,CHATTISGARH,BILASPUR,LINK ROAD BILAS PUR CHHATTISGARH,495001,7752,"428652 ,",9826759599,220516,JASICANATH01@GMAIL.COM,,1994,7/3/2000 0:00,JASICA NATH,2,"B Sc,MA-Econ, MA-Eng,M Ed",23,23,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,B S EDU & TR TRG OF CHURCH OF N I
,,,,,,,,,,,,,,,,,,,,,,,
CAREER POINT WORLD SCHOOL,3330209,CHATTISGARH,BILASPUR,"BESIDE RADHA SOAMI SATSANG BEAS, DHEKA-MASTURI ROAD,",495001,7752,"414963 ,",,7752406523,pricipal@cpwsbilaspur.com,http://www.cpbilaspur.com,2005,7/1/2005 0:00,Dr PRERNA HIRADHAR,0,"M.A (English), B.Ed., MCA",12,20,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2018,SWARGIYA HARBHAJAN SINGH CHAWLA SMRITI SEWA SANSTHAN
,,,,,,,,,,,,,,,,,,,,,,,
Colonel's Academy of Radiant Education,3330102,CHATTISGARH,BILASPUR,"Vill-Mangla, P.O.-Mangla",495001,7752,"653194 ,",220478,,careschool@gmail.com,,2003,4/1/2003 0:00,Nitin Masih,0,"M.A., B.Ed.",1,14,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,Jeevan Prakash Samiti
,,,,,,,,,,,,,,,,,,,,,,,
D A V PUBLIC SCHOOL,3330014,CHATTISGARH,BILASPUR,VASANT VIHAR SECL SEEPAT ROAD BILASPUR CHHATTISGARH,495006,7752,"240262 ,",7752240261,240262,rajshekharrao@yahoo.co.in,,2002,4/14/2002 0:00,G V RAJSHEKHAR RAO,1,M.Sc. B.Ed,14,33,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,the heritage school society
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320227,CHATTISGARH,BILASPUR,"gondhi, bilaspur, chhattisgarh",495001,91,"7470792231 ,",,,pushpborder@gmail.com,,1970,4/1/1991 0:00,Pushpendra Dwivedi,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2020,ditrecat of education delhi adm n
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320245,CHATTISGARH,BILASPUR,"dei khurd, block, takhatpur, distt. bilaspur, chhattisgarh",495330,775,"2240262 ,",,,principaldav.devri@gmail.com,,1970,4/1/1991 0:00,RAKESH KUTTAN,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,dir. of edu.
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320259,CHATTISGARH,BILASPUR,"kurkai, block pendra, block, bilaspur, chhattisgarh",495001,7470,"792236 ,",,,rashmimishra5771@gmail.com,,1980,4/1/1991 0:00,RASHMI MISHRA,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2018,delhi administration
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320249,CHATTISGARH,BILASPUR,"kumhari, marwahi, distt. bilaspur, chhattisgarh",495001,7752,"240262 ,",,,rashmimishra5771@gmail.com,,1980,4/1/1991 0:00,RASHMI MISHRA,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,delhi administration
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320210,CHATTISGARH,BILASPUR,"block kota, distt- bilaspur, chhattisgarh",493888,0,"7470792233 ,",9406358180,,modelschool.gobripat@gmail.com,,1929,4/1/1991 0:00,KALLOL MITRA,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2018,saroj bala bansal
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320229,CHATTISGARH,BILASPUR,"block masturi, distt. bilaspur, chhattisgarh",495682,91,"9039562503 ,",,,shrivastavashweta77@gmail.com,,1970,4/1/1991 0:00,SHWETA SHRIVASTAVA,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,ditrecat of education delhi adm n
,,,,,,,,,,,,,,,,,,,,,,,
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320253,CHATTISGARH,BILASPUR,"sarbha ara, gaurella, bilaspur, chhattisgarh",495001,7752,"240262 ,",,,knmishra71@gmail.com,,1980,4/1/1991 0:00,KAMAL NAYAN MISHRA,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2018,delhi administration
,,,,,,,,,,,,,,,,,,,,,,,
DELHI PUBLIC SCHOOL,3330060,CHATTISGARH,BILASPUR,BILASPUR RAIPUR ROAD TIFRA BILASPUR CHHATTISGARH,495223,7752,"420293 , 242243",7752420776,420292,principal@dpsbilaspur.com,http://www.dpsbilaspur.co,2004,4/1/1997 0:00,JASPAL SINGH MATH,1,"M.Sc., B.Ed.",12,28,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,DELHI PUBLIC SCH SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
DOLPHIN INTERNATIONAL SCHOOL,3330135,CHATTISGARH,BILASPUR,PANDARIA ROAD MUNGELI DISTT BILASPUR (C.G.) 495334,495334,562,"07755 - 274465 ,",2571742,0771-4044188,dis_mungeli@gmail.com,,2008,1/1/2009 0:00,PRASHANT CHOUBEY,1,"M.C.A. , B.Ed",8,10,Secondary School,Provisional,1/4/2010,31/3/2013,DOLPHIN ACADEMIC SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
GOVT BOYS HIGHER SEC SCHOOL,3320142,CHATTISGARH,BILASPUR,MASTURI BILASPUR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,
,,,,,,,,,,,,,,,,,,,,,,,
GOVT BOYS HIGHER SEC SCHOOL,3320147,CHATTISGARH,BILASPUR,LORMI BILASPUR CHHATTISGARH,,,",",,,,,,,,,,,,Senior Secondary,Provisional,1/4/2001,31/ 3/ 2004,
,,,,,,,,,,,,,,,,,,,,,,,
